"Students Absent 21 or More Days by School
2015-16, Final Survey 5",,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).",,,,,,
"District #","District Name","School #","School Name",Enrollments,"Absent 21 Days or Over","% Absent 21 or More Days"
29,HILLSBOROUGH,3004,"MIDDLETON HIGH SCHOOL",1748,216,"0,12356979405"
29,HILLSBOROUGH,3041,"MILES ELEMENTARY SCHOOL",1072,116,"0,10820895522"
29,HILLSBOROUGH,3061,"MINTZ ELEMENTARY SCHOOL",972,55,"0,05658436213"
29,HILLSBOROUGH,3081,"MITCHELL ELEMENTARY SCHOOL",722,19,"0,02631578947"
29,HILLSBOROUGH,3082,"MCKITRICK ELEMENTARY SCHOOL",999,15,"0,01501501501"
29,HILLSBOROUGH,3101,"MORGAN WOODS ELEMENTARY SCHOOL",613,67,"0,10929853181"
29,HILLSBOROUGH,3121,"MORT ELEMENTARY SCHOOL",1067,84,"0,07872539831"
29,HILLSBOROUGH,3131,"MULRENNAN MIDDLE SCHOOL",1228,65,"0,05293159609"
29,HILLSBOROUGH,3141,"NELSON ELEMENTARY SCHOOL",938,50,"0,05330490405"
29,HILLSBOROUGH,3151,"NORTHWEST ELEMENTARY SCHOOL",692,19,"0,02745664739"
29,HILLSBOROUGH,3161,"OAK GROVE ELEMENTARY SCHOOL",1011,67,"0,06627101879"
29,HILLSBOROUGH,3171,"NEWSOME HIGH SCHOOL",2691,194,"0,07209215904"
29,HILLSBOROUGH,3181,"MULLER ELEMENTARY MAGNET SCHOOL",385,22,"0,05714285714"
29,HILLSBOROUGH,3201,"OAK PARK ELEMENTARY SCHOOL",761,95,"0,12483574244"
29,HILLSBOROUGH,3241,"ORANGE GROVE MIDDLE MAGNET SCHOOL",546,26,"0,04761904761"
29,HILLSBOROUGH,3281,"PALM RIVER ELEMENTARY SCHOOL",608,64,"0,10526315789"
29,HILLSBOROUGH,3362,"PINECREST ELEMENTARY SCHOOL",690,46,"0,06666666666"
29,HILLSBOROUGH,3371,"RIVERVIEW HIGH SCHOOL",2652,249,"0,09389140271"
29,HILLSBOROUGH,3381,"PIZZO ELEMENTARY SCHOOL",964,104,"0,10788381742"
29,HILLSBOROUGH,3411,"PLANT HIGH SCHOOL",2471,293,"0,11857547551"
29,HILLSBOROUGH,3431,"PLANT CITY HIGH SCHOOL",2568,517,"0,20132398753"
29,HILLSBOROUGH,3441,"PRIDE ELEMENTARY SCHOOL",1033,23,"0,02226524685"
29,HILLSBOROUGH,3442,"TOMLIN MIDDLE SCHOOL",1719,162,"0,09424083769"
29,HILLSBOROUGH,3521,"POTTER ELEMENTARY SCHOOL",829,118,"0,14234016887"
29,HILLSBOROUGH,3525,"HILLSBOROUGH ESE CONTRACTED RESIDENTIAL PLACEMENT",*,*,*
29,HILLSBOROUGH,3561,"PROGRESS VILLAGE MIDDLE MAGNET SCHOOL",883,47,"0,05322763306"
29,HILLSBOROUGH,3620,"RANDALL MIDDLE SCHOOL",1451,42,"0,02894555478"
29,HILLSBOROUGH,3622,"RIVERHILLS ELEMENTARY MAGNET SCHOOL",423,27,"0,06382978723"
29,HILLSBOROUGH,3641,"RIVERVIEW ELEMENTARY SCHOOL",693,68,"0,09812409812"
29,HILLSBOROUGH,3681,"ROBINSON ELEMENTARY SCHOOL",755,52,"0,06887417218"
29,HILLSBOROUGH,3731,"ROBINSON HIGH SCHOOL",1730,184,"0,1063583815"
29,HILLSBOROUGH,3761,"ROBLES ELEMENTARY SCHOOL",1010,99,"0,09801980198"
29,HILLSBOROUGH,3771,"RODGERS MIDDLE SCHOOL",802,121,"0,15087281795"
29,HILLSBOROUGH,3782,"LAVOY EXCEPTIONAL CENTER",108,35,"0,32407407407"
29,HILLSBOROUGH,3784,"JEFFERSON HIGH SCHOOL",1788,288,"0,1610738255"
29,HILLSBOROUGH,3801,"ROOSEVELT ELEMENTARY SCHOOL",722,12,"0,01662049861"
29,HILLSBOROUGH,3802,"ROLAND PARK K-8 MAGNET SCHOOL",805,8,"0,00993788819"
29,HILLSBOROUGH,3841,"RUSKIN ELEMENTARY SCHOOL",1016,102,"0,10039370078"
29,HILLSBOROUGH,3851,"SCHMIDT ELEMENTARY SCHOOL",731,51,"0,06976744186"
29,HILLSBOROUGH,3861,"SCHWARZKOPF ELEMENTARY SCHOOL",716,38,"0,05307262569"
29,HILLSBOROUGH,3881,"SEFFNER ELEMENTARY SCHOOL",784,43,"0,05484693877"
29,HILLSBOROUGH,3921,"SEMINOLE ELEMENTARY SCHOOL",556,45,"0,08093525179"
29,HILLSBOROUGH,3922,"SESSUMS ELEMENTARY SCHOOL",1212,71,"0,05858085808"
29,HILLSBOROUGH,3951,"SHAW ELEMENTARY SCHOOL",957,149,"0,15569487983"
29,HILLSBOROUGH,3961,"SHORE ELEMENTARY MAGNET SCHOOL",390,17,"0,04358974358"
29,HILLSBOROUGH,4002,"SIMMONS EXCEPTIONAL CENTER",70,17,"0,24285714285"
29,HILLSBOROUGH,4141,"BLOOMINGDALE HIGH SCHOOL",2393,329,"0,13748432929"
29,HILLSBOROUGH,4151,"SICKLES HIGH SCHOOL",2355,275,"0,11677282377"
29,HILLSBOROUGH,4154,"SOUTH COUNTY CAREER CENTER",297,156,"0,52525252525"
29,HILLSBOROUGH,4155,"BOWERS-WHITLEY CAREER CENTER",231,138,"0,5974025974"
29,HILLSBOROUGH,4161,"SPRINGHEAD ELEMENTARY SCHOOL",1034,73,"0,07059961315"
29,HILLSBOROUGH,4201,"SULPHUR SPRINGS ELEMENTARY SCHOOL",1050,109,"0,1038095238"
29,HILLSBOROUGH,4211,"SUMMERFIELD ELEMENTARY SCHOOL",1076,90,"0,08364312267"
29,HILLSBOROUGH,4212,"SYMMES ELEMENTARY SCHOOL",696,35,"0,05028735632"
29,HILLSBOROUGH,4221,"TAMPA BAY TECH HIGH SCHOOL",2021,250,"0,12370113805"
29,HILLSBOROUGH,4241,"TAMPA BAY BOULEVARD ELEMENTARY SCHOOL",880,91,"0,1034090909"
29,HILLSBOROUGH,4251,"RAMPELLO K-8 MAGNET SCHOOL",779,13,"0,01668806161"
29,HILLSBOROUGH,4261,"TAMPA PALMS ELEMENTARY SCHOOL",1036,48,"0,04633204633"
29,HILLSBOROUGH,4281,"TEMPLE TERRACE ELEMENTARY SCHOOL",683,53,"0,07759882869"
29,HILLSBOROUGH,4321,"DOROTHY THOMAS CENTER",105,29,"0,27619047619"
29,HILLSBOROUGH,4331,"NORTH TAMPA ALTERNATIVE SCHOOL",271,109,"0,40221402214"
29,HILLSBOROUGH,4332,"BRANDON ALTERNATIVE SCHOOL",319,133,"0,41692789968"
29,HILLSBOROUGH,4339,"CATAPULT ACADEMY",935,625,"0,66844919786"
29,HILLSBOROUGH,4361,"THONOTOSASSA ELEMENTARY SCHOOL",462,45,"0,0974025974"
29,HILLSBOROUGH,4381,"TINKER K-8 SCHOOL",760,23,"0,03026315789"
29,HILLSBOROUGH,4391,ACTS,73,0,0
29,HILLSBOROUGH,4441,"TOWN & COUNTRY ELEMENTARY SCHOOL",459,40,"0,08714596949"
29,HILLSBOROUGH,4442,"WEBB MIDDLE SCHOOL",972,98,"0,10082304526"
29,HILLSBOROUGH,4481,"TRAPNELL ELEMENTARY SCHOOL",660,30,"0,04545454545"
29,HILLSBOROUGH,4522,"TURKEY CREEK MIDDLE SCHOOL",1107,149,"0,13459801264"
29,HILLSBOROUGH,4561,"TWIN LAKES ELEMENTARY SCHOOL",825,72,"0,08727272727"
29,HILLSBOROUGH,4562,"CAMINITI EXCEPTIONAL CENTER",127,48,"0,3779527559"
29,HILLSBOROUGH,4581,"VALRICO ELEMENTARY SCHOOL",950,48,"0,05052631578"
29,HILLSBOROUGH,4591,"WALDEN LAKE ELEMENTARY SCHOOL",980,50,"0,05102040816"
29,HILLSBOROUGH,4601,"WASHINGTON ELEMENTARY SCHOOL",687,87,"0,12663755458"
29,HILLSBOROUGH,4611,"WALKER MIDDLE MAGNET SCHOOL",1023,45,"0,04398826979"
29,HILLSBOROUGH,4651,"WESTCHASE ELEMENTARY SCHOOL",1016,30,"0,02952755905"
29,HILLSBOROUGH,4681,"WESTSHORE ELEMENTARY SCHOOL",450,19,"0,04222222222"
29,HILLSBOROUGH,4722,"WEST TAMPA ELEMENTARY SCHOOL",610,91,"0,14918032786"
29,HILLSBOROUGH,4731,"WHARTON HIGH SCHOOL",2745,457,"0,1664845173"
29,HILLSBOROUGH,4741,"WILLIAMS MIDDLE MAGNET SCHOOL",879,25,"0,02844141069"
29,HILLSBOROUGH,4747,"JAMES ELEMENTARY SCHOOL",815,105,"0,12883435582"
29,HILLSBOROUGH,4761,"WILSON MIDDLE SCHOOL",680,17,"0,025"
29,HILLSBOROUGH,4801,"WILSON ELEMENTARY SCHOOL",450,29,"0,06444444444"
29,HILLSBOROUGH,4841,"WIMAUMA ELEMENTARY SCHOOL",721,79,"0,1095700416"
29,HILLSBOROUGH,4921,"WITTER ELEMENTARY SCHOOL",776,125,"0,16108247422"
29,HILLSBOROUGH,4941,"WOODBRIDGE ELEMENTARY SCHOOL",774,58,"0,07493540051"
29,HILLSBOROUGH,4961,"YATES ELEMENTARY SCHOOL",881,85,"0,09648127128"
29,HILLSBOROUGH,5041,"YOUNG MIDDLE MAGNET SCHOOL",610,39,"0,06393442622"
29,HILLSBOROUGH,5042,"HILLSBOROUGH GIRLS ACADEMY",32,0,0
29,HILLSBOROUGH,5044,"DETENTION CENTER, WEST",1042,0,0
29,HILLSBOROUGH,5048,"LES PETERS ACADEMY",50,0,0
29,HILLSBOROUGH,5051,"AMI KIDS TAMPA",45,27,"0,6"
29,HILLSBOROUGH,5052,"AMI KIDS YES",62,0,0
29,HILLSBOROUGH,5054,"PACE CENTER FOR GIRLS",103,38,"0,36893203883"
29,HILLSBOROUGH,5056,"TAMPA RESIDENTIAL FACILITY",100,0,0
29,HILLSBOROUGH,5058,"FALKENBURG ROAD JAIL",132,0,0
29,HILLSBOROUGH,5062,"COLUMBUS RESIDENTIAL JUVENILE FACILITY",79,0,0
29,HILLSBOROUGH,5071,"LAKE ACADEMY",79,0,0
29,HILLSBOROUGH,5371,"HOSPITAL/HOMEBOUND/HOMEBASED PROGRAMS",393,51,"0,12977099236"
29,HILLSBOROUGH,5372,"ESE BIRTH THRU AGE 5",714,1,"0,00140056022"
29,HILLSBOROUGH,6529,"DELIA SANCHEZ FULL SERVICE SCHOOL",22,0,0
29,HILLSBOROUGH,6601,"RICHARDSON MONTESSORI ACADEMY",35,5,"0,14285714285"
29,HILLSBOROUGH,6606,"TERRACE COMMUNITY MIDDLE SCHOOL",672,17,"0,02529761904"
29,HILLSBOROUGH,6608,"VILLAGE OF EXCELLENCE ACADEMY",306,24,"0,07843137254"
29,HILLSBOROUGH,6609,"PEPIN ACADEMIES",723,79,"0,10926694329"
29,HILLSBOROUGH,6613,"LEARNING GATE COMMUNITY SCHOOL",803,34,"0,04234122042"
29,HILLSBOROUGH,6615,"RCMA WIMAUMA ACADEMY",239,5,"0,02092050209"
29,HILLSBOROUGH,6620,"HORIZON CHARTER SCHOOL OF TAMPA",284,16,"0,05633802816"
29,HILLSBOROUGH,6621,"LEGACY PREPARATORY ACADEMY",151,22,"0,14569536423"
29,HILLSBOROUGH,6623,"WALTON ACADEMY",233,28,"0,12017167381"
29,HILLSBOROUGH,6624,"TRINITY SCHOOL FOR CHILDREN",772,24,"0,0310880829"
29,HILLSBOROUGH,6625,"LITERACY/LEADERSHIP/TECHNOLOGY ACADEMY",618,32,"0,05177993527"
29,HILLSBOROUGH,6626,"KIDS COMMUNITY COLLEGE",354,13,"0,03672316384"
29,HILLSBOROUGH,6634,"BROOKS DEBARTOLO COLLEGIATE HIGH SCHOOL",596,25,"0,04194630872"
29,HILLSBOROUGH,6637,"INDEPENDENCE ACADEMY ELEMENTARY SCHOOL",530,31,"0,05849056603"
29,HILLSBOROUGH,6639,"FLORIDA AUTISM CHARTER SCHOOL OF EXCELLENCE",111,20,"0,18018018018"
29,HILLSBOROUGH,6643,"COMMUNITY CHARTER SCHOOL OF EXCELLENCE",247,24,"0,0971659919"
29,HILLSBOROUGH,6644,"ADVANTAGE ACADEMY OF HILLSBOROUGH",320,26,"0,08125"
29,HILLSBOROUGH,6645,"ADVANTAGE ACADEMY MIDDLE SCHOOL",154,19,"0,12337662337"
29,HILLSBOROUGH,6646,"SEMINOLE HEIGHTS CHARTER HIGH SCHOOL",623,423,"0,67897271268"
29,HILLSBOROUGH,6648,"INDEPENDENCE ACADEMY MIDDLE SCHOOL",297,27,"0,0909090909"
29,HILLSBOROUGH,6649,"VALRICO LAKE ADVANTAGE ACADEMY",758,32,"0,04221635883"
29,HILLSBOROUGH,6650,"KID'S COMMUNITY COLLEGE MIDDLE CHARTER SCHOOL",226,7,"0,03097345132"
29,HILLSBOROUGH,6652,"CHANNELSIDE ACADEMY OF MATH AND SCIENCE",401,20,"0,04987531172"
29,HILLSBOROUGH,6653,"WOODMONT CHARTER SCHOOL",847,90,"0,10625737898"
29,HILLSBOROUGH,6655,"LUTZ PREPARATORY SCHOOL",773,15,"0,01940491591"
29,HILLSBOROUGH,6656,"PIVOT CHARTER SCHOOL",372,86,"0,23118279569"
29,HILLSBOROUGH,6657,"NEW SPRINGS SCHOOLS",364,27,"0,07417582417"
29,HILLSBOROUGH,6658,"WINTHROP CHARTER SCHOOL",1356,90,"0,06637168141"
29,HILLSBOROUGH,6659,"WEST UNIVERSITY CHARTER HIGH",604,368,"0,60927152317"
29,HILLSBOROUGH,6661,"BELL CREEK ACADEMY HIGH SCHOOL",288,19,"0,06597222222"
29,HILLSBOROUGH,6662,"HENDERSON HAMMOCK CHARTER SCHOOL",1158,102,"0,08808290155"
29,HILLSBOROUGH,6663,"CHANNELSIDE ACADEMY MIDDLE SCHOOL",155,14,"0,09032258064"
29,HILLSBOROUGH,6666,"KINGS KIDS ACADEMY OF HEALTH SCIENCES",146,8,"0,05479452054"
29,HILLSBOROUGH,6667,"KIDS COMMUNITY COLLEGE CHARTER SCHOOL SOUTHEAST HILLSBOROUGH COUNTY",340,15,"0,04411764705"
29,HILLSBOROUGH,6668,"BELL CREEK ACADEMY",610,19,"0,03114754098"
29,HILLSBOROUGH,6669,"RCMA LEADERSHIP ACADEMY",69,1,"0,01449275362"
29,HILLSBOROUGH,6671,"HILLSBOROUGH ACADEMY OF MATH AND SCIENCE",770,38,"0,04935064935"
29,HILLSBOROUGH,7004,"HILLSBOROUGH VIRTUAL FRANCHISE HIGH SCHOOL",2720,0,0
29,HILLSBOROUGH,7006,"HILLSBOROUGH VIRTUAL INSTRUCTION COURSE OFFERINGS",4467,0,0
29,HILLSBOROUGH,7023,"HILLSBOROUGH VIRTUAL SCHOOL",412,0,0
29,HILLSBOROUGH,7672,"FOCUS ACADEMY",79,20,"0,25316455696"
29,HILLSBOROUGH,7675,"BRIDGEPREP ACADEMY OF TAMPA",273,39,"0,14285714285"
29,HILLSBOROUGH,7677,"TOWN & COUNTRY HIGH SCHOOL",500,266,"0,532"
29,HILLSBOROUGH,7678,"FLORIDA VIRTUAL ACADEMY AT HILLSBOROUGH COUNTY",324,104,"0,32098765432"
29,HILLSBOROUGH,7680,"VILLAGE OF EXCELLENCE ACADEMY MIDDLE SCHOOL",136,13,"0,09558823529"
30,HOLMES,12,"BONIFAY MIDDLE SCHOOL",599,85,"0,14190317195"
30,HOLMES,31,"POPLAR SPRINGS HIGH SCHOOL",417,14,"0,03357314148"
30,HOLMES,41,"BETHLEHEM HIGH SCHOOL",538,90,"0,16728624535"
30,HOLMES,61,"PONCE DE LEON HIGH SCHOOL",317,29,"0,09148264984"
30,HOLMES,111,"PONCE DE LEON ELEMENTARY SCHOOL",341,34,"0,09970674486"
30,HOLMES,121,"BONIFAY ELEMENTARY SCHOOL",902,70,"0,0776053215"
30,HOLMES,261,"HOLMES COUNTY HIGH SCHOOL",504,21,"0,04166666666"
30,HOLMES,471,"GRADUATION ASSISTANCE PROGRAM",72,27,"0,375"
30,HOLMES,7001,"HOLMES VIRTUAL INSTRUCTION PROGRAM",*,*,*
30,HOLMES,7023,"HOLMES EDGENUITY",*,*,*
31,"INDIAN RIVER",31,"VERO BEACH HIGH SCHOOL",3206,907,"0,28290704928"
31,"INDIAN RIVER",33,"ALTERNATIVE CENTER FOR EDUCATION",115,58,"0,50434782608"
31,"INDIAN RIVER",41,"ROSEWOOD MAGNET SCHOOL",723,25,"0,03457814661"
31,"INDIAN RIVER",51,"OSCEOLA MAGNET SCHOOL",543,12,"0,02209944751"
31,"INDIAN RIVER",61,"BEACHLAND ELEMENTARY SCHOOL",517,34,"0,06576402321"
31,"INDIAN RIVER",81,"GIFFORD MIDDLE SCHOOL",901,121,"0,13429522752"
31,"INDIAN RIVER",101,"FELLSMERE ELEMENTARY SCHOOL",716,37,"0,05167597765"
31,"INDIAN RIVER",121,"PELICAN ISLAND ELEMENTARY SCHOOL",493,41,"0,0831643002"
31,"INDIAN RIVER",131,"WABASSO SCHOOL",170,21,"0,12352941176"
31,"INDIAN RIVER",141,"CITRUS ELEMENTARY SCHOOL",847,88,"0,10389610389"
31,"INDIAN RIVER",151,"DODGERTOWN ELEMENTARY SCHOOL",606,75,"0,12376237623"
31,"INDIAN RIVER",161,"VERO BEACH ELEMENTARY SCHOOL",939,102,"0,10862619808"
31,"INDIAN RIVER",171,"SEBASTIAN RIVER MIDDLE SCHOOL",1038,160,"0,15414258188"
31,"INDIAN RIVER",191,"SEBASTIAN ELEMENTARY SCHOOL",583,65,"0,1114922813"
31,"INDIAN RIVER",201,"GLENDALE ELEMENTARY SCHOOL",618,58,"0,09385113268"
31,"INDIAN RIVER",221,"INDIAN RIVER ACADEMY",600,54,"0,09"
31,"INDIAN RIVER",271,"OSLO MIDDLE SCHOOL",915,153,"0,16721311475"
31,"INDIAN RIVER",291,"SEBASTIAN RIVER HIGH SCHOOL",1957,457,"0,23352069494"
31,"INDIAN RIVER",301,"LIBERTY MAGNET SCHOOL",559,20,"0,03577817531"
31,"INDIAN RIVER",341,"TREASURE COAST ELEMENTARY SCHOOL",855,71,"0,08304093567"
31,"INDIAN RIVER",371,"STORM GROVE MIDDLE SCHOOL",1014,127,"0,12524654832"
31,"INDIAN RIVER",5001,"INDIAN RIVER CHARTER HIGH SCHOOL",738,95,"0,12872628726"
31,"INDIAN RIVER",5002,"ST. PETER'S ACADEMY",142,5,"0,0352112676"
31,"INDIAN RIVER",5003,"NORTH COUNTY CHARTER SCHOOL",352,10,"0,0284090909"
31,"INDIAN RIVER",5005,"SEBASTIAN CHARTER JUNIOR HIGH SCHOOL",319,13,"0,04075235109"
31,"INDIAN RIVER",5006,"IMAGINE AT SOUTH VERO",899,47,"0,05228031145"
31,"INDIAN RIVER",9002,"EXCEPTIONAL STUDENT EDUCATION",13,1,"0,07692307692"
32,JACKSON,21,"MARIANNA HIGH SCHOOL",818,207,"0,25305623471"
32,JACKSON,24,"JACKSON COUNTY EARLY CHILDHOOD CENTER",225,58,"0,25777777777"
32,JACKSON,31,"FRANK M. GOLSON ELEMENTARY SCHOOL",856,101,"0,1179906542"
32,JACKSON,41,"RIVERSIDE ELEMENTARY SCHOOL",664,65,"0,09789156626"
32,JACKSON,61,"MARIANNA MIDDLE SCHOOL",665,81,"0,12180451127"
32,JACKSON,121,"MALONE HIGH SCHOOL",577,55,"0,09532062391"
32,JACKSON,141,"SNEADS HIGH SCHOOL",426,141,"0,33098591549"
32,JACKSON,171,"SNEADS ELEMENTARY SCHOOL",498,39,"0,07831325301"
32,JACKSON,181,"GRAND RIDGE SCHOOL",696,167,"0,23994252873"
32,JACKSON,202,"HOPE SCHOOL",164,47,"0,28658536585"
32,JACKSON,212,"JACKSON ALTERNATIVE SCHOOL",185,43,"0,23243243243"
32,JACKSON,251,"COTTONDALE HIGH SCHOOL",509,119,"0,23379174852"
32,JACKSON,271,"COTTONDALE ELEMENTARY SCHOOL",502,54,"0,10756972111"
32,JACKSON,301,"GRACEVILLE ELEMENTARY SCHOOL",379,40,"0,10554089709"
32,JACKSON,491,"GRACEVILLE HIGH SCHOOL",353,34,"0,09631728045"
32,JACKSON,7001,"JACKSON VIRTUAL INSTRUCTION PROGRAM",32,0,0
32,JACKSON,9003,"DIST WIDE HOMEBOUND PROGRAM",14,0,0
32,JACKSON,9020,"THE DOVE (DEVELOPING OPPORTUNITIES THRU VOC. ED.)",53,0,0
33,JEFFERSON,21,"JEFFERSON COUNTY MIDDLE/HIGH SCHOOL",389,54,"0,13881748071"
33,JEFFERSON,111,"JEFFERSON COUNTY ELEMENTARY SCHOOL",526,93,"0,17680608365"
33,JEFFERSON,6016,"TURNING POINT",48,9,"0,1875"
33,JEFFERSON,7001,"JEFFERSON VIRTUAL INSTRUCTION PROGRAM",*,*,*
33,JEFFERSON,9005,"JEFFERSON COUNTY ESE SCHOOL",*,*,*
34,LAFAYETTE,21,"LAFAYETTE HIGH SCHOOL",646,96,"0,14860681114"
34,LAFAYETTE,22,"LAFAYETTE ELEMENTARY SCHOOL",639,115,"0,17996870109"
34,LAFAYETTE,7004,"LAFAYETTE VIRTUAL FRANCHISE",*,*,*
35,LAKE,31,"BEVERLY SHORES ELEMENTARY SCHOOL",877,88,"0,10034207525"
35,LAKE,41,"CLERMONT ELEMENTARY SCHOOL",665,110,"0,16541353383"
35,LAKE,61,"EUSTIS ELEMENTARY SCHOOL",601,52,"0,08652246256"
35,LAKE,67,"SAWGRASS BAY ELEMENTARY SCHOOL",1543,234,"0,15165262475"
35,LAKE,68,"GRASSY LAKE ELEMENTARY SCHOOL",1103,55,"0,04986400725"
35,LAKE,69,"SORRENTO ELEMENTARY",872,85,"0,09747706422"
35,LAKE,71,"EUSTIS HEIGHTS ELEMENTARY SCHOOL",689,80,"0,11611030478"
35,LAKE,80,"EAST RIDGE MIDDLE SCHOOL",1213,77,"0,06347897774"
35,LAKE,81,"EUSTIS HIGH SCHOOL",1373,229,"0,16678805535"
35,LAKE,101,"FRUITLAND PARK ELEMENTARY SCHOOL",848,74,"0,08726415094"
35,LAKE,113,"GRAY MIDDLE SCHOOL",1083,145,"0,13388734995"
35,LAKE,119,"THE VILLAGES ELEMENTARY OF LADY LAKE SCHOOL",962,71,"0,0738045738"
35,LAKE,141,"SEMINOLE SPRINGS ELEMENTARY SCHOOL",630,118,"0,1873015873"
35,LAKE,149,"ROUND LAKE ELEMENTARY SCHOOL",1013,84,"0,08292201382"
35,LAKE,161,"LEESBURG HIGH SCHOOL",1781,443,"0,24873666479"
35,LAKE,181,"MT. DORA HIGH SCHOOL",1118,136,"0,12164579606"
35,LAKE,211,"TAVARES HIGH SCHOOL",1423,177,"0,12438510189"
35,LAKE,213,"TAVARES MIDDLE SCHOOL",1185,138,"0,1164556962"
35,LAKE,231,"UMATILLA HIGH SCHOOL",920,159,"0,17282608695"
35,LAKE,241,"TREADWAY ELEMENTARY SCHOOL",1103,100,"0,09066183136"
35,LAKE,251,"OAK PARK MIDDLE SCHOOL",599,104,"0,1736227045"
35,LAKE,261,"MINNEOLA ELEMENTARY CONVERSION CHARTER SCHOOL",1119,130,"0,11617515638"
35,LAKE,271,"ASTATULA ELEMENTARY SCHOOL",744,97,"0,13037634408"
35,LAKE,281,"LOST LAKE ELEMENTARY SCHOOL",1164,143,"0,12285223367"
35,LAKE,291,"LEESBURG ELEMENTARY SCHOOL",1037,148,"0,14271938283"
35,LAKE,351,"CARVER MIDDLE SCHOOL",917,122,"0,13304252998"
35,LAKE,382,"GROVELAND ELEMENTARY SCHOOL",956,160,"0,16736401673"
35,LAKE,401,"CLERMONT MIDDLE SCHOOL",818,61,"0,07457212713"
35,LAKE,411,"MT. DORA MIDDLE SCHOOL",885,96,"0,10847457627"
35,LAKE,421,"RIMES EARLY LEARNING & LITERACY CENTER",276,33,"0,11956521739"
35,LAKE,481,"WINDY HILL MIDDLE SCHOOL",1436,143,"0,0995821727"
35,LAKE,521,"TRIANGLE ELEMENTARY SCHOOL",825,174,"0,2109090909"
35,LAKE,533,"LAKE HILLS SCHOOL",218,63,"0,28899082568"
35,LAKE,536,"LAKE ACADEMY EUSTIS",165,57,"0,34545454545"
35,LAKE,541,"MASCOTTE ELEMENTARY SCHOOL",930,159,"0,17096774193"
35,LAKE,551,"TAVARES ELEMENTARY SCHOOL",1025,98,"0,09560975609"
35,LAKE,561,"UMATILLA ELEMENTARY SCHOOL",727,55,"0,07565337001"
35,LAKE,571,"UMATILLA MIDDLE SCHOOL",616,108,"0,17532467532"
35,LAKE,591,"PINE RIDGE ELEMENTARY SCHOOL",975,109,"0,11179487179"
35,LAKE,597,"CYPRESS RIDGE ELEMENTARY SCHOOL",612,28,"0,04575163398"
35,LAKE,631,"SPRING CREEK CHARTER SCHOOL",673,74,"0,10995542347"
35,LAKE,697,"EUSTIS MIDDLE SCHOOL",1096,143,"0,13047445255"
35,LAKE,701,"SOUTH LAKE HIGH SCHOOL",1955,354,"0,18107416879"
35,LAKE,801,"EAST RIDGE HIGH SCHOOL",2531,484,"0,19122876333"
35,LAKE,901,"LAKE MINNEOLA HIGH SCHOOL",2079,340,"0,16354016354"
35,LAKE,7001,"LAKE VIRTUAL INSTRUCTION PROGRAM",18,0,0
35,LAKE,7004,"LAKE VIRTUAL FRANCHISE",112,0,0
35,LAKE,9004,"NONSCHOOL EXCEPTIONAL EDUCATION",23,0,0
35,LAKE,9010,"LAKE ACADEMY LEESBURG",167,43,"0,25748502994"
35,LAKE,9013,"LAKE COUNTY ACER PROGRAM",23,0,0
35,LAKE,9014,"NON SCHOOL PK",38,0,0
35,LAKE,9018,"ALEE ACADEMY CHARTER SCHOOL",480,134,"0,27916666666"
35,LAKE,9022,"ALTERNATIVE EDUCATIONAL DEVELOPMENTAL PROGRAM",30,5,"0,16666666666"
35,LAKE,9028,"ALTOONA SCHOOL",282,30,"0,10638297872"
35,LAKE,9031,"IMAGINE SCHOOLS AT SOUTH LAKE",1074,1,"0,00093109869"
36,LEE,81,"ALLEN PARK ELEMENTARY SCHOOL",1019,44,"0,04317958783"
36,LEE,91,"THE ALVA SCHOOL",1077,92,"0,08542246982"
36,LEE,93,"RIVER HALL ELEMENTARY SCHOOL",1117,138,"0,12354521038"
36,LEE,121,"BONITA SPRINGS ELEMENTARY SCHOOL",523,26,"0,04971319311"
36,LEE,131,"CAPE ELEMENTARY SCHOOL",804,23,"0,02860696517"
36,LEE,133,"CHALLENGER MIDDLE SCHOOL",1097,99,"0,09024612579"
36,LEE,141,"CYPRESS LAKE MIDDLE SCHOOL",847,51,"0,06021251475"
36,LEE,152,"LEE ADOLESCENT MOTHERS PROGRAM",127,62,"0,48818897637"
36,LEE,161,"PAUL LAURENCE DUNBAR MIDDLE SCHOOL",972,101,"0,10390946502"
36,LEE,162,"RAY V. POTTORF ELEMENTARY SCHOOL",878,95,"0,10820045558"
36,LEE,181,"EDGEWOOD ACADEMY",636,68,"0,10691823899"
36,LEE,191,"EDISON PARK CREATIVE AND EXPRESSIVE ARTS SCHOOL",372,20,"0,05376344086"
36,LEE,201,"FORT MYERS BEACH ELEMENTARY SCHOOL",144,5,"0,03472222222"
36,LEE,211,"FORT MYERS MIDDLE ACADEMY",746,73,"0,09785522788"
36,LEE,221,"FORT MYERS HIGH SCHOOL",1909,160,"0,08381351492"
36,LEE,231,"HARNS MARSH ELEMENTARY SCHOOL",1104,96,"0,08695652173"
36,LEE,241,"LEHIGH SENIOR HIGH SCHOOL",1918,377,"0,19655891553"
36,LEE,242,"VARSITY LAKES MIDDLE SCHOOL",1150,106,"0,09217391304"
36,LEE,251,"FRANKLIN PARK ELEMENTARY SCHOOL",571,74,"0,12959719789"
