,,,,,,,,,
"Student Average Daily Attendance/Average Daily Membership by School",,,,,,,,,
"2013-14, Survey 5 Data Final",,,,,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).  A blank cell indicates no students in ADM.",,,,,,,,,
"DIST #",DISTRICT,"SCHOOL #","SCHOOL NAME","DAYS PRESENT","DAYS ABSENT",TOTAL,"PERCENT PRESENT","AVERAGE DAILY ATTENDANCE ","AVERAGE DAILY MEMBERSHIP"
41,MANATEE,151,"MANATEE ELEMENTARY SCHOOL",77486,4578,82064,"0,9442142717878729",430,456
41,MANATEE,181,"MANATEE HIGH SCHOOL",401060,36992,438052,"0,9155534046186298",2228,2434
41,MANATEE,212,"CENTRAL HIGH SCHOOL",9437,4969,14406,"0,6550742746078023",52,80
41,MANATEE,221,"JESSIE P. MILLER ELEM. SC",134253,7154,141407,"0,9494084451264789",746,786
41,MANATEE,231,"MYAKKA CITY ELEMENTARY SC",43750,2505,46255,"0,9458436925737758",243,257
41,MANATEE,261,"ONECO ELEMENTARY SCHOOL",90595,6037,96632,"0,9375258713469659",503,537
41,MANATEE,271,"ORANGE RIDGE-BULLOCK ELEM",116284,9651,125935,"0,9233652280938579",646,700
41,MANATEE,281,"PALM VIEW ELEMENTARY SCHO",72699,4609,77308,"0,9403813318155948",404,429
41,MANATEE,291,"PALMA SOLA ELEMENTARY SCH",102293,5274,107567,"0,95097009305828",568,598
41,MANATEE,301,"PALMETTO ELEMENTARY SCHOO",115530,6077,121607,"0,9500275477562969",642,676
41,MANATEE,351,"PALMETTO HIGH SCHOOL",299558,37783,337341,"0,8879976047975194",1664,1874
41,MANATEE,381,"ROBERT H. PRINE ELEM. SCH",143297,8756,152053,"0,9424148158865658",796,845
41,MANATEE,411,"BLANCHE H. DAUGHTREY ELEM",130242,8383,138625,"0,9395275022542832",724,770
41,MANATEE,421,"SAMOSET ELEMENTARY SCHOOL",99373,5900,105273,"0,9439552401850427",552,585
41,MANATEE,431,"SOUTHEAST HIGH SCHOOL",211887,18368,230255,"0,9202275737768996",1177,1279
41,MANATEE,491,"LINCOLN MIDDLE SCHOOL",93636,7696,101332,"0,9240516322583192",520,563
41,MANATEE,521,"JAMES TILLMAN ELEMENTARY",85896,4314,90210,"0,9521782507482541",477,501
41,MANATEE,541,"BLACKBURN ELEMENTARY SCHO",79743,4743,84486,"0,9438605212697961",443,469
41,MANATEE,571,"FRANCES WAKELAND ELEMENTA",97920,4498,102418,"0,9560819387217091",544,569
41,MANATEE,581,"W. D. SUGG MIDDLE SCHOOL",134026,12901,146927,"0,9121944911418596",745,816
41,MANATEE,591,"SARA SCOTT HARLLEE MIDDLE",74868,9088,83956,"0,8917528229072371",416,466
41,MANATEE,601,"H. S. MOODY ELEMENTARY SC",106511,6984,113495,"0,9384642495264108",592,631
41,MANATEE,611,"MARTHA B. KING MIDDLE SCH",179785,12492,192277,"0,9350312309844652",999,1068
41,MANATEE,621,"FLORINE J ABEL ELEMENTARY",86797,5693,92490,"0,9384473997188886",482,514
41,MANATEE,631,"IDA M. STEWART ELEMENTARY",75205,3211,78416,"0,959051724137931",418,436
41,MANATEE,641,"WILLIAM H. BASHAW ELEMENT",109758,6000,115758,"0,9481677292282175",610,643
41,MANATEE,651,"BRADEN RIVER ELEMENTARY S",107618,5549,113167,"0,950966271086094",598,629
41,MANATEE,652,"BRADEN RIVER MIDDLE SCHOO",162229,10420,172649,"0,9396463344705154",901,959
41,MANATEE,671,"SEA BREEZE ELEMENTARY SCH",107033,6265,113298,"0,9447033486910625",595,629
41,MANATEE,681,"TARA ELEMENTARY SCHOOL",98193,5078,103271,"0,950828402939838",546,574
41,MANATEE,691,"LOUISE R. JOHNSON MIDDLE",83030,4427,87457,"0,9493808385835325",461,486
41,MANATEE,701,"GENE WITT ELEMENTARY SCHO",115658,4888,120546,"0,9594511638710533",643,670
41,MANATEE,711,"CARLOS E. HAILE MIDDLE SC",180521,9912,190433,"0,9479501977073301",1003,1058
41,MANATEE,721,"LAKEWOOD RANCH HIGH SCHOO",350949,25255,376204,"0,9328688690178732",1950,2090
41,MANATEE,731,"HORIZONS ACADEMY",76813,29263,106076,"0,724131754591048",427,589
41,MANATEE,741,"KINNAN ELEMENTARY SCHOOL",120361,6376,126737,"0,9496910925775425",669,704
41,MANATEE,751,"ROWLETT MAGNET ELEMENTARY",154794,6566,161360,"0,9593083787803669",860,896
41,MANATEE,752,"R. DAN NOLAN MIDDLE SCHOO",185846,11018,196864,"0,9440324284785435",1032,1094
41,MANATEE,761,"ELECTA LEE MAGNET MIDDLE",164720,10958,175678,"0,9376245175833058",915,976
41,MANATEE,762,"BRADEN RIVER HIGH SCHOOL",317169,22671,339840,"0,9332891949152542",1762,1888
41,MANATEE,771,"GILBERT W MCNEAL ELEM SCH",125927,5295,131222,"0,9596485345445124",700,729
41,MANATEE,781,"FREEDOM ELEMENTARY SCHOOL",133348,6045,139393,"0,9566334033990229",741,774
41,MANATEE,791,"VIRGIL MILLS ELEMENTARY S",184619,9484,194103,"0,9511393435444069",1026,1078
41,MANATEE,801,"ROBERT WILLIS ELEMENTARY",125829,5267,131096,"0,9598233355708794",699,728
41,MANATEE,811,"ANNIE LUCY WILLIAMS ELEME",152328,7506,159834,"0,9530387777318968",846,888
41,MANATEE,821,"B.D. GULLETT ELEMENTARY S",96822,4909,101731,"0,9517452890466033",538,565
41,MANATEE,831,"G.D. ROGERS GARDEN ELEMEN",35663,2568,38231,"0,9328293792995214",198,212
41,MANATEE,842,"BUFFALO CREEK MIDDLE SCHO",166117,10477,176594,"0,9406718235047623",923,981
41,MANATEE,2003,"EASTER SEALS",4068,420,4488,"0,9064171122994652",23,25
41,MANATEE,2004,"PACE CENTER FOR GIRLS",4390,921,5311,"0,8265863302579551",24,30
41,MANATEE,2007,"JUST FOR GIRLS",5929,1096,7025,"0,8439857651245551",33,39
41,MANATEE,2011,"ACCESS TO EDUCATION",6192,226,6418,"0,9647865378622624",34,36
41,MANATEE,2014,"PINNACLE ACADEMY, INC.",2050,155,2205,"0,9297052154195011",11,12
41,MANATEE,2051,"JUVENILE DETENTION CENTER",4872,74,4946,"0,9850384148807116",27,27
41,MANATEE,2054,"MANATEE GLENS",3892,205,4097,"0,9499633878447644",22,23
41,MANATEE,2056,"PALMSHORES BEHAVIOR HEALT",11049,13,11062,"0,9988248056409329",61,61
41,MANATEE,2062,"FLORIDA SHERIFF'S YOUTH R",3217,18,3235,"0,994435857805255",18,18
41,MANATEE,2063,"PALMETTO YOUTH ACADEMY",3961,0,3961,1,22,22
41,MANATEE,2066,"MANATEE COMMUNITY ACTION",5570,26,5596,"0,9953538241601144",31,31
41,MANATEE,2068,"THE PORT ACADEMY",*,*,*,*,*,*
41,MANATEE,2073,"Y TECHNICALOGICAL HIGH SC",17177,21098,38275,"0,4487785760940562",95,213
41,MANATEE,2101,"MANATEE SCHL OF ARTS/SCIE",21994,1505,23499,"0,9359547214775097",122,131
41,MANATEE,2102,"TEAM SUCCESS A SCHOOL OF",57484,3225,60709,"0,9468777281786885",319,337
41,MANATEE,2104,"MANATEE SCHOOL FOR THE AR",271188,17629,288817,"0,9389613492280579",1507,1605
41,MANATEE,2121,"MANATEE CHARTER SCHOOL",113316,6024,119340,"0,9495223730517848",630,663
41,MANATEE,2122,"OASIS MIDDLE SCHOOL",15485,1409,16894,"0,9165976086184444",86,94
41,MANATEE,2123,"IMAGINE CHARTER SCHOOL AT",97331,6896,104227,"0,9338367217707504",541,579
41,MANATEE,2124,"IMAGINE CHARTER AT LAKEWO",79025,5847,84872,"0,9311080214911868",439,472
41,MANATEE,2131,"PALMETTO CHARTER SCHOOL",62078,3098,65176,"0,9524671658279121",345,362
41,MANATEE,2141,"STATE COLLEGE OF FLORIDA",78009,2369,80378,"0,9705267610540198",433,447
41,MANATEE,2151,"JUST FOR GIRLS ACADEMY",15390,1354,16744,"0,9191352126134735",86,93
41,MANATEE,2161,"VISIBLE MEN ACADEMY",10748,984,11732,"0,916126832594613",60,65
41,MANATEE,7001,"MANATEE VIRTUAL INSTRUCTI",9409,2,9411,"0,999787482732972",52,52
41,MANATEE,7004,"MANATEE VIRTUAL FRANCHISE",8084,16,8100,"0,9980246913580247",45,45
42,MARION,51,"HOWARD MIDDLE SCHOOL",210410,11063,221473,"0,9500480871257444",1169,1230
42,MARION,71,"ANTHONY ELEMENTARY SCHOOL",57528,3330,60858,"0,9452824608104111",320,338
42,MARION,91,"BELLEVIEW ELEMENTARY SCHO",120845,8410,129255,"0,9349348187690999",671,718
42,MARION,101,"BELLEVIEW-SANTOS ELEM. SC",92275,5154,97429,"0,9470999394430816",513,541
42,MARION,162,"REDDICK-COLLIER ELEM. SCH",60731,3539,64270,"0,9449354286603392",337,357
42,MARION,172,"DUNNELLON MIDDLE SCHOOL",104362,7586,111948,"0,932236395469325",580,622
42,MARION,181,"EAST MARION ELEMENTARY SC",114213,10821,125034,"0,9134555400930947",635,695
42,MARION,191,"EIGHTH STREET ELEMENTARY",59117,2465,61582,"0,9599720697606443",328,342
42,MARION,211,"FESSENDEN ELEMENTARY SCHO",83136,5474,88610,"0,9382236767859158",462,492
42,MARION,221,"FT. KING MIDDLE SCHOOL",183898,13287,197185,"0,9326165783401374",1022,1095
42,MARION,251,"WARD-HIGHLANDS ELEMENTARY",130316,6838,137154,"0,9501436341630576",724,762
42,MARION,281,"LAKE WEIR MIDDLE SCHOOL",214944,18801,233745,"0,919566193929282",1194,1299
42,MARION,291,"MADISON ST ACAD OF VISUAL",74072,2056,76128,"0,9729928541403952",412,423
42,MARION,311,"DR N H JONES ELEMENTARY S",113754,2986,116740,"0,9744217920164469",632,649
42,MARION,331,"NORTH MARION HIGH SCHOOL",208825,14713,223538,"0,9341812130376044",1160,1242
42,MARION,341,"OAKCREST ELEMENTARY SCHOO",122947,7643,130590,"0,9414733134236924",683,726
42,MARION,351,"FOREST HIGH SCHOOL",333409,22736,356145,"0,9361608333684314",1852,1979
42,MARION,361,"OSCEOLA MIDDLE SCHOOL",160179,8156,168335,"0,9515489945644102",890,935
42,MARION,381,"SPARR ELEMENTARY SCHOOL",60145,3849,63994,"0,939853736287777",334,356
42,MARION,391,"SOUTH OCALA ELEMENTARY SC",115123,6128,121251,"0,949460210637438",640,674
42,MARION,401,"STANTON-WEIRSDALE ELEMENT",82472,6723,89195,"0,9246258198329502",458,496
42,MARION,431,"WYOMINA PARK ELEMENTARY S",110028,7952,117980,"0,9325987455500933",611,655
42,MARION,461,"VANGUARD HIGH SCHOOL",285439,17796,303235,"0,9413128431744356",1586,1685
42,MARION,471,HILLCREST,29018,2873,31891,"0,9099118873663417",161,177
42,MARION,491,"NORTH MARION MIDDLE SCHOO",137498,9250,146748,"0,9369667729713522",764,815
42,MARION,501,"LAKE WEIR HIGH SCHOOL",265898,25293,291191,"0,9131394857670738",1477,1618
42,MARION,521,"DUNNELLON HIGH SCHOOL",168928,15376,184304,"0,916572619150968",938,1024
42,MARION,531,"FT. MCCOY SCHOOL",166843,14642,181485,"0,9193211560184037",927,1008
42,MARION,541,"OCALA SPRINGS ELEMENTARY",100648,7133,107781,"0,9338195043653335",559,599
42,MARION,551,"SHADY HILL ELEMENTARY SCH",103833,6046,109879,"0,9449758370571265",577,610
42,MARION,561,"EMERALD SHORES ELEMENTARY",109528,7981,117509,"0,9320817979899412",608,653
42,MARION,571,"SUNRISE ELEMENTARY SCHOOL",125960,8909,134869,"0,933943307950678",700,749
42,MARION,581,"EVERGREEN ELEMENTARY SCHO",95516,6391,101907,"0,9372859568037525",531,566
42,MARION,591,"HARBOUR VIEW ELEMENTARY S",123643,9067,132710,"0,9316780950945671",687,737
42,MARION,611,"MAPLEWOOD ELEMENTARY SCHO",121646,6986,128632,"0,945690030474532",676,715
42,MARION,621,"ROMEO ELEMENTARY SCHOOL",125913,8708,134621,"0,9353146983011565",700,748
42,MARION,631,"BELLEVIEW MIDDLE SCHOOL",167843,13287,181130,"0,9266438469607464",932,1006
42,MARION,641,"DUNNELLON ELEMENTARY SCHO",115764,9239,125003,"0,9260897738454277",643,694
42,MARION,651,"COLLEGE PARK ELEMENTARY S",126521,8575,135096,"0,9365266181086043",703,751
42,MARION,661,"BELLEVIEW HIGH SCHOOL",246275,17323,263598,"0,9342825059370709",1368,1464
42,MARION,671,"GREENWAY ELEMENTARY SCHOO",118782,5767,124549,"0,9536969385543039",660,692
42,MARION,681,"SADDLEWOOD ELEMENTARY SCH",144345,8324,152669,"0,9454768158565262",802,848
42,MARION,691,"LIBERTY MIDDLE SCHOOL",186535,11327,197862,"0,9427530298895189",1036,1099
42,MARION,701,"WEST PORT HIGH SCHOOL",412394,28365,440759,"0,9356451031062326",2291,2449
42,MARION,711,"HAMMETT BOWEN JR. ELEMENT",131320,6865,138185,"0,9503202228896045",730,768
42,MARION,721,"HORIZON ACADEMY AT MARION",137231,9762,146993,"0,9335886742906124",762,817
42,MARION,731,"MARION OAKS ELEMENTARY SC",129009,9640,138649,"0,9304719110848257",717,770
42,MARION,741,"LEGACY ELEMENTARY SCHOOL",98229,5794,104023,"0,9443007796352729",546,578
42,MARION,7004,"MARION VIRTUAL FRANCHISE",7667,0,7667,1,43,43
42,MARION,7023,"MARION ELEARNING"," "," "," "," "," "," "
42,MARION,9346,"STUDENT SERVICES/ESE",3472,66,3538,"0,9813453928773318",19,20
42,MARION,9401,"MARION TECHNICAL INSTITUT",23642,2059,25701,"0,9198863857437454",131,143
42,MARION,9412,"COMMUNITY TECH & ADULT ED",2548,771,3319,"0,7677011147936126",14,18
42,MARION,9618,"SILVER RIVER MENTORING AN",26896,11865,38761,"0,6938933464048915",149,215
42,MARION,9670,"MARION CHARTER SCHOOL",32427,1852,34279,"0,945972752997462",180,190
42,MARION,9680,"MCINTOSH AREA SCHOOL",14187,841,15028,"0,9440377961139207",79,83
42,MARION,9690,"FRANCIS MARION MILITARY A",23512,825,24337,"0,9661009984796811",131,135
42,MARION,9721,"MARION JUVENILE CORRECTIO",6054,0,6054,1,34,34
42,MARION,9722,"MARION REG. JUVENILE DET.",3711,214,3925,"0,9454777070063695",21,22
42,MARION,9724,"MCSO JUVENILES",1584,375,1959,"0,8085758039816233",9,11
42,MARION,9727,"ARC BIRTH-22",4585,1403,5988,"0,7656980627922512",25,33
42,MARION,9731,"KINGSBURY ACADEMY",19573,5450,25023,"0,7822003756543979",109,139
42,MARION,9733,"PREK SPEECH AND LANGUAGE",11052,1441,12493,"0,8846554070279357",61,69
42,MARION,9734,"PACE CENTER FOR GIRLS, IN",9005,2504,11509,"0,7824311408462942",50,64
42,MARION,9736,"DROP BACK IN ACADEMY",13363,11668,25031,"0,5338580160600855",74,139
42,MARION,9737,"MCSO ADULTS",*,*,*,*,*,*
42,MARION,N998,"HOME EDUC PROGRAM STUDENT"," "," "," "," "," "," "
42,,N999,"OUT OF STATE/NON-PUBLIC S"," "," "," "," "," "," "
43,MARTIN,21,"STUART MIDDLE SCHOOL",166073,6457,172530,"0,9625746247029502",923,959
43,MARTIN,25,"SEA WIND ELEMENTARY SCHOO",116516,5503,122019,"0,9549004663208189",647,678
43,MARTIN,31,"MARTIN COUNTY HIGH SCHOOL",357703,15242,372945,"0,959130702918661",1987,2072
43,MARTIN,51,"J. D. PARKER SCHOOL OF TE",119818,5287,125105,"0,9577394988209904",666,695
43,MARTIN,61,"PALM CITY ELEMENTARY SCHO",111887,4449,116336,"0,9617573236143584",622,646
43,MARTIN,69,"INFANT-TODDLERS EXCEPTION",2722,205,2927,"0,9299624188588999",15,16
43,MARTIN,70,"SANDY PINES",17190,9,17199,"0,9994767137624281",96,96
43,MARTIN,71,"ESE HOMEBOUND",4044,202,4246,"0,9524258125294395",22,24
43,MARTIN,73,"SPECTRUM JUNIOR/SENIOR HI",9381,2604,11985,"0,7827284105131415",52,67
43,MARTIN,80,"PROJECT SEARCH",*,*,*,*,*,*
43,MARTIN,81,"MURRAY MIDDLE SCHOOL",137879,5509,143388,"0,9615797695762547",766,797
43,MARTIN,89,"INDIANTOWN ADULT HIGH SCH"," "," "," "," "," "," "
43,MARTIN,101,"PORT SALERNO ELEMENTARY S",134397,6781,141178,"0,9519684370085991",747,784
43,MARTIN,111,"HOBE SOUND ELEMENTARY SCH",112954,6454,119408,"0,9459500200991559",628,663
43,MARTIN,131,"WARFIELD ELEMENTARY SCHOO",126273,4003,130276,"0,9692729282446498",702,724
43,MARTIN,133,"TEEN PARENT INDIANTOWN",1757,357,2114,"0,8311258278145696",10,12
43,MARTIN,211,"JENSEN BEACH ELEMENTARY S",102878,5149,108027,"0,9523359900765549",572,600
43,MARTIN,221,"INDIANTOWN MIDDLE SCHOOL",80491,2690,83181,"0,9676608840961277",447,462
43,MARTIN,241,"SOUTH FORK HIGH SCHOOL",318841,18090,336931,"0,9463094817633284",1771,1872
43,MARTIN,291,"PINEWOOD ELEMENTARY SCHOO",130551,5305,135856,"0,9609513013779296",725,755
43,MARTIN,294,"CHALLENGER SCHOOL",5036,802,5838,"0,8626241863651936",28,32
43,MARTIN,301,"CRYSTAL LAKE ELEMENTARY S",95251,4280,99531,"0,9569983221307934",529,553
43,MARTIN,321,"HIDDEN OAKS MIDDLE SCHOOL",180116,7805,187921,"0,9584665896839629",1001,1044
43,MARTIN,331,"BESSEY CREEK ELEMENTARY S",93812,3641,97453,"0,9626384000492545",521,541
43,MARTIN,341,"FELIX A WILLIAMS ELEM SCH",113626,5162,118788,"0,9565444320975183",631,660
43,MARTIN,351,"JENSEN BEACH HIGH SCHOOL",293192,15548,308740,"0,9496404741853988",1629,1715
43,MARTIN,361,"DR. DAVID L. ANDERSON MID",159418,8074,167492,"0,9517947125832875",886,931
43,MARTIN,371,"CITRUS GROVE ELEMENTARY",101634,4511,106145,"0,9575015309246785",565,590
43,MARTIN,400,"CLARK ADVANCED LEARNING C",42432,380,42812,"0,9911239839297393",236,238
43,MARTIN,410,"THE HOPE CHARTER CENTER F",4863,436,5299,"0,9177203245895452",27,29
43,MARTIN,5003,"PREKINDERGARTEN PROGRAMS",41448,3801,45249,"0,9159981436053836",230,251
43,MARTIN,5004,"PK EARLY INTERVENTION",31680,2496,34176,"0,9269662921348315",176,190
43,MARTIN,9063,"MARTIN COUNTY JAIL",*,*,*,*,*,*
43,MARTIN,9073,"MARTIN COUNTY GIRLS ACADE",4778,0,4778,1,27,27
43,MARTIN,N998,"HOME EDUC PROGRAM STUDENT",*,*,*,*,*,*
43,,N999,"OUT OF STATE/NON-PUBLIC S",11903,0,11903,1,66,66
44,MONROE,41,"CORAL SHORES HIGH SCHOOL",123784,5887,129671,"0,9546004889296759",688,720
44,MONROE,101,"KEY WEST HIGH SCHOOL",203237,10104,213341,"0,9526392020286771",1129,1185
44,MONROE,106,"KEYS CENTER",2927,6,2933,"0,9979543129901125",16,16
44,MONROE,111,"HORACE O'BRYANT SCHOOL",177143,8962,186105,"0,9518443889202332",984,1034
44,MONROE,131,"MARATHON SCHOOL",104577,7378,111955,"0,9340985217274798",581,622
44,MONROE,151,"ACADEMIC CONNECTIONS FOR",2022,19,2041,"0,9906908378245958",11,11
44,MONROE,161,"POINCIANA ELEMENTARY SCHO",113679,5114,118793,"0,9569503253558711",632,660
44,MONROE,201,"SUGARLOAF SCHOOL",94244,5240,99484,"0,9473282135820835",524,553
44,MONROE,251,"STANLEY SWITLIK ELEM. SCH",91259,4743,96002,"0,9505947792754318",507,533
44,MONROE,291,"KEY LARGO SCHOOL",148043,8746,156789,"0,9442180254992378",822,871
44,MONROE,294,"MONROE JUVENILE DETENTION",*,*,*,*,*,*
44,MONROE,295,"HURRICANE ISLAND OUTWARD",1904,3,1907,"0,9984268484530676",11,11
44,MONROE,311,"GERALD ADAMS ELEMENTARY S",92826,3690,96516,"0,9617679970160388",516,536
44,MONROE,321,"PLANTATION KEY SCHOOL",78165,4525,82690,"0,9452775426290966",434,459
44,MONROE,341,"SIGSBEE CHARTER SCHOOL",87917,3753,91670,"0,9590596705574342",488,509
44,MONROE,351,"KEY WEST MONTESSORI CHART",20086,994,21080,"0,9528462998102467",112,117
44,MONROE,371,"TREASURE VILLAGE MONTESSO",37293,2156,39449,"0,9453471570888996",207,219
44,MONROE,381,"OCEAN STUDIES CHARTER",15819,1383,17202,"0,9196023718172306",88,96
44,MONROE,382,"KEY WEST COLLEGIATE SCHOO",11950,47,11997,"0,9960823539218138",66,67
44,MONROE,391,"BIG PINE ACADEMY",31637,1451,33088,"0,956147243713733",176,184
44,MONROE,7001,"MONROE VIRTUAL INSTRUCTIO",*,*,*,*,*,*
44,MONROE,7004,"MONROE VIRTUAL FRANCHISE",*,*,*,*,*,*
44,MONROE,7006,"MONROE VIRTUAL ACADEMY"," "," "," "," "," "," "
44,MONROE,7023,"MONROE VIRTUAL INSTRUCTIO",*,*,*,*,*,*
44,MONROE,N998,"HOME EDUC PROGRAM STUDENT",*,*,*,*,*,*
44,,N999,"OUT OF STATE/NON-PUBLIC S",*,*,*,*,*,*
45,NASSAU,31,"FERNANDINA BEACH MIDDLE S",106831,5709,112540,"0,9492713701794917",594,625
45,NASSAU,71,"SOUTHSIDE ELEMENTARY SCHO",97782,5785,103567,"0,9441424391939517",543,575
45,NASSAU,81,"EMMA LOVE HARDEE ELEMENTA",105026,5007,110033,"0,9544954695409559",583,611
45,NASSAU,102,"YULEE ELEMENTARY SCHOOL",136678,7279,143957,"0,9494362900032649",759,800
45,NASSAU,121,"CALLAHAN ELEMENTARY SCHOO",102386,4736,107122,"0,9557887268721644",569,595
45,NASSAU,131,"CALLAHAN MIDDLE SCHOOL",133536,11245,144781,"0,9223309688425968",742,804
45,NASSAU,151,"HILLIARD MIDDLE-SENIOR HI",127912,9337,137249,"0,9319703604397847",711,762
45,NASSAU,181,"BRYCEVILLE ELEMENTARY SCH",35191,2316,37507,"0,938251526381742",196,208
45,NASSAU,191,"WEST NASSAU COUNTY HIGH S",166516,13920,180436,"0,9228535325544791",925,1002
45,NASSAU,221,"YULEE MIDDLE SCHOOL",148415,9547,157962,"0,9395614135045137",825,878
45,NASSAU,231,"YULEE HIGH SCHOOL",182576,15924,198500,"0,9197783375314862",1014,1103
45,NASSAU,241,"HILLIARD ELEMENTARY SCHOO",126887,7933,134820,"0,9411585818127874",705,749
45,NASSAU,261,"CALLAHAN INTERMEDIATE SCH",100337,6083,106420,"0,942839691787258",557,591
45,NASSAU,271,"YULEE PRIMARY SCHOOL",148227,9630,157857,"0,9389954199053574",823,877
45,NASSAU,291,"FERNANDINA BEACH HIGH SCH",146921,12902,159823,"0,9192731959730451",816,888
45,NASSAU,7001,"NASSAU VIRTUAL INSTRUCTIO",*,*,*,*,*,*
45,NASSAU,7004,"NASSAU VIRTUAL FRANCHISE",1836,7,1843,"0,9962018448182312",10,10
45,NASSAU,7023,"NASSAU VIRTUAL INSTRUC PR",*,*,*,*,*,*
46,OKALOOSA,31,"ANNETTE P. EDWINS ELEM. S",73449,3488,76937,"0,954664205778754",408,427
46,OKALOOSA,41,"BAKER SCHOOL",234189,12872,247061,"0,9478995065995847",1301,1373
46,OKALOOSA,51,"BOB SIKES ELEMENTARY SCHO",149070,7410,156480,"0,9526457055214724",828,869
46,OKALOOSA,82,"CLIFFORD MEIGS MIDDLE SCH",89951,4212,94163,"0,9552690547242547",500,523
46,OKALOOSA,92,"SHOAL RIVER MIDDLE SCHOOL",144954,6641,151595,"0,9561924865595831",805,842
46,OKALOOSA,121,"C. W. RUCKEL MIDDLE SCHOO",170028,6250,176278,"0,9645446397168109",945,979
46,OKALOOSA,131,"DESTIN ELEMENTARY SCHOOL",138999,6426,145425,"0,955812274368231",772,808
46,OKALOOSA,151,"LULA J. EDGE ELEMENTARY S",100749,3823,104572,"0,9634414566040622",560,581
46,OKALOOSA,161,"EGLIN ELEMENTARY SCHOOL",80539,2775,83314,"0,9666922726072449",447,463
46,OKALOOSA,201,"LAUREL HILL SCHOOL",71405,4365,75770,"0,9423914478025603",397,421
46,OKALOOSA,211,"NICEVILLE SENIOR HIGH SCH",328707,18874,347581,"0,9456989881495249",1826,1931
46,OKALOOSA,222,"NORTHWOOD ELEMENTARY SCHO",126218,6357,132575,"0,9520497831416179",701,737
46,OKALOOSA,241,"SILVER SANDS-EXCEP. CHILD",22222,2436,24658,"0,9012085327277152",123,137
46,OKALOOSA,251,"RIVERSIDE ELEMENTARY SCHO",160047,7689,167736,"0,9541601087423094",889,932
46,OKALOOSA,271,"W. C. PRYOR MIDDLE SCHOOL",106893,5409,112302,"0,9518352300048084",594,624
46,OKALOOSA,281,"WRIGHT ELEMENTARY SCHOOL",105965,5008,110973,"0,9548719057788831",589,617
46,OKALOOSA,431,"SHALIMAR ELEMENTARY SCHOO",109346,5017,114363,"0,9561309164677387",607,635
46,OKALOOSA,541,"ELLIOTT POINT ELEMENTARY",106075,4762,110837,"0,9570360078313198",589,616
46,OKALOOSA,561,"MARY ESTHER ELEMENTARY SC",106840,4601,111441,"0,9587135793828124",594,619
46,OKALOOSA,571,"JAMES E PLEW ELEMENTARY S",126620,4516,131136,"0,9655624694973157",703,729
46,OKALOOSA,581,"CHOCTAWHATCHEE SENIOR HIG",270987,15184,286171,"0,9469408151070514",1505,1590
46,OKALOOSA,601,"CRESTVIEW HIGH SCHOOL",327811,19929,347740,"0,9426899407603382",1821,1932
46,OKALOOSA,621,"KENWOOD ELEMENTARY SCHOOL",105998,4215,110213,"0,9617558727191892",589,612
46,OKALOOSA,631,"FLOROSA ELEMENTARY SCHOOL",98769,4497,103266,"0,9564522688977979",549,574
46,OKALOOSA,641,"FT. WALTON BEACH HIGH SCH",296341,15824,312165,"0,949308859096952",1646,1734
46,OKALOOSA,651,"MAX BRUNER JUNIOR MIDDLE",135963,7610,143573,"0,9469956050232285",755,798
46,OKALOOSA,671,"ADDIE R. LEWIS SCHOOL",107690,4452,112142,"0,9603003335057338",598,623
46,OKALOOSA,681,"LONGWOOD ELEMENTARY SCHOO",107179,4904,112083,"0,9562467100273904",595,623
46,OKALOOSA,701,"CHOICE HIGH SCHOOL AND TE",44645,8510,53155,"0,839902172890603",248,295
46,OKALOOSA,721,"OKALOOSA STEMM CENTER",22517,886,23403,"0,9621416057770371",125,130
46,OKALOOSA,731,"WALKER ELEMENTARY SCHOOL",123577,6096,129673,"0,9529894426750365",687,720
46,OKALOOSA,741,"BLUEWATER ELEMENTARY SCHO",151445,5148,156593,"0,9671249672718448",841,870
46,OKALOOSA,751,"ANTIOCH ELEMENTARY SCHOOL",152135,5815,157950,"0,963184552073441",845,878
46,OKALOOSA,761,"DAVIDSON MIDDLE SCHOOL",157082,8472,165554,"0,9488263648114814",873,920
46,OKALOOSA,771,"DESTIN MIDDLE SCHOOL",109864,5644,115508,"0,9511375835439969",610,642
46,OKALOOSA,791,"EMERALD COAST CAREER INST",5187,696,5883,"0,8816930137684854",29,33
46,OKALOOSA,801,"RICHBOURG SCHOOL",9496,1130,10626,"0,8936570675701111",53,59
46,OKALOOSA,811,"SOUTHSIDE CENTER",38146,4096,42242,"0,9030348941811467",212,235
46,OKALOOSA,7001,"OKALOOSA VIRTUAL INSTRUCT",4620,0,4620,1,26,26
46,OKALOOSA,7004,"OKALOOSA VIRTUAL FRANCHIS",*,*,*,*,*,*
46,OKALOOSA,7023,"OKALOOSA ONLINE NON FRANC",31624,164,31788,"0,9948408204353845",176,177
46,OKALOOSA,9800,"OKALOOSA ACADEMY",36332,18477,54809,"0,6628838329471437",202,304
46,OKALOOSA,9805,"COLLEGIATE HIGH AT NORTHW",48894,771,49665,"0,984475989127152",272,276
46,OKALOOSA,9807,"LIZA JACKSON PREPARATORY",142676,4832,147508,"0,9672424546465277",793,819
