"Course Enrollments",,,,
"2013-14 Survey 3 Data Final, as of 8/08/2014",,,,
,,,,
"DIST #","DISTRICT NAME","COURSE #",COURSE,ENROLLMENT
51,PASCO,5012020,"MATH GRADE K",5039
51,PASCO,5012030,"MATH GRADE ONE",5117
51,PASCO,5012040,"MATH GRADE TWO",4963
51,PASCO,5012050,"MATH GRADE THREE",5409
51,PASCO,5012060,"MATH GRADE FOUR",4950
51,PASCO,5012070,"MATH GRADE FIVE",4949
51,PASCO,5013060,"MUSIC - GRADE K",4915
51,PASCO,5013070,"MUSIC - GRADE 1",4999
51,PASCO,5013080,"MUSIC - GRADE 2",4842
51,PASCO,5013090,"MUSIC-INTERM 1",5273
51,PASCO,5013100,"MUSIC-INTERM 2",4805
51,PASCO,5013110,"MUSIC-INTERM 3",4801
51,PASCO,5015020,"PHYSICAL EDUCATION K",5053
51,PASCO,5015030,"PHYSICAL EDUCATION 1",5124
51,PASCO,5015040,"PHYSICAL EDUCATION 2",4975
51,PASCO,5015050,"PHYSICAL EDUCATION 3",5423
51,PASCO,5015060,"PHYSICAL EDUCATION 4",4969
51,PASCO,5015070,"PHYSICAL EDUCATION 5",4991
51,PASCO,5020010,"SCIENCE GRADE K",5039
51,PASCO,5020020,"SCIENCE GRADE ONE",5115
51,PASCO,5020030,"SCIENCE GRADE TWO",4965
51,PASCO,5020040,"SCIENCE GRADE THREE",5415
51,PASCO,5020050,"SCIENCE GRADE FOUR",4949
51,PASCO,5020060,"SCIENCE GRADE FIVE",4970
51,PASCO,5021020,"SOC STUDIES K",5040
51,PASCO,5021030,"SOC STUDIES 1",5113
51,PASCO,5021040,"SOC STUDIES 2",4965
51,PASCO,5021050,"SOC STUDIES 3",5416
51,PASCO,5021060,"SOC STUDIES 4",4948
51,PASCO,5021070,"SOC STUDIES 5",4968
51,PASCO,5100520,"DIST HEAD START",631
51,PASCO,5100560,"PK OTHER",130
51,PASCO,5100580,"VPK-SCH YEAR PROG",551
51,PASCO,7650030,"PK DISABS: 0-2",1
51,PASCO,7650130,"PK DISABS: 3-5",525
51,PASCO,7701010,"ART: K-5",292
51,PASCO,7710011,"ACCESS LANG ART - K",53
51,PASCO,7710012,"ACCESS LANG ART - 1",51
51,PASCO,7710013,"ACCESS LANG ART - 2",54
51,PASCO,7710014,"ACCESS LANG ART - 3",43
51,PASCO,7710015,"ACCESS LANG ART - 4",62
51,PASCO,7710016,"ACCESS LANG ART - 5",79
51,PASCO,7712015,"ACCESS MATH GRADE K",53
51,PASCO,7712020,"ACCESS MATH GRADE 1",51
51,PASCO,7712030,"ACCESS MATH GRADE 2",54
51,PASCO,7712040,"ACCESS MATH GRADE 3",43
51,PASCO,7712050,"ACCESS MATH GRADE 4",62
51,PASCO,7712060,"ACCESS MATH GRADE 5",79
51,PASCO,7713010,"MUS: K-5",292
51,PASCO,7715010,"PE: K-5",293
51,PASCO,7720015,"ACCESS SCI GRADE K",53
51,PASCO,7720020,"ACCESS SCI GRADE 1",51
51,PASCO,7720030,"ACCESS SCI GRADE 2",54
51,PASCO,7720040,"ACCESS SCI GRADE 3",43
51,PASCO,7720050,"ACCESS SCI GRADE 4",62
51,PASCO,7720060,"ACCESS SCI GRADE 5",79
51,PASCO,7721011,"ACCESS SOC ST - K",53
51,PASCO,7721012,"ACCESS SOC ST - 1",51
51,PASCO,7721013,"ACCESS SOC ST - 2",54
51,PASCO,7721014,"ACCESS SOC ST - 3",43
51,PASCO,7721015,"ACCESS SOC ST - 4",62
51,PASCO,7721016,"ACCESS SOC ST - 5",79
51,PASCO,7755020,"H/H ACAD U SKLS:PK-5",34
51,PASCO,7763030,"SPEECH THRPY: PK-5",1984
51,PASCO,7763040,"LANG THRPY: PK-5",2439
51,PASCO,7763050,"OCCU THRPY: PK-5",546
51,PASCO,7763060,"ORIEN MOBLTY: PK-5",7
51,PASCO,7763070,"PHY THRPY: PK-5",171
51,PASCO,7763080,"EXP CORE COMPET:PK-5",46
51,PASCO,7763090,"EXP SKLS:PK-5",67
51,PASCO,7801010,"V/P ARTS: 6-8",3
51,PASCO,7810011,"ACCESS M/J LA 1",80
51,PASCO,7810012,"ACCESS M/J LA 2",87
51,PASCO,7810013,"ACCESS M/J LA 3",87
51,PASCO,7812015,"ACCESS M/J MATH 1",77
51,PASCO,7812020,"ACCESS M/J MATH 2",91
51,PASCO,7812030,"ACCESS M/J MATH 3",87
51,PASCO,7813010,"MUS: 6-8",2
51,PASCO,7815010,"PE: 6-8",214
51,PASCO,7820015,"ACCESS M/J COMPSCI 1",79
51,PASCO,7820016,"ACCESS M/J COMPSCI 2",88
51,PASCO,7820017,"ACCESS M/J COMPSCI 3",86
51,PASCO,7821022,"ACCESS M/J WRLD HIST",182
51,PASCO,7821023,"ACCESS M/J CIV & CP",1
51,PASCO,7821026,"ACCESS M/J USHI & CP",68
51,PASCO,7855020,"HH INST SER: 6-8",3
51,PASCO,7855042,"ADV ACAD:6-8&CP GIFT",27
51,PASCO,7863000,"SOC PERS: 6-8",96
51,PASCO,7863010,"U SKLS: 6-8",131
51,PASCO,7863060,"ORIEN MOBLTY: 6-8",1
51,PASCO,7863080,"U SKLS VISION: 6-8",13
51,PASCO,7866030,"SPEECH THRPY: 6-8",262
51,PASCO,7866040,"LANG THRPY: 6-8",865
51,PASCO,7866050,"OCCU THRPY: 6-8",62
51,PASCO,7866070,"PHY THRPY: 6-8",30
51,PASCO,7900030,"H/H INSTR SERVS",1
51,PASCO,7910100,"READ: 9-12",133
51,PASCO,7910110,"ENG: 9-12",1
51,PASCO,7910111,"ACCESS ENGLISH 1/2",197
51,PASCO,7910112,"ACCESS ENGLISH 3/4",185
51,PASCO,7912050,"MATH: 9-12",2
51,PASCO,7912060,"ACCESS INF GEOMETRY",365
51,PASCO,7912080,"ACCESS ALGEBRA 1A",13
51,PASCO,7912090,"ACCESS ALGEBRA 1B",3
51,PASCO,7915010,"SPECI DESIGN PE",262
51,PASCO,7920015,"ACCESS BIOLOGY 1",259
51,PASCO,7920020,"ACCESS E/S SCI",22
51,PASCO,7920025,"ACCESS INTEG SCI 1",2
51,PASCO,7921015,"ACCESS US GOVT",2
51,PASCO,7921020,"ACCESS ECON",254
51,PASCO,7921025,"ACCESS US HIST",3
51,PASCO,7961010,"ACAD SKLS FNG LIV",1
51,PASCO,7963010,"PREP AD LIV",102
51,PASCO,7963040,"SKLS STU DF HARDHEAR",16
51,PASCO,7963050,"SKLS STUS VISUAL IMP",9
51,PASCO,7963060,"ORIEN MOBLTY SKLS",1
51,PASCO,7963070,"SOC PERS SKLS",22
51,PASCO,7963080,"LRNG STRATEGIES",5
51,PASCO,7963110,"SKLS STUS AUTISM",23
51,PASCO,7963130,"U SKLS",64
51,PASCO,7963140,SELF-DETERMINATION,27
51,PASCO,7966010,"PHY THERAPY",32
51,PASCO,7966020,"OCCU THERAPY",18
51,PASCO,7966030,"SPEECH THRPY",268
51,PASCO,7966040,"LANG THERAPY",643
51,PASCO,7967010,"VISUAL PERFORM",26
51,PASCO,7980020,"PRACTICAL ARTS ED",1
51,PASCO,7980030,"JOB PREP",10
51,PASCO,7980110,"CAR PREP: 9-12",183
51,PASCO,7980120,"CAR EXERIENCES: 9-12",264
51,PASCO,7980130,"CAR PLACEMENT: 9-12",27
51,PASCO,8000210,"M/J EXPLOR WHEEL 2",156
51,PASCO,8000220,"M/J EXPLOR WHEEL 3",6
51,PASCO,8000230,"M/J EXPLOR WHEEL 4",3
51,PASCO,8000240,"M/J EXPLOR WHEEL 5",2
51,PASCO,8000250,"M/J EXPLOR WHEEL 6",3
51,PASCO,8006110,"ENERGY INDUSTRY FUND",76
51,PASCO,8100100,"AGRI, FOOD, NR DS",13
51,PASCO,8100110,"ORIEN TO AGSCI & C P",389
51,PASCO,8100120,"INTROD TO AGSCI",1
51,PASCO,8100210,"EX OF AGRISCI",226
51,PASCO,8100410,"AGRI,FOOD,NR - OJT",11
51,PASCO,8103120,"AG MECH 2",10
51,PASCO,8103130,"AG MECH 3",10
51,PASCO,8106210,"ANIM SCI & SERS 2",11
51,PASCO,8106220,"ANIM SCI & SERS 3",10
51,PASCO,8106510,"PLANT BIOTECH 3",12
51,PASCO,8106810,"AGRISCI FOUND 1",388
51,PASCO,8106820,"AGRITECH 1",18
51,PASCO,8106830,"AGRITECH 2",5
51,PASCO,8106850,"AG BIOTECH 2",11
51,PASCO,8109350,"INTRO ARCH & CONST",50
51,PASCO,8109360,"INTRO ARCH & CONS/CP",72
51,PASCO,8111510,"VET ASSIST 1",80
51,PASCO,8111520,"VET ASSIST 4",20
51,PASCO,8111530,"VET ASSIST 5",10
51,PASCO,8111540,"VET ASSIST 2",33
51,PASCO,8111550,"VET ASSIST 3",19
51,PASCO,8116010,"AG SALES & SERS 2",23
51,PASCO,8116020,"AG SALES & SERS 3",24
51,PASCO,8117010,"AG COMM 2",23
51,PASCO,8117020,"AG COMM 3",10
51,PASCO,8121510,"INTROD HORT 2",27
51,PASCO,8200110,"BUSINESS KEYBD",70
51,PASCO,8200210,"CPTR APPL BUSINESS 2",530
51,PASCO,8200220,"CPTR APPL BUS 1 & CP",742
51,PASCO,8200410,"BUSINESS COOP ED OJT",240
51,PASCO,8201010,"DIG CINEMA PROD 1",9
51,PASCO,8201020,"DIG CINEMA PROD 2",7
51,PASCO,8201030,"DIG CINEMA PROD 3",9
51,PASCO,8201040,"DIG CINEMA PROD 4",4
51,PASCO,8201050,"DIG CINEMA PROD 5",4
51,PASCO,8201060,"DIG CINEMA PROD 6",4
51,PASCO,8203310,"ACCT APPL 1",96
51,PASCO,8207010,"EMERG TECH BUSINESS",98
51,PASCO,8207020,"NETWK 1",14
51,PASCO,8207030,"NETWK 2 INFRAST",7
51,PASCO,8207110,"WEB DESIGN 1",14
51,PASCO,8207120,"WEB DESIGN 2",2
51,PASCO,8207130,"WEB DESIGN 3",1
51,PASCO,8207310,"INTROD TO INFO TECH",1247
51,PASCO,8207410,"NEW MEDIA DIGITAL FU",10
51,PASCO,8208110,"GAME & SIM FOUND",30
51,PASCO,8208120,"GAME & SIM DSN",5
51,PASCO,8209020,"CPTR COLG & CAR",61
51,PASCO,8209360,"INTRO ARTS, A/V & CP",326
51,PASCO,8209510,"DIGITAL DESIGN 1",507
51,PASCO,8209520,"DIGITAL DESIGN 2",132
51,PASCO,8209530,"DIGITAL DESIGN 3",21
51,PASCO,8215120,"BUSINESS ENTREP PRIN",30
51,PASCO,8215130,"LEG ASPECTS BUSINESS",23
51,PASCO,8218010,"CUSTOMER ASST 1",43
51,PASCO,8218020,"CUSTOMER ASST 2",3
51,PASCO,8300310,"WKPL ESSENTIALS",21
51,PASCO,8300320,"PRACTICAL ARTS GEN",49
51,PASCO,8300330,"WKPL TECH APPL",28
51,PASCO,8300410,"DIV CAR TECH-OJT",102
51,PASCO,8300430,"GUIDED WKPL LEARN",233
51,PASCO,8303010,"DIV CAR TECH PRIN",113
51,PASCO,8303020,"DIV CAR TECH APPL",9
51,PASCO,8303030,"DIV CAR TECH MGMT",2
51,PASCO,8400100,"HSE DIR STUDY",35
51,PASCO,8400110,"ORIEN TO HEALTH OCCS",188
51,PASCO,8400210,"EXPL HLTH OCCS & C P",418
51,PASCO,8400320,"MEDICAL SKLS SERS",593
51,PASCO,8405110,"EARLY CHILD 1 NEW",82
51,PASCO,8405120,"EARLY CHILD 2 NEW",47
51,PASCO,8405130,"EARLY CHILD 3 NEW",30
51,PASCO,8405140,"EARLY CHILD 4 NEW",18
51,PASCO,8417100,"HEALTH SCI 1",241
51,PASCO,8417110,"HEALTH SCI 2",383
51,PASCO,8417131,"ALLIED HEALTH ASSIS3",17
51,PASCO,8417171,"EMERG MED RESP 3",41
51,PASCO,8417211,"NURSE AST 3",182
51,PASCO,8500100,"ED & TRAINING DS",11
51,PASCO,8500120,"PERS & FAM FIN",87
51,PASCO,8500300,"PARENT SKLS",285
51,PASCO,8500310,"CHILD DEV",226
51,PASCO,8500345,"FAMILY DYNAMICS",41
51,PASCO,8500355,"NUTRITION & WELLNESS",208
51,PASCO,8500365,"FAMILY HME CONS TECH",72
51,PASCO,8500380,"FABR CONSTRUCTION",28
51,PASCO,8500390,"PRIN FOOD PREPR",356
51,PASCO,8540350,"INTRO TO FINANCE",60
51,PASCO,8540360,"INTRO TO FINANCE/CP",72
51,PASCO,8600010,"INTROD TO TECH",52
51,PASCO,8600030,"EXPLOR COMM TECH",271
51,PASCO,8600040,"EXPLOR OF PROD TECH",119
51,PASCO,8600220,"EXPLO TECH & CAR PLA",650
51,PASCO,8600550,"INTROD ENGR DESIGN",76
51,PASCO,8600560,"COMP INTG MAN",60
51,PASCO,8600590,"CIV ENGR & ARCH",8
51,PASCO,8600620,"AERO ENGR",20
51,PASCO,8600650,"ENGR DESIGN & DEV",24
51,PASCO,8600670,"ENGINEERING TECH 2",28
51,PASCO,8600810,"DRAFT/ILL DESIGN TE1",80
51,PASCO,8600820,"DRAFT/ILL DESIGN TE2",39
51,PASCO,8600830,"DRAFT/ILL DESIGN TE3",20
51,PASCO,8601010,"COMM TECH 1",100
51,PASCO,8601020,"COMM TECH 2",47
51,PASCO,8601030,"COMM TECH 3",30
51,PASCO,8601210,"TRANS TECH 1",60
51,PASCO,8601220,"TRANS TECH 2",44
51,PASCO,8601230,"TRANS TECH 3",7
51,PASCO,8601770,"ENGINEERING TECH 3",20
51,PASCO,8601900,"ADV TECH APPL",33
51,PASCO,8700100,"ARCH & CONST DS",1
51,PASCO,8708110,"PRIN BIOMED SCIENCES",32
51,PASCO,8708120,"HUMAN BODY SYSTEMS",18
51,PASCO,8709010,"AUTO COLL RPR & REF1",2
51,PASCO,8709020,"AUTO COLL RPR & REF2",4
51,PASCO,8709030,"AUTO COLL RPR & REF3",4
51,PASCO,8709040,"AUTO COLL RPR & REF4",10
51,PASCO,8709050,"AUTO COLL RPR & REF5",12
51,PASCO,8709060,"AUTO COLL RPR & REF6",10
51,PASCO,8709410,"AUTO SERV TECH 1",101
51,PASCO,8709420,"AUTO SERV TECH 2",62
51,PASCO,8709460,"AUTO SERV TECH 6",23
51,PASCO,8709470,"AUTO SERV TECH 7",29
51,PASCO,8709480,"AUTO SERV TECH 8",26
51,PASCO,8709492,"AUTO SERV TECH 11",9
51,PASCO,8709493,"AUTO SERV TECH 12",9
51,PASCO,8713010,"A/C, REFG &HT TECH 1",2
51,PASCO,8713020,"A/C&REFG & HT TECH 2",3
51,PASCO,8713030,"A/C, REFG &HT TECH 3",3
51,PASCO,8713040,"A/C, REFG &HT TECH 4",1
51,PASCO,8713050,"A/C&REFG & HT TECH 5",1
51,PASCO,8713060,"A/C&REFG & HT TECH 6",1
51,PASCO,8718010,"CMCL ART TECH 1",10
51,PASCO,8718020,"CMCL ART TECH 2",8
51,PASCO,8718030,"CMCL ART TECH 3",11
51,PASCO,8718040,"CMCL ART TECH 4",8
51,PASCO,8718050,"CMCL ART TECH 5",5
51,PASCO,8718060,"CMCL ART TECH 6",6
51,PASCO,8727210,"ELECTRICITY 1",42
51,PASCO,8727220,"ELECTRICITY 2",18
51,PASCO,8727230,"ELECTRICITY 3",13
51,PASCO,8727240,"ELECTRICITY 4",3
51,PASCO,8727250,"ELECTRITICY 5",2
51,PASCO,8727260,"ELECTRICITY 6",3
51,PASCO,8751010,"MARI SERV 1",3
51,PASCO,8751020,"MARI SERV 2",3
51,PASCO,8751030,"MARI SERV 3",2
51,PASCO,8751040,"MARI SERV 4",1
51,PASCO,8751050,"MARI SERV 5",1
51,PASCO,8751060,"MARI SERV 6",1
51,PASCO,8772110,"TV PRODUCTION 1",95
51,PASCO,8772120,"TV PRODUCTION 2",36
51,PASCO,8772130,"TV PRODUCTION 3",14
51,PASCO,8772140,"TV PRODUCTION 4",12
51,PASCO,8772150,"TV PRODUCTION 5",6
51,PASCO,8800510,"CULINARY ARTS 1",220
51,PASCO,8800520,"CULINARY ARTS 2",129
51,PASCO,8800530,"CULINARY ARTS 3",82
51,PASCO,8800540,"CULINARY ARTS 4",46
51,PASCO,8801000,"HOSP & TOUR DIR ST",9
51,PASCO,8809200,"FUND OF CUL CAREERS",772
51,PASCO,8809300,"FUND OF CUL CAR & CP",777
51,PASCO,8812000,"BUSINESS OWNERSHIP",48
51,PASCO,8815110,"FINANCIAL OPS",17
51,PASCO,8815120,"PERS FIN PLAN",3
51,PASCO,8815130,"FINANCIAL INTERN",4
51,PASCO,8815150,"FIN & BUSINESS TECH",49
51,PASCO,8845140,"CPTR TECH TRA TOUR",6
51,PASCO,8850110,"INTROD TO HOS & TOUR",40
51,PASCO,8900330,"PRIN PUB SERV",19
51,PASCO,8900360,"INTRO GOV & PS/CP",51
51,PASCO,8900500,"FUND OF GOV & PS",46
51,PASCO,8905120,"COSMETOLOGY NAILS 2",24
51,PASCO,8905130,"COSMETOLOGY FACIALS",28
51,PASCO,8905140,"COSMETOLOGY 4",27
51,PASCO,8909010,"TCHR ASSIST 1",18
51,PASCO,8918010,"CRIMINAL JUST OPS 1",212
51,PASCO,8918020,"CRIMINAL JUST OPS 2",55
51,PASCO,8918030,"CRIMINAL JUST OPS 3",34
51,PASCO,8918040,"CRIMINAL JUST OPS 4",25
51,PASCO,9001110,"FOUND OF WEB DESIGN",131
51,PASCO,9001120,"USER INTERFACE DSN",21
51,PASCO,9001130,"WEB SCRIPT FUND",9
51,PASCO,9001240,"CSIT NET SYS DSG/ADM",20
51,PASCO,9001250,"CSIT CYBER SEC ESSEN",20
51,PASCO,9001260,"CSIT CYBER SEC-PHYS",16
51,PASCO,9260350,"INTRO TO MANUFACTUR",79
51,PASCO,9260360,"INTRO TO MANUF & CP",287
51,PASCO,9309350,"INTRO MKT SAL & SR",93
51,PASCO,9309360,"INTRO MKT & CP",156
51,PASCO,9410110,"FOUND OF ROBOTICS",41
51,PASCO,9501000,"TRANSPORT DIR ST",1
51,PASCO,9709360,"INTRO TO ENERGY & CP",137
52,PINELLAS,ACG2021,"FINANCIAL ACCOUNTING",26
52,PINELLAS,ACG2071,"MANAGERIAL ACCOUNTING",17
52,PINELLAS,AMH1091,"THE AFRICAN AMERICAN EXPERIENC",1
52,PINELLAS,AMH2010,"AMERICAN HISTORY I",70
52,PINELLAS,AMH2020,"UNITED STATES HISTORY FROM 186",287
52,PINELLAS,AML1600,"INTRODUCTION TO AFRICAN-AMERIC",1
52,PINELLAS,AML2010,"AMERICAN LITERATURE TO 1865",4
52,PINELLAS,AML2020,"AMERICAN LITERATURE FROM 1865",3
52,PINELLAS,ANT2000,"HONORS GENERAL ANTHROPOLOGY",5
52,PINELLAS,ANT2410,"INTRODUCTION TO CULTURAL ANTHR",5
52,PINELLAS,ARH1000,"ART APPRECIATION",14
52,PINELLAS,ARH2050,"WESTERN SURVEY I: GREEK TO REN",3
52,PINELLAS,ARH2051,"HONORS HISTORY OF ART 2",5
52,PINELLAS,ARTC201,"DESIGN FUNDAMENTALS",5
52,PINELLAS,ARTC300,"DRAWING I",7
52,PINELLAS,ARTC750,"CERAMICS HANDBUILDING",5
52,PINELLAS,ASC2560,"UNMANNED AERIAL VEHICLES AND S",36
52,PINELLAS,ASLC140,"BEGINNING AMERICAN SIGN LANGUA",13
52,PINELLAS,ASLC150,"INTERMEDIATE AMERICAN SIGN LAN",29
52,PINELLAS,ASL1510,"INTRODUCTION TO DEAF CULTURE",1
52,PINELLAS,AST1002,"PLANETS, STARS, AND GALAXIES",2
52,PINELLAS,AST1003,"THE SOLAR SYSTEM",6
52,PINELLAS,BCN1593,"A BUILDING'S LIFE",1
52,PINELLAS,BCT1760,"BUILDING CODES",1
52,PINELLAS,BSCC084,"ESSENTIALS OF ANATOMY AND PHYS",1
52,PINELLAS,BSCC250,"FIELD BIOLOGY OF FLORIDA WITH",1
52,PINELLAS,BSCL005,"GENERAL BIOLOGY LAB",49
52,PINELLAS,BSCL010,"GENERAL BIOLOGY I LAB",27
52,PINELLAS,BSCL011,"FUNDAMENTALS OF BIOLOGY II LAB",15
52,PINELLAS,BSCL085,"ANATOMY & PHYSIOLOGY LAB I",53
52,PINELLAS,BSCL086,"HUMAN ANATOMY AND PHYSIOLOGY I",13
52,PINELLAS,BSC1005,"BIOLOGICAL SCIENCE",97
52,PINELLAS,BSC1083,"HUMAN ANATOMY",6
52,PINELLAS,BSC1930,"BIOLOGICAL ISSUES",5
52,PINELLAS,BSC2010,"INTEGRATED PRINCIPLES OF BIOLO",27
52,PINELLAS,BSC2011,"BIOLOGY II",15
52,PINELLAS,BSC2085,"ANATOMY & PHYSIOLOGY I",53
52,PINELLAS,BSC2086,"ADVANCED ANATOMY & PHYSIOLOGY",12
52,PINELLAS,BUL2131,"LEGAL ENVIRONMENT",1
52,PINELLAS,BUL2241,"BUSINESS LAW",6
52,PINELLAS,CCJ1020,"INTRODUCTION TO CRIMINAL JUSTI",3
52,PINELLAS,CCJ2509,"INTRODUCTION TO GANGS AND CRIM",1
52,PINELLAS,CET2691,"LAWS AND LEGAL ASPECTS OF INFO",1
52,PINELLAS,CGS1070,"BASIC COMPUTER AND INFORMATION",75
52,PINELLAS,CGS1100,"HONORS MICROCOMPUTER APPLICATI",90
52,PINELLAS,CHML025,"INTRODUCTION TO COLLEGE CHEMIS",80
52,PINELLAS,CHML045,"GENERAL CHEMISTRY LAB",57
52,PINELLAS,CHML046,"GENERAL CHEMISTRY LABORATORY I",33
52,PINELLAS,CHML210,"ORGANIC CHEMISTRY I LAB",8
52,PINELLAS,CHML211,"ORGANIC CHEMISTRY II LAB",9
52,PINELLAS,CHM1025,"INTRODUCTORY CHEMISTRY",79
52,PINELLAS,CHM2045,"GENERAL CHEMISTRY",60
52,PINELLAS,CHM2046,"COLLEGE CHEMISTRY 2",33
52,PINELLAS,CHM2210,"ORGANIC CHEMISTRY I",9
52,PINELLAS,CHM2211,"ORGANIC CHEMISTRY II",9
52,PINELLAS,CJE1202,"CRIME AND DELINQUENCY",1
52,PINELLAS,CJL2062,"CONSTITUTIONAL LAW FOR CRIMINA",1
52,PINELLAS,CLP2140,"ABNORMAL PSYCHOLOGY",26
52,PINELLAS,CLT2373,"ANCIENT GREEK MYTHOLOGY",34
52,PINELLAS,COP1000,"PRINCIPLES OF COMPUTER PROGRAM",9
52,PINELLAS,COP2250,"JAVA PROGRAMMING",2
52,PINELLAS,COP2360,"PROGRAMMING IN C#",2
52,PINELLAS,CPO2002,"COMPARATIVE GOVERNMENT",2
52,PINELLAS,CRW2001,"HONORS CREATIVE WRITING 1",11
52,PINELLAS,CRW2100,"BEGINNING FICTION WRITING",2
52,PINELLAS,CTS1120,"COMPUTER AND NETWORK SECURITY",1
52,PINELLAS,DAA1100,"CONTEMPORARY DANCE I",1
52,PINELLAS,DAA1200,"BALLET TECHNIQUE I",2
52,PINELLAS,DAA1351,"ZUMBA INTERNATIONAL DANCE",3
52,PINELLAS,DAA1500,"JAZZ DANCE I",1
52,PINELLAS,DAA1680,"DANCE REPERTORY I",1
52,PINELLAS,DAA1810,"STAGE MOVEMENT TECHNIQUES",1
52,PINELLAS,DAA2501,"JAZZ DANCE II",1
52,PINELLAS,DAA2681,"DANCE REPERTORY II",1
52,PINELLAS,DEP2004,"HUMAN GROWTH & DEVELOPMENT",20
52,PINELLAS,DIG2000,"INTRODUCTION TO DIGITAL MEDIA",2
52,PINELLAS,DIG2030,"DIGITAL VIDEO FUNDAMENTALS",1
52,PINELLAS,DIG2100,"WEB DESIGN I",2
52,PINELLAS,DIG2109,"DIGITAL IMAGING FUNDAMENTALS",3
52,PINELLAS,DIG2205,"BASIC VIDEO EDITING",1
52,PINELLAS,ECO2000,"INTRODUCTION TO ECONOMICS",60
52,PINELLAS,ECO2013,MACROECONOMICS,76
52,PINELLAS,ECO2023,"PRINCIPLES OF ECONOMICS, MICRO",29
52,PINELLAS,EDF1005,"INTRODUCTION TO AMERICAN EDUCA",10
52,PINELLAS,EDF2085,"TEACHING DIVERSE POPULATIONS",12
52,PINELLAS,EEC1603,"EARLY CHILDHOOD DEVELOPMENT",1
52,PINELLAS,EME2040,"INTRODUCTION TO TECHNOLOGY FOR",11
52,PINELLAS,EMS1059,"FIRST RESPONDER",11
52,PINELLAS,ENC1101,"COMPOSITION I",128
52,PINELLAS,ENC1102,"ENGLISH COMPOSITION II",807
52,PINELLAS,ENC1122,"FRESHMAN WRITING ABOUT LITERAT",14
52,PINELLAS,ENC2210,"TECHNICAL COMMUNICATIONS",2
52,PINELLAS,ENG2103,"WORLD CINEMA",1
52,PINELLAS,ENT1000,ENTREPRENEURSHIP,2
52,PINELLAS,ESCL000,"PHYSICAL SCIENCE SURVEY I LABO",9
52,PINELLAS,ESC1000,"EARTH SCIENCE",42
52,PINELLAS,EVS1001,"INTRODUCTION TO ENVIRONMENTAL",16
52,PINELLAS,FIL2030,"THE HISTORY AND FUTURE OF MOTI",4
52,PINELLAS,FIL2100,SCREENWRITING,4
52,PINELLAS,FIN2000,"PRINCIPLES OF FINANCE",1
52,PINELLAS,FRE1120,"BEGINNING FRENCH I",3
52,PINELLAS,GEB1011,"PRINCIPLES OF BUSINESS",7
52,PINELLAS,GLYL010,"PHYSICAL GEOLOGY LABORATORY",1
52,PINELLAS,GLY2010,"THE DYNAMIC EARTH: INTRO TO PH",1
52,PINELLAS,HFT1000,"INTRO TO HOSPITALITY/TOURISM",3
52,PINELLAS,HSCC149,"GENERAL PHARMACOLOGY FOR HEALT",2
52,PINELLAS,HSC1524,"INTRODUCTION TO INFECTIOUS DIS",2
52,PINELLAS,HSC1531,"MEDICAL TERMINOLOGY",6
52,PINELLAS,HSC2100,"HEALTH EDUCATION",3
52,PINELLAS,HUM2210,"THE HUMANITIES",167
52,PINELLAS,HUM2233,"WESTERN HUMANITIES BAROQUE TO",101
52,PINELLAS,HUM2262,"INTRODUCTION TO GREEK CULTURE",8
52,PINELLAS,HUM2270,"HUMANITIES (EAST-WEST SYNTHESI",80
52,PINELLAS,HUN1201,"NUTRITION AND DIET THERAPY",6
52,PINELLAS,IDH2029,"HONORS COLLEGE CORNERSTONE SEM",4
52,PINELLAS,IDH2634,"HONORS SERVICE LEARNING",2
52,PINELLAS,INR2002,"INTERNATIONAL RELATIONS",55
52,PINELLAS,INR2500,"MODEL UNITED NATIONS",7
52,PINELLAS,LIS1002,"ELECTRIC ACCESS TO INFORMATION",1
52,PINELLAS,LIT2090,"CONTEMPORARY LITERATURE",2
52,PINELLAS,LIT2110,"WORLD LITERATURE: ANCIENT THRO",22
52,PINELLAS,LIT2120,"WORLD LITERATURE II",16
52,PINELLAS,MAC1105,"COLLEGE ALGEBRA",335
52,PINELLAS,MAC1114,"PLANE TRIGONOMETRY",67
52,PINELLAS,MAC1140,"PRECALCULUS ALGEBRA",131
52,PINELLAS,MAC1147,"PRECALCULUS ALGEBRA AND TRIGON",6
52,PINELLAS,MAC2233,"CALCULUS FOR BUSINESS & SOCIAL",37
52,PINELLAS,MAC2311,"CALCULUS I",41
52,PINELLAS,MAC2312,"CALCULUS 2 WITH ANALYTIC GEOME",29
52,PINELLAS,MAC2313,"CALCULUS 3 WITH ANALYTIC GEOME",6
52,PINELLAS,MAN2021,"PRINCIPLES OF MANAGEMENT",32
52,PINELLAS,MAP2302,"ORDINARY DIFFERENTIAL EQUATION",4
52,PINELLAS,MAR1142,"GLOBAL MARKETING",1
52,PINELLAS,2011/03/01,MARKETING,2
52,PINELLAS,MAT1033,"INTERMEDIATE ALGEBRA",83
52,PINELLAS,MCBL010,"MICROBIOLOGY LAB FOR HEALTH SC",6
52,PINELLAS,MCB2010,"MICROBIOLOGY FOR HEALTH SCIENC",6
52,PINELLAS,MET2010,"WEATHER AND CLIMATE",2
52,PINELLAS,MGF1106,"FINITE MATHEMATICS",26
52,PINELLAS,MGF1107,"MATHEMATICS FOR LIBERAL ARTS I",10
