"Students Absent 21 or More Days by School
2014-15, Final Survey 5 - Revised as of 4/24/17",,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).",,,,,,
"Dist #","District Name","Schl #","School Name",Enrollments,"Absent 21 Days or Over","% Absent 21 or More Days"
45,NASSAU,261,"CALLAHAN INTERMEDIATE SCHOOL",648,61,"0,09413580246"
45,NASSAU,271,"YULEE PRIMARY SCHOOL",1053,100,"0,09496676163"
45,NASSAU,291,"FERNANDINA BEACH HIGH SCHOOL",964,146,"0,15145228215"
45,NASSAU,7001,"NASSAU VIRTUAL INSTRUCTION PROGRAM",17,0,0
45,NASSAU,7004,"NASSAU VIRTUAL FRANCHISE",*,*,*
46,OKALOOSA,31,"ANNETTE P. EDWINS ELEMENTARY SCHOOL",532,33,"0,06203007518"
46,OKALOOSA,41,"BAKER SCHOOL",1534,125,"0,08148631029"
46,OKALOOSA,51,"BOB SIKES ELEMENTARY SCHOOL",855,43,"0,05029239766"
46,OKALOOSA,82,"CLIFFORD MEIGS MIDDLE SCHOOL",602,43,"0,07142857142"
46,OKALOOSA,92,"SHOAL RIVER MIDDLE SCHOOL",907,42,"0,04630650496"
46,OKALOOSA,121,"C. W. RUCKEL MIDDLE SCHOOL",1033,26,"0,02516940948"
46,OKALOOSA,131,"DESTIN ELEMENTARY SCHOOL",931,37,"0,03974221267"
46,OKALOOSA,151,"LULA J. EDGE ELEMENTARY SCHOOL",674,25,"0,03709198813"
46,OKALOOSA,161,"EGLIN ELEMENTARY SCHOOL",516,3,"0,00581395348"
46,OKALOOSA,201,"LAUREL HILL SCHOOL",446,26,"0,05829596412"
46,OKALOOSA,211,"NICEVILLE SENIOR HIGH SCHOOL",2063,122,"0,05913717886"
46,OKALOOSA,222,"NORTHWOOD ELEMENTARY SCHOOL",968,57,"0,05888429752"
46,OKALOOSA,241,"SILVER SANDS-EXCEP. CHILDREN",151,36,"0,23841059602"
46,OKALOOSA,251,"RIVERSIDE ELEMENTARY SCHOOL",1021,52,"0,05093046033"
46,OKALOOSA,271,"W. C. PRYOR MIDDLE SCHOOL",685,55,"0,0802919708"
46,OKALOOSA,281,"WRIGHT ELEMENTARY SCHOOL",753,29,"0,0385126162"
46,OKALOOSA,431,"SHALIMAR ELEMENTARY SCHOOL",830,36,"0,04337349397"
46,OKALOOSA,541,"ELLIOTT POINT ELEMENTARY SCHOOL",727,48,"0,06602475928"
46,OKALOOSA,561,"MARY ESTHER ELEMENTARY SCHOOL",706,36,"0,05099150141"
46,OKALOOSA,571,"JAMES E PLEW ELEMENTARY SCHOOL",831,24,"0,02888086642"
46,OKALOOSA,581,"CHOCTAWHATCHEE SENIOR HIGH SCHOOL",1775,183,"0,10309859154"
46,OKALOOSA,601,"CRESTVIEW HIGH SCHOOL",2083,180,"0,08641382621"
46,OKALOOSA,621,"KENWOOD ELEMENTARY SCHOOL",704,21,"0,02982954545"
46,OKALOOSA,631,"FLOROSA ELEMENTARY SCHOOL",691,29,"0,04196816208"
46,OKALOOSA,641,"FORT WALTON BEACH HIGH SCHOOL",1778,124,"0,06974128233"
46,OKALOOSA,651,"MAX BRUNER JUNIOR MIDDLE SCHOOL",856,55,"0,06425233644"
46,OKALOOSA,671,"ADDIE R. LEWIS SCHOOL",706,37,"0,05240793201"
46,OKALOOSA,681,"LONGWOOD ELEMENTARY SCHOOL",857,38,"0,04434072345"
46,OKALOOSA,701,"CHOICE HIGH SCHOOL AND TECHNICAL CENTER",323,98,"0,30340557275"
46,OKALOOSA,721,"OKALOOSA STEMM CENTER",190,6,"0,03157894736"
46,OKALOOSA,731,"WALKER ELEMENTARY SCHOOL",945,61,"0,06455026455"
46,OKALOOSA,741,"BLUEWATER ELEMENTARY SCHOOL",941,15,"0,01594048884"
46,OKALOOSA,751,"ANTIOCH ELEMENTARY SCHOOL",983,30,"0,03051881993"
46,OKALOOSA,761,"DAVIDSON MIDDLE SCHOOL",1064,70,"0,06578947368"
46,OKALOOSA,771,"DESTIN MIDDLE SCHOOL",722,32,"0,04432132963"
46,OKALOOSA,791,"EMERALD COAST CAREER INSTITUTE N",57,19,"0,33333333333"
46,OKALOOSA,801,"RICHBOURG SCHOOL",73,29,"0,39726027397"
46,OKALOOSA,811,"SOUTHSIDE CENTER",394,90,"0,22842639593"
46,OKALOOSA,7001,"OKALOOSA VIRTUAL INSTRUCTION PROGRAM",50,1,"0,02"
46,OKALOOSA,7023,"OKALOOSA ONLINE NON FRANCHISED",455,0,0
46,OKALOOSA,9800,"OKALOOSA ACADEMY",650,382,"0,58769230769"
46,OKALOOSA,9805,"COLLEGIATE HIGH SCHOOL AT NORTHWEST FLORIDA STATE COLLEGE",292,0,0
46,OKALOOSA,9807,"LIZA JACKSON PREPARATORY SCHOOL",878,21,"0,02391799544"
46,OKALOOSA,9811,"OKALOOSA YOUTH DEVELOPMENT CENTER",92,0,0
46,OKALOOSA,9812,"OKALOOSA YOUTH ACADEMY",135,6,"0,04444444444"
46,OKALOOSA,9813,"OKALOOSA REGIONAL DETENTION",162,0,0
46,OKALOOSA,9815,"AMI KIDS EMERALD COAST",71,0,0
46,OKALOOSA,9818,"NORTHWEST FLORIDA BALLET ACADEMIE",146,4,"0,02739726027"
46,OKALOOSA,9819,"ADJUDICATED YOUTH FACILITY",54,0,0
47,OKEECHOBEE,31,"CENTRAL ELEMENTARY SCHOOL",709,44,"0,06205923836"
47,OKEECHOBEE,101,"OKEECHOBEE HIGH SCHOOL",1895,380,"0,20052770448"
47,OKEECHOBEE,112,"SOUTH ELEMENTARY SCHOOL",564,29,"0,05141843971"
47,OKEECHOBEE,113,"OKEECHOBEE ACHIEVEMENT ACADEMY",251,60,"0,2390438247"
47,OKEECHOBEE,121,"YEARLING MIDDLE SCHOOL",735,124,"0,16870748299"
47,OKEECHOBEE,161,"NORTH ELEMENTARY SCHOOL",688,36,"0,05232558139"
47,OKEECHOBEE,171,"EVERGLADES ELEMENTARY SCHOOL",766,40,"0,05221932114"
47,OKEECHOBEE,181,"SEMINOLE ELEMENTARY SCHOOL",772,45,"0,05829015544"
47,OKEECHOBEE,201,"OSCEOLA MIDDLE SCHOOL",761,81,"0,10643889618"
47,OKEECHOBEE,7004,"OKEECHOBEE VIRTUAL FRANCHISE",23,0,0
47,OKEECHOBEE,8017,"OKEECHOBEE INTENSIVE HALFWAY HOUSE",30,0,0
47,OKEECHOBEE,9004,"STUDENT SERV./SPECIAL PROGRAMS",13,9,"0,6923076923"
47,OKEECHOBEE,9101,"TANTIE JUVENILE RESIDENTIAL FACILITY",90,0,0
47,OKEECHOBEE,9106,"CYPRESS JUVENILE RESIDENTIAL FACILITY",49,0,0
48,ORANGE,11,"HOSPITAL HOMEBOUND",344,70,"0,20348837209"
48,ORANGE,31,"LA AMISTAD",227,0,0
48,ORANGE,32,"ESTEEM ACADEMY",45,21,"0,46666666666"
48,ORANGE,34,"UCP TRANSITIONAL LEARNING ACADEMY MIDDLE SCHOOL",31,10,"0,32258064516"
48,ORANGE,40,"PROSPERITAS LEADERSHIP ACADEMY CHARTER",313,241,"0,76996805111"
48,ORANGE,41,"SIMON YOUTH FOUND ACAD AT OUTLET MKTPLCE",93,27,"0,29032258064"
48,ORANGE,42,BETA,319,178,"0,5579937304"
48,ORANGE,43,"UNIVERSITY BEHAVIORAL CENTER",130,0,0
48,ORANGE,53,"PASSPORT CHARTER",190,6,"0,03157894736"
48,ORANGE,55,"PRINCETON HOUSE CHARTER",168,51,"0,30357142857"
48,ORANGE,56,"LAKE EOLA CHARTER",224,4,"0,01785714285"
48,ORANGE,61,"HOPE CHARTER",463,11,"0,02375809935"
48,ORANGE,62,"NAP FORD COMMUNITY CHARTER",146,6,"0,04109589041"
48,ORANGE,65,"UCP CHARTER",329,150,"0,45592705167"
48,ORANGE,70,"UCP PINE HILLS CHARTER",98,36,"0,36734693877"
48,ORANGE,72,"OAKLAND AVENUE CHARTER",547,22,"0,04021937842"
48,ORANGE,74,"WORKFORCE ADVANTAGE ACADEMY CHARTER",302,10,"0,03311258278"
48,ORANGE,84,"SHEELER HIGH CHARTER",771,457,"0,59273670557"
48,ORANGE,85,"CHANCERY HIGH CHARTER",857,413,"0,48191365227"
48,ORANGE,89,"ORLANDO SCIENCE MIDDLE HIGH CHARTER",582,4,"0,00687285223"
48,ORANGE,90,"UCP EAST CHARTER",327,100,"0,30581039755"
48,ORANGE,101,"AMIKIDS ORLANDO",120,14,"0,11666666666"
48,ORANGE,111,"WILLIAM R BOONE HIGH",2965,496,"0,16728499156"
48,ORANGE,113,"PROJECT COMPASS",59,16,"0,27118644067"
48,ORANGE,114,"YOUTHFUL OFFENDERS PROGRAM",75,13,"0,17333333333"
48,ORANGE,119,"LEGACY HIGH CHARTER",172,9,"0,05232558139"
48,ORANGE,120,"ALOMA HIGH CHARTER",840,442,"0,52619047619"
48,ORANGE,121,"EDGEWATER HIGH",1984,209,"0,10534274193"
48,ORANGE,122,"TRANSITION CENTER",698,185,"0,26504297994"
48,ORANGE,128,"UNIVERSAL EDUCATION CENTER",35,0,0
48,ORANGE,131,"HOWARD MIDDLE",1148,122,"0,106271777"
48,ORANGE,132,"WINTER PARK EDUCATION CENTER",12,4,"0,33333333333"
48,ORANGE,133,"CORNERSTONE ACADEMY CHARTER",943,27,"0,02863202545"
48,ORANGE,141,"LAKEVILLE ELEMENTARY",991,49,"0,04944500504"
48,ORANGE,142,CHEROKEE,58,16,"0,27586206896"
48,ORANGE,146,"CORNERSTONE CHARTER ACADEMY HIGH SCHOOL",391,21,"0,05370843989"
48,ORANGE,149,"CENTRAL FLORIDA LEADERSHIP ACADEMY CHARTER",225,25,"0,11111111111"
48,ORANGE,151,"MEMORIAL MIDDLE",979,168,"0,17160367722"
48,ORANGE,152,"INNOVATIONS MIDDLE CHARTER",283,50,"0,17667844522"
48,ORANGE,155,"PINECREST PREPARATORY CHARTER",265,14,"0,05283018867"
48,ORANGE,156,"CYPRESS SPRINGS ELEMENTARY",810,49,"0,06049382716"
48,ORANGE,163,"ASPIRE ACADEMY CHARTER",122,24,"0,19672131147"
48,ORANGE,172,"MONTESSORI OF WINTER GARDEN CHARTER",226,3,"0,01327433628"
48,ORANGE,177,"ACCESS CHARTER",111,26,"0,23423423423"
48,ORANGE,181,"FERN CREEK ELEMENTARY",393,54,"0,13740458015"
48,ORANGE,182,"KIDS COMMUNITY COLLEGE CHARTER",161,12,"0,07453416149"
48,ORANGE,183,"UCP TRANSITIONAL LEARNING ACADEMY HIGH CHARTER",48,21,"0,4375"
48,ORANGE,185,"RENAISSANCE CHARTER SCHOOL AT CHICKASAW TRAIL",1025,38,"0,03707317073"
48,ORANGE,191,"GRAND AVENUE PRIMARY LEARNING CENTER",335,31,"0,09253731343"
48,ORANGE,192,"OASIS PREPARATORY ACADEMY CHARTER",170,7,"0,04117647058"
48,ORANGE,200,"ORLANDO SCIENCE ELEMENTARY CHARTER",515,31,"0,06019417475"
48,ORANGE,201,"HILLCREST ELEMENTARY",505,30,"0,05940594059"
48,ORANGE,202,"SUNSHINE HIGH CHARTER",1008,456,"0,45238095238"
48,ORANGE,203,"PINECREST CREEK CHARTER",236,16,"0,06779661016"
48,ORANGE,204,"RENAISSANCE CHARTER SCHOOL AT HUNTERS CREEK",954,3,"0,00314465408"
48,ORANGE,205,"ACCLAIM ACADEMY-ORANGE CHARTER",531,30,"0,05649717514"
48,ORANGE,206,"ORANGE COUNTY PREPARATORY ACADEMY CHARTER",349,10,"0,02865329512"
48,ORANGE,211,"KALEY ELEMENTARY",258,15,"0,05813953488"
48,ORANGE,212,"OAKSHIRE ELEMENTARY",708,31,"0,04378531073"
48,ORANGE,213,"LAWTON CHILES ELEMENTARY",794,65,"0,08186397984"
48,ORANGE,214,"ENDEAVOR ELEMENTARY",758,30,"0,03957783641"
48,ORANGE,215,"THREE POINTS ELEMENTARY",855,97,"0,11345029239"
48,ORANGE,216,"CITRUS ELEMENTARY",697,24,"0,0344332855"
48,ORANGE,217,"CAMELOT ELEMENTARY",705,55,"0,07801418439"
48,ORANGE,221,"LAKE COMO ELEMENTARY",281,23,"0,0818505338"
48,ORANGE,222,"AVALON ELEMENTARY",982,33,"0,03360488798"
48,ORANGE,231,"PINELOCH ELEMENTARY",1054,88,"0,0834914611"
48,ORANGE,232,"WEST CREEK ELEMENTARY",793,17,"0,02143757881"
48,ORANGE,235,"THORNEBROOKE ELEMENTARY",798,15,"0,01879699248"
48,ORANGE,236,"EAGLES NEST ELEMENTARY",873,66,"0,07560137457"
48,ORANGE,241,"LAKE GEM ELEMENTARY",997,47,"0,04714142427"
48,ORANGE,242,"LEGACY MIDDLE",1051,82,"0,07802093244"
48,ORANGE,245,"FREEDOM MIDDLE",1134,80,"0,07054673721"
48,ORANGE,251,"PRINCETON ELEMENTARY",529,41,"0,07750472589"
48,ORANGE,252,"OCOEE HIGH",2459,289,"0,11752745018"
48,ORANGE,253,"WEST OAKS ELEMENTARY",759,34,"0,04479578392"
48,ORANGE,259,"EAST LAKE ELEMENTARY",800,45,"0,05625"
48,ORANGE,261,"RIVERDALE ELEMENTARY",775,67,"0,0864516129"
48,ORANGE,271,"ORLO VISTA ELEMENTARY",710,67,"0,09436619718"
48,ORANGE,282,"APOPKA MIDDLE",1199,125,"0,10425354462"
48,ORANGE,301,"LAKE GEORGE ELEMENTARY",729,46,"0,06310013717"
48,ORANGE,311,"KILLARNEY ELEMENTARY",534,51,"0,09550561797"
48,ORANGE,321,"ANDOVER ELEMENTARY",857,38,"0,04434072345"
48,ORANGE,322,"WHISPERING OAK ELEMENTARY",890,38,"0,04269662921"
48,ORANGE,342,"OCOEE MIDDLE",1452,105,"0,07231404958"
48,ORANGE,352,"LAKEVIEW MIDDLE",1125,72,"0,064"
48,ORANGE,361,"TILDENVILLE ELEMENTARY",588,31,"0,05272108843"
48,ORANGE,381,"HUNTERS CREEK MIDDLE",1158,25,"0,02158894645"
48,ORANGE,392,"SILVER STAR CENTER",161,14,"0,08695652173"
48,ORANGE,395,VILLAGE,264,0,0
48,ORANGE,401,"PINEWOOD ELEMENTARY",741,42,"0,05668016194"
48,ORANGE,411,"PINE CASTLE ELEMENTARY",401,36,"0,08977556109"
48,ORANGE,421,"LOCKHART ELEMENTARY",537,41,"0,0763500931"
48,ORANGE,431,"UNION PARK ELEMENTARY",561,52,"0,0926916221"
48,ORANGE,441,"DEVEREUX TREATMENT PROGRAM",89,0,0
48,ORANGE,461,"ZELLWOOD ELEMENTARY",679,41,"0,06038291605"
48,ORANGE,511,"DILLARD STREET ELEMENTARY",857,78,"0,09101516919"
48,ORANGE,521,"LAKE SILVER ELEMENTARY",788,85,"0,1078680203"
48,ORANGE,531,"AUDUBON PARK ELEMENTARY",1277,63,"0,04933437744"
48,ORANGE,541,"DREAM LAKE ELEMENTARY",885,51,"0,05762711864"
48,ORANGE,551,"CONWAY ELEMENTARY",701,51,"0,0727532097"
48,ORANGE,561,"LAKEMONT ELEMENTARY",724,30,"0,04143646408"
48,ORANGE,571,"GLENRIDGE MIDDLE",1511,121,"0,0800794176"
48,ORANGE,581,"ROBERT E LEE MIDDLE",1174,153,"0,13032367972"
48,ORANGE,591,GATEWAY,100,53,"0,53"
48,ORANGE,611,"AZALEA PARK ELEMENTARY",718,87,"0,12116991643"
48,ORANGE,621,"PINE HILLS ELEMENTARY",888,57,"0,06418918918"
48,ORANGE,631,"BLANKNER K-8",1126,56,"0,04973357015"
48,ORANGE,641,"ROCK LAKE ELEMENTARY",345,37,"0,10724637681"
48,ORANGE,651,"LAKE WESTON ELEMENTARY",649,125,"0,19260400616"
48,ORANGE,661,"COLONIAL HIGH",3792,943,"0,24868143459"
48,ORANGE,671,"MAYNARD EVANS HIGH",2703,445,"0,16463189049"
48,ORANGE,681,"ENGELWOOD ELEMENTARY",748,43,"0,05748663101"
48,ORANGE,691,"OAK RIDGE HIGH",2954,712,"0,24102911306"
48,ORANGE,701,"CATALINA ELEMENTARY",818,80,"0,097799511"
48,ORANGE,711,"CHENEY ELEMENTARY",590,30,"0,05084745762"
48,ORANGE,721,"LOCKHART MIDDLE",939,129,"0,13738019169"
48,ORANGE,731,"MAITLAND MIDDLE",973,54,"0,05549845837"
48,ORANGE,741,"CYPRESS PARK ELEMENTARY",325,38,"0,11692307692"
48,ORANGE,751,"BROOKSHIRE ELEMENTARY",704,27,"0,03835227272"
48,ORANGE,771,"NORTHLAKE PARK COMMUNITY ELEMENTARY",1189,34,"0,02859545836"
48,ORANGE,781,"DOVER SHORES ELEMENTARY",720,66,"0,09166666666"
48,ORANGE,791,"MOLLIE RAY ELEMENTARY",586,69,"0,11774744027"
48,ORANGE,801,"DURRANCE ELEMENTARY",462,38,"0,08225108225"
48,ORANGE,811,"TANGELO PARK ELEMENTARY",540,32,"0,05925925925"
48,ORANGE,821,"LOVELL ELEMENTARY",813,46,"0,0565805658"
48,ORANGE,831,"CHICKASAW ELEMENTARY",902,50,"0,0554323725"
48,ORANGE,841,"SPRING LAKE ELEMENTARY",658,36,"0,0547112462"
48,ORANGE,851,"LANCASTER ELEMENTARY",1068,87,"0,08146067415"
48,ORANGE,861,"ROLLING HILLS ELEMENTARY",826,52,"0,06295399515"
48,ORANGE,871,"BONNEVILLE ELEMENTARY",673,47,"0,06983655274"
48,ORANGE,881,"HIAWASSEE ELEMENTARY",942,85,"0,09023354564"
48,ORANGE,891,"MICHAEL MCCOY ELEMENTARY",923,71,"0,07692307692"
48,ORANGE,901,"PERSHING ELEMENTARY",381,25,"0,0656167979"
48,ORANGE,911,"UNION PARK MIDDLE",1031,189,"0,18331716779"
48,ORANGE,921,"ROBINSWOOD MIDDLE",1478,68,"0,04600811907"
48,ORANGE,931,"DR. PHILLIPS HIGH",3782,601,"0,15891062929"
48,ORANGE,941,"CLARCONA ELEMENTARY",1218,56,"0,04597701149"
48,ORANGE,961,"PALM LAKE ELEMENTARY",651,22,"0,03379416282"
48,ORANGE,971,"VENTURA ELEMENTARY",975,103,"0,10564102564"
48,ORANGE,981,"ARBOR RIDGE K-8",817,39,"0,04773561811"
48,ORANGE,991,"CLAY SPRINGS ELEMENTARY",842,54,"0,06413301662"
48,ORANGE,1001,"UNIVERSITY HIGH",3343,457,"0,13670355967"
48,ORANGE,1011,"ROCK SPRINGS ELEMENTARY",916,68,"0,07423580786"
48,ORANGE,1021,"METROWEST ELEMENTARY",1741,93,"0,0534175761"
48,ORANGE,1031,"SOUTHWEST MIDDLE",1398,53,"0,03791130185"
48,ORANGE,1041,"MEADOW WOODS ELEMENTARY",606,44,"0,07260726072"
48,ORANGE,1051,"WATERBRIDGE ELEMENTARY",1315,75,"0,05703422053"
48,ORANGE,1061,"WINDY RIDGE K-8",1237,63,"0,05092966855"
48,ORANGE,1071,"BAY MEADOWS ELEMENTARY",615,29,"0,04715447154"
48,ORANGE,1081,"JOHN YOUNG ELEMENTARY",804,35,"0,0435323383"
48,ORANGE,1091,"WATERFORD ELEMENTARY",811,25,"0,03082614056"
48,ORANGE,1111,"STONEWALL JACKSON MIDDLE",1495,172,"0,11505016722"
48,ORANGE,1121,"DISCOVERY MIDDLE",984,63,"0,06402439024"
48,ORANGE,1133,"WESTRIDGE MIDDLE",1442,177,"0,12274618585"
48,ORANGE,1141,"LITTLE RIVER ELEMENTARY",566,36,"0,06360424028"
48,ORANGE,1151,"JUDSON B WALKER MIDDLE",1169,184,"0,15739948674"
48,ORANGE,1171,"WINEGARD ELEMENTARY",913,76,"0,08324205914"
48,ORANGE,1181,"DOMMERICH ELEMENTARY",652,20,"0,03067484662"
48,ORANGE,1191,"HUNTERS CREEK ELEMENTARY",967,37,"0,03826266804"
48,ORANGE,1221,"LAKE SYBELIA ELEMENTARY",667,27,"0,04047976011"
48,ORANGE,1231,"WINDERMERE ELEMENTARY",824,31,"0,03762135922"
48,ORANGE,1241,"MEADOWBROOK MIDDLE",1131,193,"0,1706454465"
48,ORANGE,1251,"RIVERSIDE ELEMENTARY",743,73,"0,09825033647"
48,ORANGE,1261,"SADLER ELEMENTARY",921,64,"0,06948968512"
48,ORANGE,1271,"ROSEMONT ELEMENTARY",1093,88,"0,08051235132"
48,ORANGE,1281,"CORNER LAKE MIDDLE",1347,186,"0,13808463251"
48,ORANGE,1282,"APOPKA ELEMENTARY",764,43,"0,05628272251"
48,ORANGE,1291,"CHAIN OF LAKES MIDDLE",1464,146,"0,09972677595"
48,ORANGE,1311,"JUVENILE DETENTION",1176,1,"0,00085034013"
48,ORANGE,1321,"WILLIAM S MAXEY ELEMENTARY",336,7,"0,02083333333"
48,ORANGE,1331,"ORANGE CENTER ELEMENTARY",226,14,"0,06194690265"
48,ORANGE,1341,"SOUTHWOOD ELEMENTARY",644,28,"0,04347826086"
48,ORANGE,1351,"HUNGERFORD ELEMENTARY",334,22,"0,06586826347"
48,ORANGE,1361,"PHYLLIS WHEATLEY ELEMENTARY",469,34,"0,0724946695"
48,ORANGE,1371,"SUNRISE ELEMENTARY",534,12,"0,02247191011"
48,ORANGE,1381,"MEADOW WOODS MIDDLE",1152,111,"0,09635416666"
48,ORANGE,1391,"CONWAY MIDDLE",1118,103,"0,09212880143"
48,ORANGE,1401,"ALOMA ELEMENTARY",616,40,"0,06493506493"
48,ORANGE,1411,"WINTER PARK HIGH",3264,329,"0,10079656862"
48,ORANGE,1421,"IVEY LANE ELEMENTARY",418,35,"0,08373205741"
48,ORANGE,1431,"RIDGEWOOD PARK ELEMENTARY",876,47,"0,05365296803"
48,ORANGE,1441,"SHENANDOAH ELEMENTARY",623,33,"0,0529695024"
48,ORANGE,1451,"COLUMBIA ELEMENTARY",1196,85,"0,07107023411"
48,ORANGE,1461,"HIDDEN OAKS ELEMENTARY",563,51,"0,09058614564"
48,ORANGE,1491,"PALMETTO ELEMENTARY",1360,87,"0,06397058823"
48,ORANGE,1501,"OAK HILL ELEMENTARY",558,38,"0,06810035842"
48,ORANGE,1511,"WEST ORANGE HIGH",4073,445,"0,1092560766"
48,ORANGE,1521,"APOPKA HIGH",3382,463,"0,13690124186"
48,ORANGE,1531,"OCOEE ELEMENTARY",902,80,"0,088691796"
48,ORANGE,1541,"PINAR ELEMENTARY",560,61,"0,10892857142"
48,ORANGE,1542,"WEKIVA HIGH",2587,451,"0,17433320448"
48,ORANGE,1551,"LIBERTY MIDDLE",1195,194,"0,16234309623"
48,ORANGE,1553,"MILLENNIA ELEMENTARY",1200,78,"0,065"
48,ORANGE,1561,MAGNOLIA,154,43,"0,27922077922"
48,ORANGE,1562,"WESTBROOKE ELEMENTARY",656,19,"0,02896341463"
48,ORANGE,1571,"LAKE WHITNEY ELEMENTARY",634,17,"0,02681388012"
48,ORANGE,1582,"MOSS PARK ELEMENTARY",1417,48,"0,03387438249"
48,ORANGE,1591,"DR. PHILLIPS ELEMENTARY",750,33,"0,044"
48,ORANGE,1601,"DEERWOOD ELEMENTARY",475,46,"0,09684210526"
48,ORANGE,1611,"WILLIAM FRANGUS ELEMENTARY",729,28,"0,03840877914"
48,ORANGE,1612,"CASTLE CREEK ELEMENTARY",975,79,"0,08102564102"
48,ORANGE,1621,"SHINGLE CREEK ELEMENTARY",1324,111,"0,083836858"
48,ORANGE,1631,"TIMBER CREEK HIGH",3265,350,"0,10719754977"
48,ORANGE,1632,"OLYMPIA HIGH",3226,197,"0,06106633601"
48,ORANGE,1651,"CYPRESS CREEK HIGH",3424,471,"0,13755841121"
48,ORANGE,1662,"FREEDOM HIGH",3502,497,"0,14191890348"
48,ORANGE,1671,"PIEDMONT LAKES MIDDLE",1264,143,"0,11313291139"
48,ORANGE,1681,"GOTHA MIDDLE",1366,101,"0,07393850658"
48,ORANGE,1682,"ODYSSEY MIDDLE",998,51,"0,0511022044"
48,ORANGE,1691,"PACE CENTER FOR GIRLS",74,26,"0,35135135135"
48,ORANGE,1702,"WOLF LAKE MIDDLE",1232,117,"0,09496753246"
48,ORANGE,1703,"SOUTH CREEK MIDDLE",1038,53,"0,05105973025"
48,ORANGE,1731,"SAND LAKE ELEMENTARY",622,30,"0,04823151125"
48,ORANGE,1741,"WYNDHAM LAKES ELEMENTARY",990,38,"0,03838383838"
48,ORANGE,1751,"WOLF LAKE ELEMENTARY",1300,38,"0,02923076923"
48,ORANGE,1752,"VISTA LAKES ELEMENTARY",917,55,"0,05997818974"
48,ORANGE,1762,"BRIDGEWATER MIDDLE",1525,93,"0,06098360655"
48,ORANGE,1763,"AVALON MIDDLE",1885,91,"0,04827586206"
48,ORANGE,1771,"STONE LAKES ELEMENTARY",933,28,"0,03001071811"
48,ORANGE,1776,"SUNSET PARK ELEMENTARY",1394,59,"0,04232424677"
48,ORANGE,1791,"KEENES CROSSING ELEMENTARY",1321,80,"0,06056018168"
48,ORANGE,1801,"EAST RIVER HIGH",2119,390,"0,18404907975"
48,ORANGE,1811,"ACCELERATION ACADEMY",250,42,"0,168"
48,ORANGE,1821,"SUNRIDGE ELEMENTARY",816,42,"0,05147058823"
48,ORANGE,1831,"SUN BLAZE ELEMENTARY",863,30,"0,03476245654"
48,ORANGE,1841,"ACCELERATION ACADEMY WEST",158,21,"0,1329113924"
48,ORANGE,1911,"SUNRIDGE MIDDLE",1326,52,"0,03921568627"
48,ORANGE,1931,"LAKE NONA MIDDLE",1726,97,"0,05619930475"
48,ORANGE,1941,"WETHERBEE ELEMENTARY",965,37,"0,03834196891"
48,ORANGE,1951,"LAKE NONA HIGH",2410,233,"0,09668049792"
48,ORANGE,1971,"FORSYTH WOODS ELEMENTARY",873,108,"0,1237113402"
48,ORANGE,1991,"TIMBER LAKES ELEMENTARY",955,28,"0,02931937172"
48,ORANGE,5711,"JONES HIGH",1208,168,"0,13907284768"
48,ORANGE,5841,"ECCLESTON ELEMENTARY",843,100,"0,11862396204"
48,ORANGE,5861,"WASHINGTON SHORES ELEMENTARY",779,68,"0,08729139922"
48,ORANGE,5871,"CARVER MIDDLE",890,168,"0,18876404494"
48,ORANGE,7001,"ORANGE COUNTY VIRTUAL INSTRUCTION PROGRAM",126,0,0
48,ORANGE,7004,"ORANGE COUNTY VIRTUAL FRANCHISE",193,0,0
48,ORANGE,7023,"OCVS DIGITAL ACADEMY",40,0,0
48,ORANGE,8001,"JUVENILE ADDICTIONS RECEIVING FACILITY",222,0,0
48,ORANGE,8009,"ORANGE YOUTH ACADEMY",98,0,0
49,OSCEOLA,11,"HARMONY COMMUNITY SCHOOL",967,56,"0,05791106514"
49,OSCEOLA,40,"NARCOOSSEE MIDDLE SCHOOL",1197,79,"0,06599832915"
49,OSCEOLA,41,"DISCOVERY INTERMEDIATE SCHOOL",1392,58,"0,04166666666"
49,OSCEOLA,42,"KISSIMMEE ELEMENTARY SCHOOL",1309,104,"0,0794499618"
49,OSCEOLA,43,"NARCOOSSEE ELEMENTARY SCHOOL",903,47,"0,05204872646"
49,OSCEOLA,61,"CENTRAL AVENUE ELEMENTARY SCHOOL",941,99,"0,10520722635"
49,OSCEOLA,71,"HIGHLANDS ELEMENTARY SCHOOL",1159,129,"0,11130284728"
49,OSCEOLA,81,"OSCEOLA HIGH SCHOOL",2997,371,"0,12379045712"
49,OSCEOLA,91,"DENN JOHN MIDDLE SCHOOL",1179,64,"0,05428329092"
49,OSCEOLA,101,"THACKER AVENUE ELEMENTARY FOR INTERNATIONAL STUDIES",1121,92,"0,08206958073"
49,OSCEOLA,111,"ST. CLOUD ELEMENTARY SCHOOL",1075,35,"0,03255813953"
49,OSCEOLA,149,"RENAISSANCE CHARTER SCHOOL AT POINCIANA",1174,97,"0,08262350936"
49,OSCEOLA,151,"ACCLAIM ACADEMY OF FLORIDA INC",458,2,"0,00436681222"
