"Students Absent 21 or More Days by School
2014-15, Final Survey 5 - Revised as of 4/24/17",,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).",,,,,,
"Dist #","District Name","Schl #","School Name",Enrollments,"Absent 21 Days or Over","% Absent 21 or More Days"
36,LEE,4181,"OASIS CHARTER HIGH SCHOOL",739,18,"0,02435723951"
36,LEE,4211,"PIVOT CHARTER SCHOOL",275,149,"0,54181818181"
36,LEE,4212,"CITY OF PALMS CHARTER HIGH SCHOOL",352,262,"0,74431818181"
36,LEE,4221,"ACCELERATION MIDDLE CHARTER SCHOOL",203,89,"0,43842364532"
36,LEE,4223,"PALM ACRES CHARTER HIGH SCHOOL",404,239,"0,59158415841"
36,LEE,4231,"CAPE CORAL PREPARATORY AND FITNESS ACADEMY",269,30,"0,11152416356"
36,LEE,4241,"FORT MYERS PREPARATORY AND FITNESS ACADEMY",329,35,"0,10638297872"
36,LEE,4242,"NORTH NICHOLAS HIGH SCHOOL",660,387,"0,58636363636"
36,LEE,4251,"CORONADO HIGH SCHOOL",633,286,"0,45181674565"
36,LEE,4261,"GATEWAY CHARTER INTERMEDIATE SCHOOL",1132,80,"0,07067137809"
36,LEE,4274,"ISLAND PARK HIGH SCHOOL",319,162,"0,50783699059"
36,LEE,4281,"BONITA SPRINGS PREPARATORY AND FITNESS ACADEMY",412,21,"0,05097087378"
36,LEE,4302,"DJB TECHNICAL ACADEMY",259,58,"0,22393822393"
36,LEE,7004,"LEE COUNTY VIRTUAL FRANCHISE",239,22,"0,0920502092"
36,LEE,7023,"LEE COUNTY VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED)",91,13,"0,14285714285"
36,LEE,9123,"EARLY CHILDHOOD LEARNING SERVICES",386,131,"0,33937823834"
36,LEE,9450,"COUNTY WIDE EXCEPTIONAL CHILD PROGRAMS",226,5,"0,0221238938"
37,LEON,21,"LEON HIGH SCHOOL",2199,286,"0,13005911778"
37,LEON,31,"KATE SULLIVAN ELEMENTARY SCHOOL",1031,51,"0,04946653734"
37,LEON,32,"ELIZABETH COBB MIDDLE SCHOOL",993,91,"0,09164149043"
37,LEON,41,"FRANK HARTSFIELD ELEMENTARY SCHOOL",560,49,"0,0875"
37,LEON,51,"JAMES RICKARDS HIGH SCHOOL",1534,211,"0,13754889178"
37,LEON,71,"SABAL PALM ELEMENTARY SCHOOL",770,103,"0,13376623376"
37,LEON,91,"RUEDIGER ELEMENTARY SCHOOL",635,61,"0,09606299212"
37,LEON,92,"RAA MIDDLE SCHOOL",1031,81,"0,07856450048"
37,LEON,131,"WOODVILLE ELEMENTARY SCHOOL",549,67,"0,12204007285"
37,LEON,161,"AMOS P. GODBY HIGH SCHOOL",1503,308,"0,20492348636"
37,LEON,171,"OAK RIDGE ELEMENTARY SCHOOL",670,89,"0,13283582089"
37,LEON,191,"SECOND CHANCE AT GHAZVINI LEARNING CENTER",207,75,"0,36231884057"
37,LEON,204,SAIL,435,132,"0,30344827586"
37,LEON,222,"GRIFFIN MIDDLE SCHOOL",727,69,"0,09491059147"
37,LEON,231,"JOHN G RILEY ELEMENTARY SCHOOL",869,100,"0,11507479861"
37,LEON,291,"R. FRANK NIMS MIDDLE SCHOOL",659,131,"0,19878603945"
37,LEON,311,"PINEVIEW ELEMENTARY SCHOOL",564,75,"0,1329787234"
37,LEON,361,"LIVELY TECHNICAL CENTER",31,14,"0,45161290322"
37,LEON,381,"GILCHRIST ELEMENTARY SCHOOL",1146,35,"0,03054101221"
37,LEON,401,"ASTORIA PARK ELEMENTARY SCHOOL",780,44,"0,05641025641"
37,LEON,411,"GRETCHEN EVERHART SCHOOL",214,87,"0,40654205607"
37,LEON,421,"W T MOORE ELEMENTARY SCHOOL",674,29,"0,04302670623"
37,LEON,431,"SEALEY ELEMENTARY SCHOOL",660,27,"0,0409090909"
37,LEON,441,"APALACHEE ELEMENTARY SCHOOL",788,67,"0,08502538071"
37,LEON,451,"FAIRVIEW MIDDLE SCHOOL",1030,77,"0,07475728155"
37,LEON,452,"PACE SECONDARY SCHOOL",98,35,"0,35714285714"
37,LEON,481,"KILLEARN LAKES ELEMENTARY SCHOOL",920,28,"0,0304347826"
37,LEON,491,"CHAIRES ELEMENTARY SCHOOL",554,37,"0,06678700361"
37,LEON,501,"SPRINGWOOD ELEMENTARY SCHOOL",816,68,"0,08333333333"
37,LEON,511,"DESOTO TRAIL ELEMENTARY SCHOOL",729,38,"0,05212620027"
37,LEON,521,"BUCK LAKE ELEMENTARY SCHOOL",729,22,"0,03017832647"
37,LEON,531,"DEERLAKE MIDDLE SCHOOL",976,72,"0,0737704918"
37,LEON,561,"FORT BRADEN SCHOOL",952,142,"0,14915966386"
37,LEON,1091,"LINCOLN HIGH SCHOOL",2215,267,"0,12054176072"
37,LEON,1131,"HAWKS RISE ELEMENTARY SCHOOL",944,22,"0,02330508474"
37,LEON,1141,"LAWTON CHILES HIGH SCHOOL",2100,197,"0,0938095238"
37,LEON,1151,"SWIFT CREEK MIDDLE SCHOOL",822,40,"0,04866180048"
37,LEON,1161,"CANOPY OAKS ELEMENTARY SCHOOL",805,60,"0,07453416149"
37,LEON,1171,"ROBERTS ELEMENTARY SCHOOL",899,28,"0,03114571746"
37,LEON,1181,"BOND ELEMENTARY SCHOOL",919,128,"0,13928182807"
37,LEON,1201,"WILLIAM J MONTFORD III MIDDLE SCHOOL",1109,79,"0,07123534715"
37,LEON,1202,"J MICHAEL CONLEY ELEMENTARY SCHOOL AT SOUTHWOOD",1073,54,"0,05032618825"
37,LEON,1211,"SUCCESS ACADEMY AT GHAZVINI LEARNING CENTER",360,108,"0,3"
37,LEON,1402,"THE SCHOOL OF ARTS & SCIENCES",334,10,"0,02994011976"
37,LEON,1417,"STARS MIDDLE SCHOOL",201,27,"0,1343283582"
37,LEON,1421,"IMAGINE SCHOOL AT EVENING ROSE",411,53,"0,12895377128"
37,LEON,1441,"GOVERNOR'S CHARTER SCHOOL",785,24,"0,0305732484"
37,LEON,1442,"WOODVILLE MIDDLE SCHOOL OF LEADERSHIP THROUGH HISTORY AND CIVICS",85,0,0
37,LEON,1502,"LEON CO JUVENILE DETENTION CENTER",295,0,0
37,LEON,1503,"PACE CENTER FOR GIRLS",114,53,"0,4649122807"
37,LEON,1507,AMIKIDS,89,35,"0,39325842696"
37,LEON,1519,"LEON COUNTY JAIL",26,0,0
37,LEON,9006,PREK,180,68,"0,37777777777"
38,LEVY,21,"BRONSON MIDDLE/HIGH SCHOOL",653,131,"0,20061255742"
38,LEVY,23,"LEVY LEARNING ACADEMY",154,72,"0,46753246753"
38,LEVY,41,"CEDAR KEY HIGH SCHOOL",264,57,"0,2159090909"
38,LEVY,51,"CHIEFLAND MIDDLE HIGH SCHOOL",861,205,"0,23809523809"
38,LEVY,60,"WHISPERING WINDS CHARTER SCHOOL",124,21,"0,1693548387"
38,LEVY,62,"NATURE COAST MIDDLE SCHOOL",95,18,"0,18947368421"
38,LEVY,91,"WILLISTON HIGH SCHOOL",577,107,"0,18544194107"
38,LEVY,92,"JOYCE M. BULLOCK ELEMENTARY SCHOOL",662,163,"0,24622356495"
38,LEVY,101,"WILLISTON MIDDLE SCHOOL",467,62,"0,13276231263"
38,LEVY,111,"YANKEETOWN SCHOOL",265,88,"0,33207547169"
38,LEVY,231,"WILLISTON ELEMENTARY SCHOOL",453,121,"0,26710816777"
38,LEVY,241,"CHIEFLAND ELEMENTARY SCHOOL",914,317,"0,34682713347"
38,LEVY,1011,"BRONSON ELEMENTARY SCHOOL",711,176,"0,24753867791"
38,LEVY,7001,"LEVY VIRTUAL INSTRUCTION PROGRAM",11,0,0
39,LIBERTY,21,"LIBERTY COUNTY HIGH SCHOOL",349,100,"0,28653295128"
39,LIBERTY,31,"W. R. TOLAR K-8 SCHOOL",622,136,"0,21864951768"
39,LIBERTY,41,"HOSFORD ELEMENTARY JUNIOR HIGH SCHOOL",414,119,"0,28743961352"
39,LIBERTY,51,"LIBERTY WILDERNESS CROSSROADS",77,0,0
39,LIBERTY,53,"APALACHICOLA FOREST YOUTH ACADEMY",85,2,"0,02352941176"
39,LIBERTY,71,"LIBERTY LEARNING CENTER",49,23,"0,4693877551"
39,LIBERTY,81,"LIBERTY EARLY LEARNING CENTER",115,0,0
40,MADISON,11,"MADISON COUNTY HIGH SCHOOL",652,232,"0,35582822085"
40,MADISON,41,"MADISON COUNTY CENTRAL SCHOOL",1300,191,"0,14692307692"
40,MADISON,91,"GREENVILLE ELEMENTARY SCHOOL",164,13,"0,07926829268"
40,MADISON,101,"LEE ELEMENTARY SCHOOL",283,30,"0,10600706713"
40,MADISON,111,"PINETTA ELEMENTARY SCHOOL",244,28,"0,11475409836"
40,MADISON,120,"NEW MILLENNIUM CHARTER SCHOOL",22,0,0
40,MADISON,121,"JAMES MADISON PREPARATORY CHARTER HIGH SCHOOL",95,16,"0,16842105263"
40,MADISON,900,"TWIN OAKS ACADEMY",76,0,0
40,MADISON,925,"JOANN BRIDGES ACADEMY",45,0,0
40,MADISON,950,"MADISON COUNTY EXCEL ALTERNATIVE EDUCATION CENTER",70,25,"0,35714285714"
40,MADISON,7001,"MADISON VIRTUAL INSTRUCTION PROGRAM",66,1,"0,01515151515"
41,MANATEE,31,"ANNA MARIA ELEMENTARY SCHOOL",285,15,"0,05263157894"
41,MANATEE,51,"BALLARD ELEMENTARY SCHOOL",577,62,"0,10745233968"
41,MANATEE,61,"BAYSHORE ELEMENTARY SCHOOL",898,114,"0,12694877505"
41,MANATEE,72,"BAYSHORE HIGH SCHOOL",1656,508,"0,30676328502"
41,MANATEE,91,"DUETTE ELEMENTARY SCHOOL",20,4,"0,2"
41,MANATEE,151,"MANATEE ELEMENTARY SCHOOL",613,75,"0,12234910277"
41,MANATEE,181,"MANATEE HIGH SCHOOL",2550,610,"0,23921568627"
41,MANATEE,212,"CENTRAL HIGH SCHOOL",290,161,"0,55517241379"
41,MANATEE,221,"JESSIE P. MILLER ELEMENTARY SCHOOL",914,62,"0,06783369803"
41,MANATEE,231,"MYAKKA CITY ELEMENTARY SCHOOL",283,23,"0,0812720848"
41,MANATEE,261,"ONECO ELEMENTARY SCHOOL",643,83,"0,12908242612"
41,MANATEE,271,"ORANGE RIDGE-BULLOCK ELEMENTARY",890,143,"0,1606741573"
41,MANATEE,281,"PALM VIEW ELEMENTARY SCHOOL",445,44,"0,09887640449"
41,MANATEE,291,"PALMA SOLA ELEMENTARY SCHOOL",629,26,"0,0413354531"
41,MANATEE,301,"PALMETTO ELEMENTARY SCHOOL",768,49,"0,06380208333"
41,MANATEE,351,"PALMETTO HIGH SCHOOL",2241,698,"0,3114680946"
41,MANATEE,381,"ROBERT H. PRINE ELEMENTARY SCHOOL",970,107,"0,11030927835"
41,MANATEE,411,"BLANCHE H. DAUGHTREY ELEMENTARY",887,108,"0,12175873731"
41,MANATEE,421,"SAMOSET ELEMENTARY SCHOOL",618,44,"0,071197411"
41,MANATEE,431,"SOUTHEAST HIGH SCHOOL",1626,334,"0,20541205412"
41,MANATEE,491,"LINCOLN MIDDLE SCHOOL",624,120,"0,1923076923"
41,MANATEE,521,"JAMES TILLMAN ELEMENTARY MAGNET SCHOOL",678,55,"0,08112094395"
41,MANATEE,541,"BLACKBURN ELEMENTARY SCHOOL",529,44,"0,0831758034"
41,MANATEE,571,"FRANCES WAKELAND ELEMENTARY SCHOOL",563,26,"0,04618117229"
41,MANATEE,581,"W. D. SUGG MIDDLE SCHOOL",918,207,"0,22549019607"
41,MANATEE,591,"SARA SCOTT HARLLEE MIDDLE SCHOOL",562,127,"0,22597864768"
41,MANATEE,601,"H. S. MOODY ELEMENTARY SCHOOL",773,79,"0,1021992238"
41,MANATEE,611,"MARTHA B. KING MIDDLE SCHOOL",1291,221,"0,1711851278"
41,MANATEE,621,"FLORINE J ABEL ELEMENTARY SCHOOL",637,59,"0,09262166405"
41,MANATEE,631,"IDA M. STEWART ELEMENTARY SCHOOL",435,22,"0,05057471264"
41,MANATEE,641,"WILLIAM H. BASHAW ELEMENTARY",686,63,"0,09183673469"
41,MANATEE,651,"BRADEN RIVER ELEMENTARY SCHOOL",722,49,"0,06786703601"
41,MANATEE,652,"BRADEN RIVER MIDDLE SCHOOL",1070,135,"0,12616822429"
41,MANATEE,671,"SEA BREEZE ELEMENTARY SCHOOL",754,83,"0,11007957559"
41,MANATEE,681,"TARA ELEMENTARY SCHOOL",666,52,"0,07807807807"
41,MANATEE,691,"LOUISE R. JOHNSON MIDDLE SCHOOL",514,49,"0,09533073929"
41,MANATEE,701,"GENE WITT ELEMENTARY SCHOOL",770,24,"0,03116883116"
41,MANATEE,711,"CARLOS E. HAILE MIDDLE SCHOOL",1145,104,"0,09082969432"
41,MANATEE,721,"LAKEWOOD RANCH HIGH SCHOOL",2416,278,"0,11506622516"
41,MANATEE,731,"HORIZONS ACADEMY",842,427,"0,50712589073"
41,MANATEE,741,"KINNAN ELEMENTARY SCHOOL",724,57,"0,07872928176"
41,MANATEE,752,"R. DAN NOLAN MIDDLE SCHOOL",1180,66,"0,05593220338"
41,MANATEE,761,"ELECTA LEE MAGNET MIDDLE SCHOOL",1109,133,"0,11992786293"
41,MANATEE,762,"BRADEN RIVER HIGH SCHOOL",2120,319,"0,15047169811"
41,MANATEE,771,"GILBERT W MCNEAL ELEMENTARY SCHOOL",822,25,"0,0304136253"
41,MANATEE,781,"FREEDOM ELEMENTARY SCHOOL",878,45,"0,05125284738"
41,MANATEE,791,"VIRGIL MILLS ELEMENTARY SCHOOL",1265,67,"0,05296442687"
41,MANATEE,801,"ROBERT WILLIS ELEMENTARY SCHOOL",772,32,"0,0414507772"
41,MANATEE,811,"ANNIE LUCY WILLIAMS ELEMENTARY SCHOOL",998,49,"0,04909819639"
41,MANATEE,821,"B.D. GULLETT ELEMENTARY SCHOOL",764,35,"0,04581151832"
41,MANATEE,831,"G.D. ROGERS GARDEN ELEMENTARY",322,44,"0,13664596273"
41,MANATEE,842,"BUFFALO CREEK MIDDLE SCHOOL",1182,164,"0,13874788494"
41,MANATEE,2003,"EASTER SEALS",27,8,"0,29629629629"
41,MANATEE,2004,"PACE CENTER FOR GIRLS",81,36,"0,44444444444"
41,MANATEE,2007,"JUST FOR GIRLS",59,20,"0,33898305084"
41,MANATEE,2011,"ACCESS TO EDUCATION",41,2,"0,0487804878"
41,MANATEE,2014,"PINNACLE ACADEMY, INC.",15,0,0
41,MANATEE,2051,"JUVENILE DETENTION CENTER",402,0,0
41,MANATEE,2053,"HOSPITAL HOMEBOUND INSTRUCTION",*,*,*
41,MANATEE,2054,"MANATEE GLENS",28,0,0
41,MANATEE,2056,"PALMSHORES BEHAVIOR HEALTH CENTER",191,0,0
41,MANATEE,2063,"PALMETTO YOUTH ACADEMY",91,0,0
41,MANATEE,2066,"MANATEE COMMUNITY ACTION AGENCY-HEAD START",55,0,0
41,MANATEE,2068,"THE PORT ACADEMY",35,23,"0,65714285714"
41,MANATEE,2101,"MANATEE SCHOOL OF ARTS/SCIENCES",172,12,"0,06976744186"
41,MANATEE,2102,"TEAM SUCCESS A SCHOOL OF EXCELLENCE",416,28,"0,0673076923"
41,MANATEE,2104,"MANATEE SCHOOL FOR THE ARTS",1807,222,"0,1228555617"
41,MANATEE,2121,"MANATEE CHARTER SCHOOL",819,32,"0,03907203907"
41,MANATEE,2122,"OASIS MIDDLE SCHOOL",124,11,"0,08870967741"
41,MANATEE,2123,"IMAGINE CHARTER SCHOOL AT NORTH MANATEE",572,33,"0,05769230769"
41,MANATEE,2124,"IMAGINE CHARTER AT LAKEWOOD RANCH",454,46,"0,1013215859"
41,MANATEE,2131,"PALMETTO CHARTER SCHOOL",378,4,"0,01058201058"
41,MANATEE,2141,"STATE COLLEGE OF FLORIDA COLLEGIATE SCHOOL",516,9,"0,01744186046"
41,MANATEE,2151,"JUST FOR GIRLS ACADEMY",135,23,"0,17037037037"
41,MANATEE,2161,"VISIBLE MEN ACADEMY",113,14,"0,1238938053"
41,MANATEE,2171,"WILLIAM MONROE ROWLETT ACADEMY FOR ARTS AND COMMUNICATION",906,27,"0,0298013245"
41,MANATEE,7001,"MANATEE VIRTUAL INSTRUCTION PROGRAM",12,0,0
41,MANATEE,7004,"MANATEE VIRTUAL FRANCHISE (ETECH SCHOOL OF MANATEE)",87,0,0
42,MARION,51,"HOWARD MIDDLE SCHOOL",1364,124,"0,0909090909"
42,MARION,71,"ANTHONY ELEMENTARY SCHOOL",415,23,"0,05542168674"
42,MARION,91,"BELLEVIEW ELEMENTARY SCHOOL",811,81,"0,09987669543"
42,MARION,101,"BELLEVIEW-SANTOS ELEMENTARY SCHOOL",651,49,"0,0752688172"
42,MARION,162,"REDDICK-COLLIER ELEMENTARY SCHOOL",404,28,"0,06930693069"
42,MARION,172,"DUNNELLON MIDDLE SCHOOL",744,105,"0,14112903225"
42,MARION,181,"EAST MARION ELEMENTARY SCHOOL",812,137,"0,16871921182"
42,MARION,191,"EIGHTH STREET ELEMENTARY SCHOOL",383,9,"0,02349869451"
42,MARION,211,"FESSENDEN ELEMENTARY SCHOOL",596,54,"0,09060402684"
42,MARION,221,"FORT KING MIDDLE SCHOOL",1214,151,"0,12438220757"
42,MARION,251,"WARD-HIGHLANDS ELEMENTARY SCHOOL",970,58,"0,05979381443"
42,MARION,281,"LAKE WEIR MIDDLE SCHOOL",1540,305,"0,19805194805"
42,MARION,291,"MADISON STREET ACADEMY OF VISUAL AND PERFORMING ARTS",403,2,"0,00496277915"
42,MARION,311,"DR N H JONES ELEMENTARY SCHOOL",661,2,"0,0030257186"
42,MARION,331,"NORTH MARION HIGH SCHOOL",1455,202,"0,13883161512"
42,MARION,341,"OAKCREST ELEMENTARY SCHOOL",929,111,"0,11948331539"
42,MARION,351,"FOREST HIGH SCHOOL",2238,280,"0,12511170688"
42,MARION,361,"OSCEOLA MIDDLE SCHOOL",1009,80,"0,0792864222"
42,MARION,381,"SPARR ELEMENTARY SCHOOL",439,42,"0,09567198177"
42,MARION,391,"SOUTH OCALA ELEMENTARY SCHOOL",825,76,"0,09212121212"
42,MARION,401,"STANTON-WEIRSDALE ELEMENTARY SCHOOL",638,83,"0,13009404388"
42,MARION,431,"WYOMINA PARK ELEMENTARY SCHOOL",839,110,"0,13110846245"
42,MARION,461,"VANGUARD HIGH SCHOOL",1818,259,"0,14246424642"
42,MARION,471,HILLCREST,191,43,"0,22513089005"
42,MARION,491,"NORTH MARION MIDDLE SCHOOL",901,92,"0,10210876803"
42,MARION,501,"LAKE WEIR HIGH SCHOOL",1838,370,"0,20130576713"
42,MARION,521,"DUNNELLON HIGH SCHOOL",1199,234,"0,19516263552"
42,MARION,531,"FORT MCCOY SCHOOL",1154,186,"0,16117850953"
42,MARION,541,"OCALA SPRINGS ELEMENTARY SCHOOL",766,79,"0,10313315926"
42,MARION,551,"SHADY HILL ELEMENTARY SCHOOL",813,44,"0,0541205412"
42,MARION,561,"EMERALD SHORES ELEMENTARY SCHOOL",846,93,"0,10992907801"
42,MARION,571,"SUNRISE ELEMENTARY SCHOOL",991,122,"0,12310797174"
42,MARION,581,"EVERGREEN ELEMENTARY SCHOOL",721,65,"0,09015256588"
42,MARION,591,"HARBOUR VIEW ELEMENTARY SCHOOL",974,134,"0,13757700205"
42,MARION,611,"MAPLEWOOD ELEMENTARY SCHOOL",834,70,"0,08393285371"
42,MARION,621,"ROMEO ELEMENTARY SCHOOL",838,94,"0,1121718377"
42,MARION,631,"BELLEVIEW MIDDLE SCHOOL",1114,160,"0,14362657091"
42,MARION,641,"DUNNELLON ELEMENTARY SCHOOL",841,118,"0,14030915576"
42,MARION,651,"COLLEGE PARK ELEMENTARY SCHOOL",931,116,"0,1245972073"
42,MARION,661,"BELLEVIEW HIGH SCHOOL",1702,243,"0,14277320799"
42,MARION,671,"GREENWAY ELEMENTARY SCHOOL",852,55,"0,06455399061"
42,MARION,681,"SADDLEWOOD ELEMENTARY SCHOOL",1050,83,"0,07904761904"
42,MARION,691,"LIBERTY MIDDLE SCHOOL",1278,164,"0,1283255086"
42,MARION,701,"WEST PORT HIGH SCHOOL",2826,365,"0,12915782024"
42,MARION,711,"HAMMETT BOWEN JR. ELEMENTARY SCHOOL",834,56,"0,06714628297"
42,MARION,721,"HORIZON ACADEMY AT MARION OAKS",895,120,"0,13407821229"
42,MARION,731,"MARION OAKS ELEMENTARY SCHOOL",1001,119,"0,11888111888"
42,MARION,741,"LEGACY ELEMENTARY SCHOOL",804,68,"0,08457711442"
42,MARION,7004,"MARION VIRTUAL FRANCHISE",101,0,0
42,MARION,9346,"STUDENT SERVICES/ESE",64,1,"0,015625"
42,MARION,9401,"MARION TECHNICAL INSTITUTE",326,39,"0,11963190184"
42,MARION,9412,"COMMUNITY TECHNICAL & ADULT EDUCATION CENTER",42,14,"0,33333333333"
42,MARION,9618,"SILVER RIVER MENTORING AND INSTRUCTION",405,154,"0,38024691358"
42,MARION,9670,"MARION CHARTER SCHOOL",211,17,"0,08056872037"
42,MARION,9680,"MCINTOSH AREA SCHOOL",111,17,"0,15315315315"
42,MARION,9690,"FRANCIS MARION MILITARY ACADEMY",126,21,"0,16666666666"
42,MARION,9695,"FRANCIS MARION CHARTER SCHOOL",94,10,"0,10638297872"
42,MARION,9721,"MARION YOUTH ACADEMY",86,0,0
42,MARION,9722,"MARION REG. JUVENILE DETENTION CENTER",365,0,0
42,MARION,9724,"MCSO JUVENILES",174,0,0
42,MARION,9727,"ARC BIRTH-22",63,37,"0,5873015873"
42,MARION,9731,"KINGSBURY ACADEMY",338,98,"0,2899408284"
42,MARION,9733,"PREK SPEECH AND LANGUAGE STUDENT SERVICES",113,17,"0,15044247787"
42,MARION,9734,"PACE CENTER FOR GIRLS, INC.",128,60,"0,46875"
42,MARION,9736,"CATAPULT ACADEMY",321,218,"0,67912772585"
42,MARION,9737,"MCSO ADULTS",33,6,"0,18181818181"
43,MARTIN,21,"STUART MIDDLE SCHOOL",1052,129,"0,12262357414"
43,MARTIN,25,"SEA WIND ELEMENTARY SCHOOL",767,25,"0,03259452411"
43,MARTIN,31,"MARTIN COUNTY HIGH SCHOOL",2257,153,"0,06778910057"
43,MARTIN,51,"J. D. PARKER SCHOOL OF TECHNOLOGY",781,46,"0,05889884763"
43,MARTIN,61,"PALM CITY ELEMENTARY SCHOOL",724,31,"0,04281767955"
43,MARTIN,69,"PORT SALERNO LEARNING CENTER",22,1,"0,04545454545"
43,MARTIN,70,"RIVERBEND ACADEMY",338,0,0
43,MARTIN,71,"ESE HOMEBOUND",48,4,"0,08333333333"
43,MARTIN,73,"SPECTRUM JUNIOR/SENIOR HIGH SCHOOL",197,41,"0,20812182741"
43,MARTIN,80,"PROJECT SEARCH",11,1,"0,0909090909"
43,MARTIN,81,"MURRAY MIDDLE SCHOOL",820,51,"0,06219512195"
43,MARTIN,101,"PORT SALERNO ELEMENTARY SCHOOL",856,49,"0,05724299065"
43,MARTIN,111,"HOBE SOUND ELEMENTARY SCHOOL",673,44,"0,06537890044"
43,MARTIN,131,"WARFIELD ELEMENTARY SCHOOL",794,26,"0,03274559193"
43,MARTIN,133,"TEEN PARENT INDIANTOWN",15,7,"0,46666666666"
43,MARTIN,211,"JENSEN BEACH ELEMENTARY SCHOOL",688,30,"0,04360465116"
43,MARTIN,221,"INDIANTOWN MIDDLE SCHOOL",532,16,"0,03007518796"
43,MARTIN,241,"SOUTH FORK HIGH SCHOOL",2041,251,"0,12297893189"
43,MARTIN,291,"PINEWOOD ELEMENTARY SCHOOL",876,39,"0,04452054794"
43,MARTIN,294,"CHALLENGER SCHOOL",50,21,"0,42"
43,MARTIN,301,"CRYSTAL LAKE ELEMENTARY SCHOOL",635,22,"0,03464566929"
43,MARTIN,321,"HIDDEN OAKS MIDDLE SCHOOL",1073,46,"0,04287045666"
43,MARTIN,331,"BESSEY CREEK ELEMENTARY SCHOOL",587,10,"0,01703577512"
43,MARTIN,341,"FELIX A WILLIAMS ELEMENTARY SCHOOL",724,37,"0,05110497237"
43,MARTIN,351,"JENSEN BEACH HIGH SCHOOL",1863,129,"0,06924315619"
43,MARTIN,361,"DR. DAVID L. ANDERSON MIDDLE SCHOOL",1001,91,"0,0909090909"
43,MARTIN,371,"CITRUS GROVE ELEMENTARY",657,30,"0,04566210045"
43,MARTIN,400,"CLARK ADVANCED LEARNING CENTER",251,1,"0,00398406374"
43,MARTIN,410,"THE HOPE CHARTER CENTER FOR AUTISM",36,12,"0,33333333333"
43,MARTIN,5003,"PREKINDERGARTEN PROGRAMS",291,59,"0,20274914089"
43,MARTIN,5004,"PK EARLY INTERVENTION",205,23,"0,11219512195"
43,MARTIN,9063,"MARTIN COUNTY JAIL",11,0,0
43,MARTIN,9073,"MARTIN COUNTY GIRLS ACADEMY",28,0,0
44,MONROE,41,"CORAL SHORES HIGH SCHOOL",783,49,"0,0625798212"
44,MONROE,101,"KEY WEST HIGH SCHOOL",1267,143,"0,11286503551"
44,MONROE,106,"KEYS CENTER",19,0,0
44,MONROE,111,"HORACE O'BRYANT SCHOOL",1192,95,"0,07969798657"
44,MONROE,131,"MARATHON SCHOOL",718,107,"0,14902506963"
44,MONROE,151,"ACADEMIC CONNECTIONS FOR EXCELLENCE",23,0,0
44,MONROE,161,"POINCIANA ELEMENTARY SCHOOL",698,46,"0,06590257879"
44,MONROE,201,"SUGARLOAF SCHOOL",625,39,"0,0624"
44,MONROE,251,"STANLEY SWITLIK ELEMENTARY SCHOOL",641,43,"0,0670826833"
44,MONROE,291,"KEY LARGO SCHOOL",922,84,"0,09110629067"
44,MONROE,294,"MONROE JUVENILE DETENTION CENTER",23,0,0
44,MONROE,295,"HURRICANE ISLAND OUTWARD BOUND",100,0,0
44,MONROE,311,"GERALD ADAMS ELEMENTARY SCHOOL",618,29,"0,04692556634"
44,MONROE,321,"PLANTATION KEY SCHOOL",503,34,"0,06759443339"
44,MONROE,341,"SIGSBEE CHARTER SCHOOL",528,12,"0,02272727272"
44,MONROE,351,"KEY WEST MONTESSORI CHARTER SCHOOL, INC",156,11,"0,07051282051"
44,MONROE,371,"TREASURE VILLAGE MONTESSORI CHARTER SCHOOL",220,15,"0,06818181818"
44,MONROE,381,"OCEAN STUDIES CHARTER",108,7,"0,06481481481"
44,MONROE,382,"KEY WEST COLLEGIATE SCHOOL",91,10,"0,10989010989"
44,MONROE,391,"BIG PINE ACADEMY",202,2,"0,00990099009"
44,MONROE,7004,"MONROE VIRTUAL FRANCHISE",*,*,*
44,MONROE,7023,"MONROE VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED)",*,*,*
45,NASSAU,31,"FERNANDINA BEACH MIDDLE SCHOOL",675,41,"0,06074074074"
45,NASSAU,71,"SOUTHSIDE ELEMENTARY SCHOOL",613,33,"0,05383360522"
45,NASSAU,81,"EMMA LOVE HARDEE ELEMENTARY",638,37,"0,0579937304"
45,NASSAU,102,"YULEE ELEMENTARY SCHOOL",918,48,"0,05228758169"
45,NASSAU,121,"CALLAHAN ELEMENTARY SCHOOL",629,73,"0,1160572337"
45,NASSAU,131,"CALLAHAN MIDDLE SCHOOL",852,155,"0,18192488262"
45,NASSAU,151,"HILLIARD MIDDLE-SENIOR HIGH",818,102,"0,12469437652"
45,NASSAU,181,"BRYCEVILLE ELEMENTARY SCHOOL",215,17,"0,07906976744"
45,NASSAU,191,"WEST NASSAU COUNTY HIGH SCHOOL",1058,195,"0,1843100189"
45,NASSAU,221,"YULEE MIDDLE SCHOOL",968,97,"0,10020661157"
45,NASSAU,231,"YULEE HIGH SCHOOL",1244,267,"0,21463022508"
45,NASSAU,241,"HILLIARD ELEMENTARY SCHOOL",788,76,"0,0964467005"
