" COURSE ENROLLMENT BY DISTRICT, BY COURSE ",,,,
"SCHOOL YEAR 2014-15",,,,
"SURVEY 3 PRELIMINARY DATA (as of  04/10/15) ",,,,
"Source:  2014-15 Automated Student Database, Bureau of Education Information and Accountability Services (EIAS)",,,,
"DIST #",DISTRICT,"COURSE #","COURSE TITLE",ENROLLMENT
45,NASSAU,1008070,"M/J READ 3",1
45,NASSAU,1009300,"WRIT 1",1
45,NASSAU,1200310,"ALG 1",694
45,NASSAU,1200315,"ALG 1 CR",13
45,NASSAU,1200320,"ALG 1 HON",372
45,NASSAU,1200330,"ALG 2",389
45,NASSAU,1200335,"ALG 2 CR",7
45,NASSAU,1200340,"ALG 2 HON",175
45,NASSAU,1200370,"ALG 1-A",12
45,NASSAU,1200375,"ALG 1-A CR",2
45,NASSAU,1200380,"ALG 1-B",2
45,NASSAU,1200385,"ALG 1-B CR",1
45,NASSAU,1200400,"INTENS MATH",7
45,NASSAU,1200700,"MATH COLL READINESS",143
45,NASSAU,1202300,"CALCULUS HON",31
45,NASSAU,1202310,"AP CALCULUS AB",11
45,NASSAU,1202340,"PRE-CALCULUS HON",85
45,NASSAU,1204000,"M/J INTENS MATH (MC)",3
45,NASSAU,1205010,"M/J MATH 1",743
45,NASSAU,1205020,"M/J MATH 1 ADV",68
45,NASSAU,1205040,"M/J MATH 2",533
45,NASSAU,1205050,"M/J MATH 2, ADV",326
45,NASSAU,1205070,"M/J PRE-ALG",436
45,NASSAU,1206300,"INF GEO",2
45,NASSAU,1206310,GEO,647
45,NASSAU,1206315,"GEO CR",1
45,NASSAU,1206320,"GEO HON",175
45,NASSAU,1207300,"LIB ARTS MATH 1",75
45,NASSAU,1207310,"LIB ARTS MATH 2",1
45,NASSAU,1210320,"AP STAT",22
45,NASSAU,1300300,"MUS THEORY 1",6
45,NASSAU,1300340,"MUSIC WORLD",86
45,NASSAU,1301320,"GUITAR 1",18
45,NASSAU,1301330,"GUITAR 2",5
45,NASSAU,1301340,"GUITAR 3",5
45,NASSAU,1302000,"M/J BAND 1",131
45,NASSAU,1302010,"M/J BAND 2",125
45,NASSAU,1302020,"M/J BAND 3",110
45,NASSAU,1302030,"M/J BAND 4",1
45,NASSAU,1302090,"M/J INSTRU TECNQS 2",1
45,NASSAU,1302300,"BAND 1",8
45,NASSAU,1302310,"BAND 2",9
45,NASSAU,1302320,"BAND 3",5
45,NASSAU,1302330,"BAND 4",2
45,NASSAU,1302340,"BAND 5 HON",1
45,NASSAU,1302420,"INSTRU TECNQS 1",16
45,NASSAU,1302430,"INSTRU TECNQS 2",23
45,NASSAU,1302440,"INSTRU TECNQS 3",9
45,NASSAU,1302450,"INSTRU TECNQS 4 HON",1
45,NASSAU,1302460,"INSTRU ENS 1",29
45,NASSAU,1302470,"INSTRU ENS 2",11
45,NASSAU,1302490,"INSTRU ENS 4 HON",11
45,NASSAU,1302500,"JAZZ ENS 1",6
45,NASSAU,1302510,"JAZZ ENS 2",2
45,NASSAU,1303000,"M/J CHORUS 1",24
45,NASSAU,1303300,"CHORUS 1",24
45,NASSAU,1303310,"CHORUS 2",11
45,NASSAU,1400330,"PEER COUN 4",6
45,NASSAU,1500000,"M/J ADAP PE IEP/504",11
45,NASSAU,1501300,"PERS FIT",2
45,NASSAU,1501310,"FIT LIFST DESIGN",56
45,NASSAU,1501320,"FIT ISSUES FOR ADOL",57
45,NASSAU,1501340,"WEIGHT TRAIN 1",89
45,NASSAU,1501350,"WEIGHT TRAIN 2",129
45,NASSAU,1501360,"WEIGHT TRAIN 3",40
45,NASSAU,1501380,"PERS FIT TRAINER",50
45,NASSAU,1501410,"POWER WEIGHT TRAIN 1",95
45,NASSAU,1502410,"INDIV/DUAL SPRTS 1",53
45,NASSAU,1502420,"INDIV/DUAL SPRTS 2",44
45,NASSAU,1502430,"INDIV/DUAL SPRTS 3",12
45,NASSAU,1502470,REC,47
45,NASSAU,1502480,"OUTDOOR ED",85
45,NASSAU,1503350,"TEAM SPRTS 1",141
45,NASSAU,1503360,"TEAM SPRTS 2",154
45,NASSAU,1503400,"AEROBICS 1",19
45,NASSAU,1505500,"VOLLEYBALL 1",59
45,NASSAU,1505510,"VOLLEYBALL 2",55
45,NASSAU,1506320,"HOPE-PE V",318
45,NASSAU,1508000,"M/J FITNESS GRADE 6",331
45,NASSAU,1508600,"M/J COMPRE GRDE 6/7",420
45,NASSAU,1508700,"M/J COMPRE GDE 7/8",472
45,NASSAU,1700000,"M/J RESEARCH 1",67
45,NASSAU,1700010,"M/J RESEARCH 2",76
45,NASSAU,1700020,"M/J RESEARCH 3",104
45,NASSAU,1700060,"M/J CAREER RES & DEC",178
45,NASSAU,1700100,"M/J CRIT THINK",2
45,NASSAU,1700110,"M/J AVID 6TH",16
45,NASSAU,1700120,"M/J AVID 7TH",17
45,NASSAU,1700130,"M/J AVID 8TH",38
45,NASSAU,1700300,"RESEARCH 1",73
45,NASSAU,1700310,"RESEARCH 2",33
45,NASSAU,1700320,"RESEARCH 3",12
45,NASSAU,1700370,"CRIT THINK ST SKLS",37
45,NASSAU,1700380,"CAR RESA&DECI MAK",4
45,NASSAU,1700390,"AVID 1",59
45,NASSAU,1700400,"AVID 2",46
45,NASSAU,1700410,"AVID 3",11
45,NASSAU,1700420,"AVID 4",6
45,NASSAU,1800300,"AF AERO SCI 1",2
45,NASSAU,1800310,"AF AERO SCI 2",52
45,NASSAU,1800320,"AF AERO SCI 3",3
45,NASSAU,1800330,"AF AEROSCI 4 LEADDEV",4
45,NASSAU,1800350,"AF AERO SCI 4 TRANSP",14
45,NASSAU,1800360,"AF AERO SCI 4",20
45,NASSAU,1900300,"DRIVER ED CLASS",6
45,NASSAU,2000010,"M/J LIF SCI",1
45,NASSAU,2000310,"BIO 1",350
45,NASSAU,2000315,"BIO 1 CR",5
45,NASSAU,2000320,"BIO 1 HON",246
45,NASSAU,2000340,"AP BIO",65
45,NASSAU,2000360,"ANAT PHYSIO HON",96
45,NASSAU,2001010,"M/J ERTH/SPA SCI",1
45,NASSAU,2001310,"ERTH/SPA SCI",57
45,NASSAU,2001320,"ERTH/SPA SCI HON",14
45,NASSAU,2001340,"ENV SCI",60
45,NASSAU,2001380,"AP ENV SCI",13
45,NASSAU,2002040,"M/J COMPRE SCI 1",689
45,NASSAU,2002050,"M/J COMPRE SCI 1 ADV",75
45,NASSAU,2002070,"M/J COMPRE SCI 2",682
45,NASSAU,2002080,"M/J COMPRE SCI 2 ADV",91
45,NASSAU,2002100,"M/J COMPRE SCI 3",836
45,NASSAU,2002110,"M/J COMPRE SCI 3 ADV",86
45,NASSAU,2002480,"FORC SCI 1",50
45,NASSAU,2002510,"MARINE SCI 1 HON",1
45,NASSAU,2003010,"M/J PHY SCI",1
45,NASSAU,2003310,"PHY SCI",209
45,NASSAU,2003340,"CHEM 1",249
45,NASSAU,2003345,"CHEM 1 CR",1
45,NASSAU,2003350,"CHEM 1 HON",229
45,NASSAU,2003380,"PHYS 1",68
45,NASSAU,2003390,"PHYS 1 HON",113
45,NASSAU,2100010,"M/J US HIST",258
45,NASSAU,2100015,"M/J US HIST&CAR PLAN",286
45,NASSAU,2100310,"US HIST",288
45,NASSAU,2100315,"US HIST CR",2
45,NASSAU,2100320,"US HIST HON",214
45,NASSAU,2100330,"AP U.S. HIST",63
45,NASSAU,2100460,"EAST/WEST HERI HON",25
45,NASSAU,2100480,"VISIONS/COUNTER HON",30
45,NASSAU,2102310,ECONOMICS,320
45,NASSAU,2102320,"ECONOMICS HONORS",29
45,NASSAU,2102335,"ECON FIN LIT",2
45,NASSAU,2102360,"AP MICROECON",27
45,NASSAU,2102370,"AP MACROECON",24
45,NASSAU,2102390,"AMER ECON EXP HON",25
45,NASSAU,2103400,"AP HUMAN GEOG",117
45,NASSAU,2105020,"M/J WORLD CLTRS",1
45,NASSAU,2105310,"WORLD RELIGIONS",16
45,NASSAU,2105340,PHILOS,16
45,NASSAU,2106010,"M/J CIVICS",90
45,NASSAU,2106015,"M/J CIVICS",396
45,NASSAU,2106016,"M/J CIVICS & CAR PL",1
45,NASSAU,2106310,"US GOVT",286
45,NASSAU,2106320,"US GOVT HON",29
45,NASSAU,2106350,"LAW STUDIES",26
45,NASSAU,2106420,"AP US GOVT/POL",26
45,NASSAU,2107300,"PSYCH 1",25
45,NASSAU,2107350,"AP PSYCH",94
45,NASSAU,2109010,"M/J WORLD HIST",276
45,NASSAU,2109310,"WORLD HIST",349
45,NASSAU,2109315,"WORLD HIST CR",12
45,NASSAU,2109320,"WORLD HIST HON",184
45,NASSAU,2109380,"AP EURO HIST",77
45,NASSAU,2109420,"AP WORLD HIST",47
45,NASSAU,2200300,"NC STUDY HALL 1",122
45,NASSAU,2200310,"NC STUDY HALL 2",12
45,NASSAU,2200320,"NC STUDY HALL 3",29
45,NASSAU,2200330,"NC STUDY HALL 4",18
45,NASSAU,2400300,"LEAD SKLS DEV",131
45,NASSAU,2400310,"LEAD TECNQS",5
45,NASSAU,3026010,HOPE,245
45,NASSAU,5002000,"INTROD TO CPTRS",1589
45,NASSAU,5010020,"FNC BAS SKLS READ E",1
45,NASSAU,5010030,"FNC BAS SKLS COMMS E",1012
45,NASSAU,5010041,"LANG ARTS GRADE K",797
45,NASSAU,5010042,"LANG ARTS GRADE 1",855
45,NASSAU,5010043,"LANG ARTS GRADE 2",789
45,NASSAU,5010044,"LANG ARTS GRADE 3",798
45,NASSAU,5010045,"LANG ARTS GRADE 4",854
45,NASSAU,5010046,"LANG ARTS GRADE 5",801
45,NASSAU,5012020,"MATH GRADE K",797
45,NASSAU,5012030,"MATH GRADE ONE",855
45,NASSAU,5012040,"MATH GRADE TWO",789
45,NASSAU,5012050,"MATH GRADE THREE",798
45,NASSAU,5012060,"MATH GRADE FOUR",854
45,NASSAU,5012070,"MATH GRADE FIVE",801
45,NASSAU,5013060,"MUSIC - GRADE K",811
45,NASSAU,5013070,"MUSIC - GRADE 1",816
45,NASSAU,5013080,"MUSIC - GRADE 2",749
45,NASSAU,5013090,"MUSIC-INTERM 1",768
45,NASSAU,5013100,"MUSIC-INTERM 2",824
45,NASSAU,5013110,"MUSIC-INTERM 3",790
45,NASSAU,5015020,"PHYSICAL EDUCATION K",806
45,NASSAU,5015030,"PHYSICAL EDUCATION 1",852
45,NASSAU,5015040,"PHYSICAL EDUCATION 2",787
45,NASSAU,5015050,"PHYSICAL EDUCATION 3",801
45,NASSAU,5015060,"PHYSICAL EDUCATION 4",858
45,NASSAU,5015070,"PHYSICAL EDUCATION 5",811
45,NASSAU,5020010,"SCIENCE GRADE K",797
45,NASSAU,5020020,"SCIENCE GRADE ONE",855
45,NASSAU,5020030,"SCIENCE GRADE TWO",789
45,NASSAU,5020040,"SCIENCE GRADE THREE",798
45,NASSAU,5020050,"SCIENCE GRADE FOUR",854
45,NASSAU,5020060,"SCIENCE GRADE FIVE",801
45,NASSAU,5021030,"SOC STUDIES 1",855
45,NASSAU,5021040,"SOC STUDIES 2",789
45,NASSAU,5021050,"SOC STUDIES 3",798
45,NASSAU,5021060,"SOC STUDIES 4",854
45,NASSAU,5021070,"SOC STUDIES 5",801
45,NASSAU,5100560,"PK OTHER",5
45,NASSAU,7650130,"PK DISABS: 3-5",78
45,NASSAU,7710011,"ACCESS LANG ART - K",4
45,NASSAU,7710012,"ACCESS LANG ART - 1",4
45,NASSAU,7710013,"ACCESS LANG ART - 2",2
45,NASSAU,7710014,"ACCESS LANG ART - 3",4
45,NASSAU,7710015,"ACCESS LANG ART - 4",5
45,NASSAU,7710016,"ACCESS LANG ART - 5",10
45,NASSAU,7712015,"ACCESS MATH GRADE K",4
45,NASSAU,7712020,"ACCESS MATH GRADE 1",4
45,NASSAU,7712030,"ACCESS MATH GRADE 2",2
45,NASSAU,7712040,"ACCESS MATH GRADE 3",4
45,NASSAU,7712050,"ACCESS MATH GRADE 4",5
45,NASSAU,7712060,"ACCESS MATH GRADE 5",10
45,NASSAU,7715010,"PE: K-5",46
45,NASSAU,7720015,"ACCESS SCI GRADE K",4
45,NASSAU,7720020,"ACCESS SCI GRADE 1",4
45,NASSAU,7720030,"ACCESS SCI GRADE 2",2
45,NASSAU,7720040,"ACCESS SCI GRADE 3",4
45,NASSAU,7720050,"ACCESS SCI GRADE 4",5
45,NASSAU,7720060,"ACCESS SCI GRADE 5",10
45,NASSAU,7721011,"ACCESS SOC ST - K",3
45,NASSAU,7721012,"ACCESS SOC ST - 1",4
45,NASSAU,7721013,"ACCESS SOC ST - 2",2
45,NASSAU,7721014,"ACCESS SOC ST - 3",4
45,NASSAU,7721015,"ACCESS SOC ST - 4",5
45,NASSAU,7721016,"ACCESS SOC ST - 5",10
45,NASSAU,7755020,"H/H ACAD U SKLS:PK-5",2
45,NASSAU,7755040,"ADV ACAD: K-5 GIFTED",126
45,NASSAU,7763010,"U SKLS: PK-5",36
45,NASSAU,7763030,"SPEECH THRPY: PK-5",423
45,NASSAU,7763040,"LANG THRPY: PK-5",179
45,NASSAU,7763050,"OCCU THRPY: PK-5",197
45,NASSAU,7763070,"PHY THRPY: PK-5",81
45,NASSAU,7763080,"EXP CORE COMPET:PK-5",9
45,NASSAU,7763090,"EXP SKLS:PK-5",12
45,NASSAU,7810011,"ACCESS M/J LA 1",12
45,NASSAU,7810012,"ACCESS M/J LA 2",9
45,NASSAU,7810013,"ACCESS M/J LA 3",9
45,NASSAU,7812015,"ACCESS M/J MATH 1",13
45,NASSAU,7812020,"ACCESS M/J MATH 2",9
45,NASSAU,7812030,"ACCESS M/J MATH 3",6
45,NASSAU,7815010,"PE: 6-8",1
45,NASSAU,7820015,"ACCESS M/J COMPSCI 1",13
45,NASSAU,7820016,"ACCESS M/J COMPSCI 2",9
45,NASSAU,7820017,"ACCESS M/J COMPSCI 3",9
45,NASSAU,7821021,"ACCESS M/J CIVICS",9
45,NASSAU,7821022,"ACCESS M/J WRLD HIST",12
45,NASSAU,7821025,"ACCESS M/J US HIST",7
45,NASSAU,7821026,"ACCESS M/J USHI & CP",1
45,NASSAU,7855020,"HH INST SER: 6-8",2
45,NASSAU,7855040,"ADV ACAD: 6-8 GIFTED",98
45,NASSAU,7855042,"ADV ACAD:6-8&CP GIFT",19
45,NASSAU,7863020,"SPEECH AUD TRAIN:6-8",8
45,NASSAU,7863090,"LRNG STR: 6-8",86
45,NASSAU,7866030,"SPEECH THRPY: 6-8",45
45,NASSAU,7866040,"LANG THRPY: 6-8",34
45,NASSAU,7866050,"OCCU THRPY: 6-8",37
45,NASSAU,7866070,"PHY THRPY: 6-8",8
45,NASSAU,7900030,"H/H INSTR SERVS",6
45,NASSAU,7910100,"READ: 9-12",19
45,NASSAU,7910111,"ACCESS ENGLISH 1/2",20
45,NASSAU,7910112,"ACCESS ENGLISH 3/4",14
45,NASSAU,7912060,"ACCESS INF GEOMETRY",2
45,NASSAU,7912080,"ACCESS ALGEBRA 1A",16
45,NASSAU,7912090,"ACCESS ALGEBRA 1B",21
45,NASSAU,7912110,"FUND EXPLORS MATH 1",1
45,NASSAU,7915015,"ACCESS HOPE 9-12",2
45,NASSAU,7920015,"ACCESS BIOLOGY 1",8
45,NASSAU,7920020,"ACCESS E/S SCI",9
45,NASSAU,7920025,"ACCESS INTEG SCI 1",34
45,NASSAU,7920030,"FUND INTEG SCI 1",1
45,NASSAU,7921022,"ACCESS ECON FIN LIT",22
45,NASSAU,7921025,"ACCESS US HIST",2
45,NASSAU,7921030,"FUND WORLD HISTORY",17
45,NASSAU,7921330,"CAR ED: 9-12",15
45,NASSAU,7961010,"ACAD SKLS FNG LIV",1
45,NASSAU,7961030,"PERS HME SKL FNG LIV",16
45,NASSAU,7961040,"LEIS REC SKL FNG LIV",18
45,NASSAU,7961050,"COMMU SOC SKL",13
45,NASSAU,7963040,"EXPANDED SKILLS:9-12",11
45,NASSAU,7963050,"EXP CORE COMP: 9-12",5
45,NASSAU,7963070,"U SKLS: SOC&EMO 9-12",2
45,NASSAU,7963080,"LRNG STRATEGIES 9-12",103
45,NASSAU,7963180,"SPEECH&AUD TRNG9-12",1
45,NASSAU,7966010,"PHY THERAPY",4
45,NASSAU,7966020,"OCCU THERAPY",13
45,NASSAU,7966030,"SPEECH THRPY",28
45,NASSAU,7966040,"LANG THERAPY",60
45,NASSAU,7980110,"CAR PREP: 9-12",12
45,NASSAU,7980120,"CAR EXERIENCES: 9-12",27
45,NASSAU,7980130,"CAR PLACEMENT: 9-12",2
45,NASSAU,8106810,"AGRISCI FOUND 1",25
45,NASSAU,8106820,"AGRITECH 1",6
45,NASSAU,8106830,"AGRITECH 2",9
45,NASSAU,8200100,"BUSINESS DIR STUDY",54
45,NASSAU,8200110,"BUSINESS KEYBD",16
45,NASSAU,8200320,"APLD CPT BUS SK 1",118
45,NASSAU,8200330,"APLD CPT BUS SK 2",32
45,NASSAU,8200410,"BUSINESS COOP ED OJT",70
45,NASSAU,8201210,"DIG MEDIA/MM FOUND 1",47
45,NASSAU,8201220,"DIG MEDIA/MM FOUND 2",16
45,NASSAU,8201230,"DIG MEDIA/MM FOUND 3",4
45,NASSAU,8201240,"DIG MEDIA/MM FOUND 4",5
45,NASSAU,8207310,"INTROD TO INFO TECH",221
45,NASSAU,8208330,"GAME & SIM PGM",7
45,NASSAU,8208340,"MULTI-USER GAME&SIM",7
45,NASSAU,8209510,"DIGITAL DESIGN 1",86
45,NASSAU,8209520,"DIGITAL DESIGN 2",19
45,NASSAU,8209530,"DIGITAL DESIGN 3",8
45,NASSAU,8209540,"DIGITAL DESIGN 4",1
45,NASSAU,8209550,"DIGITAL DESIGN 5",1
45,NASSAU,8209560,"DIGITAL DESIGN 6",3
45,NASSAU,8212110,"ADM OFF TECH 1",67
45,NASSAU,8212120,"BUSINESS SOFTWARE 1",31
45,NASSAU,8216130,"BUSINESS INTERNSHIP",3
45,NASSAU,8218010,"CUSTOMER ASST 1",39
45,NASSAU,8218020,"CUSTOMER ASST 2",14
45,NASSAU,8300410,"DIV CAR TECH-OJT",29
45,NASSAU,8300430,"GUIDED WKPL LEARN",38
45,NASSAU,8303010,"DIV CAR TECH PRIN",29
45,NASSAU,8400100,"HSE DIR STUDY",32
45,NASSAU,8400320,"MEDICAL SKLS SERS",115
45,NASSAU,8417100,"HEALTH SCI 1",60
45,NASSAU,8417110,"HEALTH SCI 2",28
45,NASSAU,8417131,"ALLIED HEALTH ASSIS3",14
45,NASSAU,8417211,"NURSE AST 3",41
45,NASSAU,8500300,"PARENT SKLS",3
45,NASSAU,8600150,"TECH ISSUES",8
45,NASSAU,8600580,"AEROSPACE TECH 1",16
45,NASSAU,8708110,"PRIN BIOMED SCIENCES",24
45,NASSAU,8708120,"HUMAN BODY SYSTEMS",6
45,NASSAU,8708130,"MED INTERVENTIONS",9
45,NASSAU,8709420,"AUTO SERV TECH 2",19
45,NASSAU,8709460,"AUTO SERV TECH 6",7
45,NASSAU,8709470,"AUTO SERV TECH 7",9
45,NASSAU,8713020,"A/C&REFG & HT TECH 2",13
45,NASSAU,8720310,"BLDG CONST TECH 1",90
45,NASSAU,8720320,"BLDG CONST TECH 2",21
45,NASSAU,8720330,"BLDG CONST TECH 3",13
45,NASSAU,8720340,"BLDG CONST TECH 4",3
45,NASSAU,8720350,"BLDG CONST TECH 5",1
45,NASSAU,8722610,"MASONRY 1",26
45,NASSAU,8722620,"MASONRY 2",9
45,NASSAU,8722630,"MASONRY 3",2
45,NASSAU,8725010,"DRAFT 1",22
45,NASSAU,8725020,"DRAFT 2",10
45,NASSAU,8727220,"ELECTRICITY 2",13
45,NASSAU,8754010,"MACHINING 1",26
45,NASSAU,8754020,"MACHINING 2",21
45,NASSAU,8754030,"MACHINING 3",8
45,NASSAU,8772110,"TV PRODUCTION 1",18
45,NASSAU,8772120,"TV PRODUCTION 2",3
45,NASSAU,8772130,"TV PRODUCTION 3",3
45,NASSAU,8800510,"CULINARY ARTS 1",96
45,NASSAU,8800520,"CULINARY ARTS 2",11
45,NASSAU,8800530,"CULINARY ARTS 3",32
45,NASSAU,8800540,"CULINARY ARTS 4",23
45,NASSAU,8800610,"CUL & HOSP SPEC 1",1
45,NASSAU,8800620,"CUL & HOSP SPEC 2",2
45,NASSAU,8801000,"HOSP & TOUR DIR ST",2
45,NASSAU,9001120,"USER INTERFACE DSN",3
45,NASSAU,9001130,"WEB SCRIPT FUND",24
45,NASSAU,9001140,"MEDIA INTEGRAT ESS",3
45,NASSAU,9504110,"AUTO MAINT/LT RPR 1",43
45,NASSAU,9504120,"AUTO MAINT/LT RPR 2",2
46,OKALOOSA,ACG2001,"HONORS PRINCIPLES OF FINANCIAL",7
46,OKALOOSA,ACG2011,"ACCOUNTING PRINCIPLES II",1
46,OKALOOSA,AMH2010,"AMERICAN HISTORY I  SURVEY TO",33
46,OKALOOSA,AMH2020,"UNITED STATES HISTORY FROM 186",49
46,OKALOOSA,AML2020,"AMERICAN LITERATURE FROM 1865",1
46,OKALOOSA,AMNT260,NOFOUND,9
46,OKALOOSA,ANT2000,"HONORS GENERAL ANTHROPOLOGY",3
46,OKALOOSA,ANT2100,"INTRODUCTION TO ARCHAEOLOGY",2
46,OKALOOSA,ARH2050,"WESTERN SURVEY I: GREEK TO REN",3
46,OKALOOSA,ARH2051,"HONORS HISTORY OF ART 2",3
46,OKALOOSA,ARH2060,"HISTORY OF ARCHITECTURE",1
46,OKALOOSA,ART1201,"METHODS AND CONCEPTS I",3
46,OKALOOSA,ART1203,"THREE-DIMENSIONAL FOUNDATIONS",1
46,OKALOOSA,ART1300,"DRAWING I",6
46,OKALOOSA,ART1301,"DRAWING II",4
46,OKALOOSA,ART1750,"CERAMICS HANDBUILDING",11
46,OKALOOSA,ART1751,"POTTERY II",4
46,OKALOOSA,ART2602,"ADVANCED COMPUTER ART",1
46,OKALOOSA,ASCI110,NOFOUND,13
46,OKALOOSA,ASCI185,NOFOUND,36
46,OKALOOSA,ASL1140,"AMERICAN SIGN LANGUAGE I",6
46,OKALOOSA,ASL1150,"AMERICAN SIGN LANGUAGE II",17
46,OKALOOSA,AST1002,"PLANETS, STARS, AND GALAXIES",20
46,OKALOOSA,AST1005,"INTRODUCTION TO ASTROBIOLOGY",6
46,OKALOOSA,BSCC005,"GENERAL BIOLOLGY WITH LAB",4
46,OKALOOSA,BSCC010,"BIOLOGY 1",13
46,OKALOOSA,BSCC011,"BIOLOGY II",6
46,OKALOOSA,BSCC020,"HUMAN BIOLOGY",2
46,OKALOOSA,BSCC085,"ANATOMY AND PHYSIOLOGY I",23
46,OKALOOSA,BSCC086,"HUMAN ANATOMY & PHYSIOLOGY II",9
46,OKALOOSA,BSC1005,"BIOLOGICAL SCIENCE",36
46,OKALOOSA,CGS1030,"INTRODUCTION TO INFORMATION TE",1
46,OKALOOSA,CGS1100,"COMPUTER APPLICATIONS FOR BUSI",1
46,OKALOOSA,CHI1121,"ELEMENTARY CHINESE II",16
46,OKALOOSA,CHMC032,"FOUNDATIONS OF COLLEGE CHEMIST",1
46,OKALOOSA,CHMC045,"GENERAL CHEMISTRY & QUALITATIV",49
46,OKALOOSA,CHMC046,"HONORS CHEMISTRY FUNDAMENTALS",4
46,OKALOOSA,CHM1020,"INTRODUCTION TO CHEMISTRY",5
46,OKALOOSA,CJE2600,"INTRODUCTION TO CRIMINAL INVES",2
46,OKALOOSA,CJL1400,"CRIMINAL PROCEDURE",4
46,OKALOOSA,CLP2140,"ABNORMAL PSYCHOLOGY",4
46,OKALOOSA,COP1000,"PRINCIPLES OF COMPUTER PROGRAM",9
46,OKALOOSA,COP2222,"ADVANCED C PROGRAMMING",1
46,OKALOOSA,COP2224,"PROGRAMMING IN C++",10
46,OKALOOSA,COP2800,"JAVA PROGRAMMING",5
46,OKALOOSA,CRW2300,"INTRODUCTION TO POETRY WRITING",3
46,OKALOOSA,CTS2104,"INTRODUCTION TO WINDOWS",1
46,OKALOOSA,DAA2930,"SPECIAL TOPICS",7
46,OKALOOSA,DEP2004,"HUMAN GROWTH & DEVELOPMENT",24
46,OKALOOSA,ECO2013,MACROECONOMICS,114
46,OKALOOSA,ECO2023,"PRINCIPLES OF ECONOMICS, MICRO",3
46,OKALOOSA,EDF2085,"TEACHING DIVERSE POPULATIONS",2
46,OKALOOSA,EME2040,"INTRODUCTION TO TECHNOLOGY FOR",3
46,OKALOOSA,ENC1101,"COMPOSITION I",130
46,OKALOOSA,ENC1102,"ENGLISH COMPOSITION II",83
46,OKALOOSA,ENGR120,NOFOUND,22
46,OKALOOSA,ESC1000,"EARTH SCIENCE",9
46,OKALOOSA,ETD1102,"INTRODUCTION TO TECHNICAL DRAW",1
46,OKALOOSA,FRE1121,"ELEMENTARY FRENCH II",3
46,OKALOOSA,GEA1000,"GEOGRAPHY FOR A CHANGING WORLD",2
46,OKALOOSA,GLYC010,"PHYSICAL GEOLOGY/EVOLUTION OF",3
46,OKALOOSA,HFT1000,"INTRO TO HOSPITALITY/TOURISM",1
46,OKALOOSA,HIST130,NOFOUND,12
46,OKALOOSA,HLP1081,"FITNESS AND WELLNESS FOR LIFE",46
46,OKALOOSA,HSC1400,"FIRST AID/CPR",4
46,OKALOOSA,HUM1020,"INTRODUCTION TO HUMANITIES-HON",64
46,OKALOOSA,HUN2201,"FUNDAMENTALS OF HUMAN NUTRITIO",10
46,OKALOOSA,ISC1003,"NATURAL DISASTERS - CAUSES, CO",3
46,OKALOOSA,LIT2120,"WORLD LITERATURE II",1
46,OKALOOSA,MAC1105,"COLLEGE ALGEBRA",72
46,OKALOOSA,MAC1114,"PLANE TRIGONOMETRY",30
46,OKALOOSA,MAC1140,"PRECALCULUS ALGEBRA",94
46,OKALOOSA,MAC2233,"CALCULUS FOR BUSINESS & SOCIAL",3
46,OKALOOSA,MAC2311,"CALCULUS I",20
46,OKALOOSA,MAC2312,"CALCULUS II",13
46,OKALOOSA,MAC2313,"CALCULUS III",3
46,OKALOOSA,MAP2302,"ORDINARY DIFFERENTIAL EQUATION",5
46,OKALOOSA,MAT1033,"INTERMEDIATE ALGEBRA",15
46,OKALOOSA,MCBC010,MICROBIOLOGY,6
46,OKALOOSA,MET1010,"INTRODUCTION TO WEATHER AND CL",3
46,OKALOOSA,MGF1106,"TOPICS IN FINITE MATHEMATICS",8
46,OKALOOSA,MGF1107,"MATHEMATICS FOR LIBERAL ARTS I",6
46,OKALOOSA,MNA2141,"LEADERSHIP TECHNIQUES",11
46,OKALOOSA,MTG2206,"COLLEGE GEOMETRY",9
46,OKALOOSA,MUL1010,"INTRODUCTION TO MUSIC",7
46,OKALOOSA,MUM1620,"SCIENCE OF SOUND",2
46,OKALOOSA,MUM2601,"SOUND RECORDING II",1
46,OKALOOSA,MUN1362,"MADRIGAL DINNER REHEARSAL AND",2
46,OKALOOSA,MUS2930,"SPECIAL TOPICS",24
46,OKALOOSA,MUT1121,"MUSIC THEORY I",1
46,OKALOOSA,MUT1122,"MUSIC THEORY II",1
46,OKALOOSA,PEM1131,"WEIGHT TRAINING",15
46,OKALOOSA,PET2622,"CARE AND PREVENTION OF ATHLETI",1
46,OKALOOSA,PGY1401,"PHOTOGRAPHY I",1
46,OKALOOSA,PGY1801,"INTRODUCTION TO DIGITAL PHOTOG",1
46,OKALOOSA,PHI2010,"INTRODUCTION TO PHILOSOPHY",26
46,OKALOOSA,PHI2600,ETHICS,28
46,OKALOOSA,PHYC048,"PHYSICS I WITH CALCULUS",2
46,OKALOOSA,PHY1020,"BASIC CONCEPTS OF PHYSICS",10
46,OKALOOSA,PHY2049,"PHYSICS WITH CALCULUS 2",11
46,OKALOOSA,POS1041,"AMERICAN GOVERNMENT HONORS",78
46,OKALOOSA,POT1002,"HISTORY AND IDEAS OF POLITICAL",1
46,OKALOOSA,PSY2012,"GENERAL PSYCHOLOGY",43
