"Students Absent 21 or More Days by School
2013-14, Final Survey 5 - Revised 4/24/17",,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).",,,,,,
"Dist #","District Name","Schl #","School Name",Enrollments,"Absent 21 Days or Over","% Absent 21 or More Days"
36,LEE,133,"CHALLENGER MIDDLE SCHOOL",1130,47,"0,04159292035"
36,LEE,141,"CYPRESS LAKE MIDDLE SCHOOL",828,71,"0,08574879227"
36,LEE,152,"LEE ADOLESCENT MOTHERS PROGRAM",152,104,"0,68421052631"
36,LEE,161,"PAUL LAURENCE DUNBAR MIDDLE SCHOOL",1107,105,"0,0948509485"
36,LEE,162,"RAY V. POTTORF ELEMENTARY SCHOOL",876,63,"0,07191780821"
36,LEE,181,"EDGEWOOD ACADEMY",709,69,"0,09732016925"
36,LEE,191,"EDISON PARK CREATIVE AND EXPRESSIVE ARTS SCHOOL",384,6,"0,015625"
36,LEE,201,"FORT MYERS BEACH ELEMENTARY SCHOOL",163,6,"0,03680981595"
36,LEE,211,"FORT MYERS MIDDLE ACADEMY",669,67,"0,10014947683"
36,LEE,221,"FORT MYERS HIGH SCHOOL",1931,134,"0,06939409632"
36,LEE,231,"HARNS MARSH ELEMENTARY SCHOOL",1087,104,"0,09567617295"
36,LEE,241,"LEHIGH SENIOR HIGH SCHOOL",1919,344,"0,17926003126"
36,LEE,242,"VARSITY LAKES MIDDLE SCHOOL",1068,74,"0,06928838951"
36,LEE,251,"FRANKLIN PARK ELEMENTARY SCHOOL",541,51,"0,0942698706"
36,LEE,261,"J. COLIN ENGLISH ELEMENTARY SCHOOL",520,41,"0,07884615384"
36,LEE,291,"G. WEAVER HIPPS ELEMENTARY SCHOOL",897,71,"0,07915273132"
36,LEE,301,"LEHIGH ELEMENTARY SCHOOL",1232,114,"0,09253246753"
36,LEE,311,"NORTH FORT MYERS HIGH SCHOOL",1692,183,"0,10815602836"
36,LEE,321,"ORANGE RIVER ELEMENTARY SCHOOL",876,55,"0,06278538812"
36,LEE,331,"ORANGEWOOD ELEMENTARY SCHOOL",651,32,"0,04915514592"
36,LEE,341,"PINE ISLAND ELEMENTARY SCHOOL",259,11,"0,04247104247"
36,LEE,351,"LEXINGTON MIDDLE SCHOOL",1004,64,"0,06374501992"
36,LEE,361,"THE SANIBEL SCHOOL",360,6,"0,01666666666"
36,LEE,371,"MIRROR LAKES ELEMENTARY SCHOOL",1242,109,"0,08776167471"
36,LEE,381,"TICE ELEMENTARY SCHOOL",538,43,"0,07992565055"
36,LEE,382,"OAK HAMMOCK MIDDLE SCHOOL",1202,128,"0,10648918469"
36,LEE,391,"TROPIC ISLES ELEMENTARY SCHOOL",1054,47,"0,04459203036"
36,LEE,401,"VILLAS ELEMENTARY SCHOOL",899,67,"0,0745272525"
36,LEE,421,"HEIGHTS ELEMENTARY SCHOOL",1203,49,"0,04073150457"
36,LEE,431,"PINEWOODS ELEMENTARY SCHOOL",1034,38,"0,03675048355"
36,LEE,461,"PATRIOT ELEMENTARY SCHOOL",746,35,"0,04691689008"
36,LEE,471,"TREELINE ELEMENTARY SCHOOL",1080,76,"0,07037037037"
36,LEE,491,"ISLAND COAST HIGH SCHOOL",1768,306,"0,17307692307"
36,LEE,511,"SOUTH FORT MYERS HIGH SCHOOL",2079,300,"0,1443001443"
36,LEE,521,"BAYSHORE ELEMENTARY SCHOOL",737,45,"0,06105834464"
36,LEE,531,"CYPRESS LAKE HIGH SCHOOL",1690,186,"0,11005917159"
36,LEE,552,"ALTERNATIVE LEARNING CENTER CENTRAL",729,159,"0,21810699588"
36,LEE,561,"TANGLEWOOD ELEMENTARY SCHOOL",830,43,"0,05180722891"
36,LEE,571,"CALOOSA ELEMENTARY SCHOOL",980,36,"0,03673469387"
36,LEE,572,"CALOOSA MIDDLE SCHOOL",1009,90,"0,08919722497"
36,LEE,582,"HARNS MARSH MIDDLE SCHOOL",1297,105,"0,08095605242"
36,LEE,591,"RIVERDALE HIGH SCHOOL",2026,281,"0,13869693978"
36,LEE,592,"JAMES STEPHENS INTERNATIONAL ACADEMY",965,45,"0,04663212435"
36,LEE,597,"TORTUGA PRESERVE ELEMENTARY SCHOOL",1025,72,"0,07024390243"
36,LEE,601,"NORTH FORT MYERS ACADEMY FOR THE ARTS",1129,42,"0,03720106288"
36,LEE,611,"BONITA SPRINGS MIDDLE CENTER FOR THE ARTS",872,46,"0,05275229357"
36,LEE,621,"CAPE CORAL HIGH SCHOOL",1844,225,"0,12201735357"
36,LEE,631,"SAN CARLOS PARK ELEMENTARY SCHOOL",1005,69,"0,06865671641"
36,LEE,641,"PELICAN ELEMENTARY SCHOOL",1014,52,"0,05128205128"
36,LEE,651,"ROYAL PALM EXCEPTIONAL SCHOOL CENTER",215,79,"0,36744186046"
36,LEE,653,"PACE SCHOOL FOR GIRLS",84,31,"0,36904761904"
36,LEE,661,"SOUTHWEST FLORIDA JUVENILE DETENTION CENTER",583,0,0
36,LEE,663,"AMIKIDS SOUTHWEST FLORIDA",89,18,"0,20224719101"
36,LEE,667,"LEE COUNTY JAIL",170,0,0
36,LEE,671,"GULF MIDDLE SCHOOL",836,54,"0,06459330143"
36,LEE,672,"GULF ELEMENTARY SCHOOL",1076,57,"0,05297397769"
36,LEE,681,"SPRING CREEK ELEMENTARY SCHOOL",755,15,"0,01986754966"
36,LEE,682,"SW FL ADDICTION SERVICES-THE VINCE SMITH CENTER",59,0,0
36,LEE,691,"LEHIGH ACRES MIDDLE SCHOOL",1281,183,"0,14285714285"
36,LEE,701,"BUCKINGHAM EXCEPTIONAL STUDENT CENTER",103,37,"0,35922330097"
36,LEE,711,"SUNSHINE ELEMENTARY SCHOOL",1267,57,"0,04498816101"
36,LEE,712,"HECTOR A. CAFFERATA JR ELEMENTARY SCHOOL",850,57,"0,06705882352"
36,LEE,721,"MARINER HIGH SCHOOL",1793,295,"0,16452872281"
36,LEE,722,"MARINER MIDDLE SCHOOL",1192,130,"0,10906040268"
36,LEE,731,"ESTERO HIGH SCHOOL",1836,250,"0,13616557734"
36,LEE,734,"RAYMA C. PAGE ELEMENTARY SCHOOL",910,33,"0,03626373626"
36,LEE,741,"THREE OAKS ELEMENTARY SCHOOL",877,15,"0,01710376282"
36,LEE,745,"EAST LEE COUNTY HIGH SCHOOL",2230,292,"0,13094170403"
36,LEE,751,"SKYLINE ELEMENTARY SCHOOL",996,62,"0,06224899598"
36,LEE,752,"ALTERNATIVE LEARNING CENTER WEST",292,37,"0,12671232876"
36,LEE,761,"TRAFALGAR MIDDLE SCHOOL",904,64,"0,07079646017"
36,LEE,762,"TRAFALGAR ELEMENTARY SCHOOL",878,26,"0,02961275626"
36,LEE,763,"MANATEE ELEMENTARY SCHOOL",1028,116,"0,11284046692"
36,LEE,771,"DIPLOMAT ELEMENTARY SCHOOL",985,24,"0,02436548223"
36,LEE,772,"DIPLOMAT MIDDLE SCHOOL",910,58,"0,06373626373"
36,LEE,781,"COLONIAL ELEMENTARY SCHOOL",974,92,"0,09445585215"
36,LEE,791,"DR CARRIE D ROBINSON LITTLETON ELEMENTARY SCHOOL",630,58,"0,09206349206"
36,LEE,801,"HANCOCK CREEK ELEMENTARY SCHOOL",950,64,"0,06736842105"
36,LEE,811,"GATEWAY ELEMENTARY SCHOOL",770,36,"0,04675324675"
36,LEE,821,"THREE OAKS MIDDLE SCHOOL",1000,42,"0,042"
36,LEE,831,"DUNBAR HIGH SCHOOL",1398,180,"0,1287553648"
36,LEE,851,"VETERANS PARK ACADEMY FOR THE ARTS",1591,82,"0,051539912"
36,LEE,861,"IDA S. BAKER HIGH SCHOOL",1860,172,"0,09247311827"
36,LEE,4100,"THE ISLAND SCHOOL",40,1,"0,025"
36,LEE,4102,"BONITA SPRINGS CHARTER SCHOOL",1369,58,"0,04236669101"
36,LEE,4103,"GATEWAY CHARTER ELEMENTARY SCHOOL",1298,110,"0,08474576271"
36,LEE,4111,"CAPE CORAL CHARTER SCHOOL",760,77,"0,10131578947"
36,LEE,4121,"GATEWAY CHARTER HIGH SCHOOL",795,101,"0,12704402515"
36,LEE,4141,"SIX MILE CHARTER ACADEMY",1359,136,"0,10007358351"
36,LEE,4143,"OASIS CHARTER ELEMENTARY SCHOOL",898,41,"0,04565701559"
36,LEE,4151,"CHRISTA MCAULIFFE CHARTER ELEMENTARY SCHOOL",745,39,"0,05234899328"
36,LEE,4154,"GOODWILL LIFE ACADEMY",45,6,"0,13333333333"
36,LEE,4155,"EDISON COLLEGIATE HIGH SCHOOL",415,19,"0,04578313253"
36,LEE,4171,"OASIS CHARTER MIDDLE SCHOOL",851,61,"0,07168037602"
36,LEE,4181,"OASIS CHARTER HIGH SCHOOL",699,76,"0,1087267525"
36,LEE,4211,"PIVOT CHARTER SCHOOL",425,240,"0,56470588235"
36,LEE,4212,"CITY OF PALMS CHARTER HIGH SCHOOL",470,299,"0,63617021276"
36,LEE,4231,"CAPE CORAL PREPARATORY AND FITNESS ACADEMY",237,27,"0,11392405063"
36,LEE,4241,"FORT MYERS PREPARATORY AND FITNESS ACADEMY",277,22,"0,07942238267"
36,LEE,4242,"NORTH NICHOLAS HIGH SCHOOL",708,431,"0,60875706214"
36,LEE,4251,"CORONADO HIGH SCHOOL",842,29,"0,03444180522"
36,LEE,4261,"GATEWAY CHARTER INTERMEDIATE SCHOOL",1133,105,"0,09267431597"
36,LEE,4281,"BONITA SPRINGS PREPARATORY AND FITNESS ACADEMY",404,37,"0,09158415841"
36,LEE,4302,"DJB TECHNICAL ACADEMY",290,122,"0,42068965517"
36,LEE,7004,"LEE COUNTY VIRTUAL FRANCHISE",309,6,"0,01941747572"
36,LEE,7023,"LEE COUNTY VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED)",108,7,"0,06481481481"
36,LEE,9123,"EARLY CHILDHOOD LEARNING SERVICES",406,162,"0,39901477832"
36,LEE,9450,"COUNTY WIDE EXCEPTIONAL CHILD PROGRAMS",252,2,"0,00793650793"
37,LEON,21,"LEON HIGH SCHOOL",2182,281,"0,12878093492"
37,LEON,31,"KATE SULLIVAN ELEMENTARY SCHOOL",978,41,"0,04192229038"
37,LEON,32,"ELIZABETH COBB MIDDLE SCHOOL",966,55,"0,0569358178"
37,LEON,41,"FRANK HARTSFIELD ELEMENTARY SCHOOL",572,51,"0,08916083916"
37,LEON,51,"JAMES RICKARDS HIGH SCHOOL",1468,182,"0,12397820163"
37,LEON,71,"SABAL PALM ELEMENTARY SCHOOL",720,56,"0,07777777777"
37,LEON,91,"RUEDIGER ELEMENTARY SCHOOL",597,63,"0,10552763819"
37,LEON,92,"RAA MIDDLE SCHOOL",1035,72,"0,06956521739"
37,LEON,131,"WOODVILLE ELEMENTARY SCHOOL",560,74,"0,13214285714"
37,LEON,161,"AMOS P. GODBY HIGH SCHOOL",1381,225,"0,16292541636"
37,LEON,171,"OAK RIDGE ELEMENTARY SCHOOL",677,60,"0,08862629246"
37,LEON,191,"SECOND CHANCE AT GHAZVINI LEARNING CENTER",208,70,"0,33653846153"
37,LEON,204,SAIL,432,84,"0,19444444444"
37,LEON,222,"GRIFFIN MIDDLE SCHOOL",711,61,"0,08579465541"
37,LEON,231,"JOHN G RILEY ELEMENTARY SCHOOL",830,89,"0,10722891566"
37,LEON,291,"R. FRANK NIMS MIDDLE SCHOOL",629,71,"0,11287758346"
37,LEON,311,"PINEVIEW ELEMENTARY SCHOOL",549,72,"0,13114754098"
37,LEON,361,"LIVELY TECHNICAL CENTER",31,20,"0,64516129032"
37,LEON,381,"GILCHRIST ELEMENTARY SCHOOL",1099,37,"0,03366696997"
37,LEON,401,"ASTORIA PARK ELEMENTARY SCHOOL",694,59,"0,08501440922"
37,LEON,411,"GRETCHEN EVERHART SCHOOL",224,78,"0,34821428571"
37,LEON,421,"W T MOORE ELEMENTARY SCHOOL",623,47,"0,07544141252"
37,LEON,431,"SEALEY ELEMENTARY SCHOOL",677,36,"0,05317577548"
37,LEON,441,"APALACHEE ELEMENTARY SCHOOL",776,50,"0,06443298969"
37,LEON,451,"FAIRVIEW MIDDLE SCHOOL",993,72,"0,07250755287"
37,LEON,452,"PACE SECONDARY SCHOOL",106,38,"0,35849056603"
37,LEON,481,"KILLEARN LAKES ELEMENTARY SCHOOL",949,27,"0,02845100105"
37,LEON,491,"CHAIRES ELEMENTARY SCHOOL",513,25,"0,04873294346"
37,LEON,501,"SPRINGWOOD ELEMENTARY SCHOOL",775,65,"0,08387096774"
37,LEON,511,"DESOTO TRAIL ELEMENTARY SCHOOL",704,31,"0,0440340909"
37,LEON,521,"BUCK LAKE ELEMENTARY SCHOOL",748,17,"0,02272727272"
37,LEON,531,"DEERLAKE MIDDLE SCHOOL",983,54,"0,05493387589"
37,LEON,561,"FORT BRADEN ELEMENTARY SCHOOL",985,117,"0,11878172588"
37,LEON,1091,"LINCOLN HIGH SCHOOL",2226,206,"0,09254267744"
37,LEON,1131,"HAWKS RISE ELEMENTARY SCHOOL",904,29,"0,03207964601"
37,LEON,1141,"LAWTON CHILES HIGH SCHOOL",2059,154,"0,07479358912"
37,LEON,1151,"SWIFT CREEK MIDDLE SCHOOL",827,44,"0,05320435308"
37,LEON,1161,"CANOPY OAKS ELEMENTARY SCHOOL",784,61,"0,07780612244"
37,LEON,1171,"ROBERTS ELEMENTARY SCHOOL",867,30,"0,03460207612"
37,LEON,1181,"BOND ELEMENTARY SCHOOL",844,74,"0,08767772511"
37,LEON,1201,"WILLIAM J MONTFORD III MIDDLE SCHOOL",1177,74,"0,06287170773"
37,LEON,1202,"J MICHAEL CONLEY ELEMENTARY SCHOOL AT SOUTHWOOD",1081,43,"0,03977798334"
37,LEON,1211,"SUCCESS ACADEMY AT GHAZVINI LEARNING CENTER",376,111,"0,29521276595"
37,LEON,1401,"C.K. STEELE-LEROY COLLINS ALL MALE CHARTER ACADEMY",72,14,"0,19444444444"
37,LEON,1402,"THE SCHOOL OF ARTS & SCIENCES",288,6,"0,02083333333"
37,LEON,1417,"STARS MIDDLE SCHOOL",184,13,"0,07065217391"
37,LEON,1421,"IMAGINE SCHOOL AT EVENING ROSE",465,34,"0,07311827956"
37,LEON,1431,"CAPITAL CITY HIGH SCHOOL",328,210,"0,64024390243"
37,LEON,1441,"GOVERNOR'S CHARTER SCHOOL",808,23,"0,02846534653"
37,LEON,1502,"LEON CO JUVENILE DETENTION CENTER",275,0,0
37,LEON,1503,"PACE CENTER FOR GIRLS",90,46,"0,51111111111"
37,LEON,1507,AMIKIDS,82,26,"0,31707317073"
37,LEON,1519,"LEON COUNTY JAIL",29,0,0
37,LEON,9003,"LEON COUNTYWIDE ADULT EDUCATION PROG",*,*,*
37,LEON,9006,PREK,298,90,"0,30201342281"
38,LEVY,21,"BRONSON MIDDLE/HIGH SCHOOL",648,116,"0,17901234567"
38,LEVY,23,"HILLTOP ALTERNATIVE SCHOOL",194,70,"0,36082474226"
38,LEVY,24,"SUMMIT ACADEMY",33,12,"0,36363636363"
38,LEVY,41,"CEDAR KEY HIGH SCHOOL",273,87,"0,31868131868"
38,LEVY,51,"CHIEFLAND MIDDLE HIGH SCHOOL",853,257,"0,30128956623"
38,LEVY,60,"WHISPERING WINDS CHARTER SCHOOL",85,10,"0,11764705882"
38,LEVY,62,"NATURE COAST MIDDLE SCHOOL",91,21,"0,23076923076"
38,LEVY,91,"WILLISTON HIGH SCHOOL",588,183,"0,31122448979"
38,LEVY,92,"JOYCE M. BULLOCK ELEMENTARY SCHOOL",11,1,"0,0909090909"
38,LEVY,101,"WILLISTON MIDDLE SCHOOL",487,111,"0,22792607802"
38,LEVY,111,"YANKEETOWN SCHOOL",257,78,"0,30350194552"
38,LEVY,231,"WILLISTON ELEMENTARY SCHOOL",456,128,"0,28070175438"
38,LEVY,241,"CHIEFLAND ELEMENTARY SCHOOL",925,318,"0,34378378378"
38,LEVY,1011,"BRONSON ELEMENTARY SCHOOL",676,134,"0,19822485207"
38,LEVY,7004,"LEVY VIRTUAL FRANCHISE",*,*,*
38,LEVY,7023,"LEVY VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED)",*,*,*
39,LIBERTY,21,"LIBERTY COUNTY HIGH SCHOOL",358,85,"0,23743016759"
39,LIBERTY,31,"W. R. TOLAR K-8 SCHOOL",650,132,"0,20307692307"
39,LIBERTY,41,"HOSFORD ELEMENTARY JUNIOR HIGH SCHOOL",410,72,"0,17560975609"
39,LIBERTY,51,"LIBERTY WILDERNESS CROSSROADS",36,0,0
39,LIBERTY,52,"BRISTOL YOUTH ACADEMY",56,0,0
39,LIBERTY,53,"APALACHICOLA FOREST YOUTH ACADEMY",41,2,"0,0487804878"
39,LIBERTY,71,"HORIZONS SCHOOL",25,15,"0,6"
40,MADISON,11,"MADISON COUNTY HIGH SCHOOL",651,184,"0,28264208909"
40,MADISON,41,"MADISON COUNTY CENTRAL SCHOOL",1309,156,"0,1191749427"
40,MADISON,91,"GREENVILLE ELEMENTARY SCHOOL",177,18,"0,10169491525"
40,MADISON,101,"LEE ELEMENTARY SCHOOL",272,26,"0,09558823529"
40,MADISON,111,"PINETTA ELEMENTARY SCHOOL",231,16,"0,06926406926"
40,MADISON,120,"NEW MILLENNIUM CHARTER SCHOOL",47,4,"0,08510638297"
40,MADISON,121,"JAMES MADISON PREPARATORY CHARTER HIGH SCHOOL",42,3,"0,07142857142"
40,MADISON,900,"TWIN OAKS ACADEMY",97,0,0
40,MADISON,925,"JOANN BRIDGE ACADEMY",50,0,0
40,MADISON,950,"MADISON COUNTY EXCEL ALTERNATIVE SCHOOL",82,26,"0,31707317073"
40,MADISON,7001,"MADISON VIRTUAL INSTRUCTION PROGRAM",*,*,*
40,MADISON,8010,"MADISON TAP PROGRAM",*,*,*
41,MANATEE,31,"ANNA MARIA ELEMENTARY SCHOOL",285,14,"0,04912280701"
41,MANATEE,51,"BALLARD ELEMENTARY SCHOOL",562,61,"0,10854092526"
41,MANATEE,61,"BAYSHORE ELEMENTARY SCHOOL",851,76,"0,089306698"
41,MANATEE,72,"BAYSHORE HIGH SCHOOL",1575,434,"0,27555555555"
41,MANATEE,91,"DUETTE ELEMENTARY SCHOOL",23,5,"0,21739130434"
41,MANATEE,151,"MANATEE ELEMENTARY SCHOOL",528,59,"0,11174242424"
41,MANATEE,181,"MANATEE HIGH SCHOOL",2628,521,"0,19824961948"
41,MANATEE,212,"CENTRAL HIGH SCHOOL",135,92,"0,68148148148"
41,MANATEE,221,"JESSIE P. MILLER ELEMENTARY SCHOOL",863,61,"0,07068366164"
41,MANATEE,231,"MYAKKA CITY ELEMENTARY SCHOOL",295,19,"0,06440677966"
41,MANATEE,261,"ONECO ELEMENTARY SCHOOL",656,58,"0,08841463414"
41,MANATEE,271,"ORANGE RIDGE-BULLOCK ELEMENTARY",890,133,"0,14943820224"
41,MANATEE,281,"PALM VIEW ELEMENTARY SCHOOL",493,56,"0,11359026369"
41,MANATEE,291,"PALMA SOLA ELEMENTARY SCHOOL",660,32,"0,04848484848"
41,MANATEE,301,"PALMETTO ELEMENTARY SCHOOL",740,53,"0,07162162162"
41,MANATEE,351,"PALMETTO HIGH SCHOOL",2068,633,"0,30609284332"
41,MANATEE,381,"ROBERT H. PRINE ELEMENTARY SCHOOL",974,94,"0,09650924024"
41,MANATEE,411,"BLANCHE H. DAUGHTREY ELEMENTARY",934,86,"0,09207708779"
41,MANATEE,421,"SAMOSET ELEMENTARY SCHOOL",688,59,"0,08575581395"
41,MANATEE,431,"SOUTHEAST HIGH SCHOOL",1473,281,"0,19076714188"
41,MANATEE,491,"LINCOLN MIDDLE SCHOOL",651,116,"0,17818740399"
41,MANATEE,521,"JAMES TILLMAN ELEMENTARY MAGNET SCHOOL",592,23,"0,03885135135"
41,MANATEE,541,"BLACKBURN ELEMENTARY SCHOOL",544,50,"0,0919117647"
41,MANATEE,571,"FRANCES WAKELAND ELEMENTARY SCHOOL",593,26,"0,04384485666"
41,MANATEE,581,"W. D. SUGG MIDDLE SCHOOL",958,198,"0,20668058455"
41,MANATEE,591,"SARA SCOTT HARLLEE MIDDLE SCHOOL",601,153,"0,25457570715"
41,MANATEE,601,"H. S. MOODY ELEMENTARY SCHOOL",737,65,"0,0881953867"
41,MANATEE,611,"MARTHA B. KING MIDDLE SCHOOL",1201,157,"0,13072439633"
41,MANATEE,621,"FLORINE J ABEL ELEMENTARY SCHOOL",579,57,"0,09844559585"
41,MANATEE,631,"IDA M. STEWART ELEMENTARY SCHOOL",461,13,"0,02819956616"
41,MANATEE,641,"WILLIAM H. BASHAW ELEMENTARY",751,52,"0,06924101198"
41,MANATEE,651,"BRADEN RIVER ELEMENTARY SCHOOL",685,47,"0,06861313868"
41,MANATEE,652,"BRADEN RIVER MIDDLE SCHOOL",1044,112,"0,10727969348"
41,MANATEE,671,"SEA BREEZE ELEMENTARY SCHOOL",730,61,"0,08356164383"
41,MANATEE,681,"TARA ELEMENTARY SCHOOL",629,42,"0,066772655"
41,MANATEE,691,"LOUISE R. JOHNSON MIDDLE SCHOOL",533,47,"0,08818011257"
41,MANATEE,701,"GENE WITT ELEMENTARY SCHOOL",732,21,"0,02868852459"
41,MANATEE,711,"CARLOS E. HAILE MIDDLE SCHOOL",1171,81,"0,06917164816"
41,MANATEE,721,"LAKEWOOD RANCH HIGH SCHOOL",2217,327,"0,14749661705"
41,MANATEE,731,"HORIZONS ACADEMY",1073,500,"0,4659832246"
41,MANATEE,741,"KINNAN ELEMENTARY SCHOOL",763,61,"0,07994757536"
41,MANATEE,751,"ROWLETT MAGNET ELEMENTARY SCHOOL",921,29,"0,03148751357"
41,MANATEE,752,"R. DAN NOLAN MIDDLE SCHOOL",1162,107,"0,09208261617"
41,MANATEE,761,"ELECTA LEE MAGNET MIDDLE SCHOOL",1065,125,"0,11737089201"
41,MANATEE,762,"BRADEN RIVER HIGH SCHOOL",2043,290,"0,14194811551"
41,MANATEE,771,"GILBERT W MCNEAL ELEMENTARY SCHOOL",796,20,"0,02512562814"
41,MANATEE,781,"FREEDOM ELEMENTARY SCHOOL",868,26,"0,02995391705"
41,MANATEE,791,"VIRGIL MILLS ELEMENTARY SCHOOL",1170,75,"0,0641025641"
41,MANATEE,801,"ROBERT WILLIS ELEMENTARY SCHOOL",776,23,"0,02963917525"
41,MANATEE,811,"ANNIE LUCY WILLIAMS ELEMENTARY SCHOOL",954,58,"0,0607966457"
41,MANATEE,821,"B.D. GULLETT ELEMENTARY SCHOOL",655,34,"0,05190839694"
41,MANATEE,831,"G.D. ROGERS GARDEN ELEMENTARY",238,29,"0,12184873949"
41,MANATEE,842,"BUFFALO CREEK MIDDLE SCHOOL",1079,114,"0,10565338276"
41,MANATEE,2003,"EASTER SEALS",32,6,"0,1875"
41,MANATEE,2004,"PACE CENTER FOR GIRLS",55,21,"0,38181818181"
41,MANATEE,2007,"JUST FOR GIRLS",63,21,"0,33333333333"
41,MANATEE,2011,"ACCESS TO EDUCATION",38,4,"0,10526315789"
41,MANATEE,2014,"PINNACLE ACADEMY, INC.",14,1,"0,07142857142"
41,MANATEE,2051,"JUVENILE DETENTION CENTER",409,0,0
41,MANATEE,2054,"MANATEE GLENS",75,2,"0,02666666666"
41,MANATEE,2056,"PALMSHORES BEHAVIOR HEALTH CENTER",189,0,0
41,MANATEE,2062,"FLORIDA SHERIFF'S YOUTH RANCH",33,0,0
41,MANATEE,2063,"PALMETTO YOUTH ACADEMY",35,0,0
41,MANATEE,2066,"MANATEE COMMUNITY ACTION AGENCY-HEAD START",59,0,0
41,MANATEE,2068,"THE PORT ACADEMY",25,12,"0,48"
41,MANATEE,2073,"Y TECHNICALOGICAL HIGH SCHOOL",450,302,"0,67111111111"
41,MANATEE,2101,"MANATEE SCHOOL OF ARTS/SCIENCES",163,20,"0,1226993865"
41,MANATEE,2102,"TEAM SUCCESS A SCHOOL OF EXCELLENCE",372,36,"0,09677419354"
41,MANATEE,2104,"MANATEE SCHOOL FOR THE ARTS",1721,171,"0,09936083672"
41,MANATEE,2121,"MANATEE CHARTER SCHOOL",772,49,"0,06347150259"
41,MANATEE,2122,"OASIS MIDDLE SCHOOL",123,18,"0,14634146341"
41,MANATEE,2123,"IMAGINE CHARTER SCHOOL AT NORTH MANATEE",660,62,"0,09393939393"
41,MANATEE,2124,"IMAGINE CHARTER AT LAKEWOOD RANCH",531,66,"0,12429378531"
41,MANATEE,2131,"PALMETTO CHARTER SCHOOL",382,21,"0,05497382198"
41,MANATEE,2141,"STATE COLLEGE OF FLORIDA COLLEGIATE SCHOOL",483,13,"0,02691511387"
41,MANATEE,2151,"JUST FOR GIRLS ACADEMY",120,21,"0,175"
41,MANATEE,2161,"VISIBLE MEN ACADEMY",83,13,"0,15662650602"
41,MANATEE,7001,"MANATEE VIRTUAL INSTRUCTION PROGRAM",75,0,0
41,MANATEE,7004,"MANATEE VIRTUAL FRANCHISE (ETECH SCHOOL OF MANATEE)",70,0,0
42,MARION,51,"HOWARD MIDDLE SCHOOL",1343,122,"0,09084139985"
42,MARION,71,"ANTHONY ELEMENTARY SCHOOL",432,24,"0,05555555555"
42,MARION,91,"BELLEVIEW ELEMENTARY SCHOOL",859,78,"0,0908032596"
42,MARION,101,"BELLEVIEW-SANTOS ELEMENTARY SCHOOL",632,40,"0,06329113924"
42,MARION,162,"REDDICK-COLLIER ELEMENTARY SCHOOL",443,22,"0,04966139954"
42,MARION,172,"DUNNELLON MIDDLE SCHOOL",718,93,"0,12952646239"
42,MARION,181,"EAST MARION ELEMENTARY SCHOOL",819,159,"0,19413919413"
42,MARION,191,"EIGHTH STREET ELEMENTARY SCHOOL",384,15,"0,0390625"
42,MARION,211,"FESSENDEN ELEMENTARY SCHOOL",603,58,"0,09618573797"
42,MARION,221,"FORT KING MIDDLE SCHOOL",1270,150,"0,11811023622"
42,MARION,251,"WARD-HIGHLANDS ELEMENTARY SCHOOL",878,45,"0,05125284738"
42,MARION,281,"LAKE WEIR MIDDLE SCHOOL",1536,265,"0,17252604166"
42,MARION,291,"MADISON STREET ACADEMY OF VISUAL AND PERFORMING ARTS",429,7,"0,01631701631"
42,MARION,311,"DR N H JONES ELEMENTARY SCHOOL",662,3,"0,00453172205"
42,MARION,331,"NORTH MARION HIGH SCHOOL",1414,188,"0,13295615275"
42,MARION,341,"OAKCREST ELEMENTARY SCHOOL",856,73,"0,08528037383"
42,MARION,351,"FOREST HIGH SCHOOL",2233,295,"0,13210927004"
42,MARION,361,"OSCEOLA MIDDLE SCHOOL",1044,72,"0,06896551724"
42,MARION,381,"SPARR ELEMENTARY SCHOOL",458,25,"0,05458515283"
42,MARION,391,"SOUTH OCALA ELEMENTARY SCHOOL",789,60,"0,07604562737"
42,MARION,401,"STANTON-WEIRSDALE ELEMENTARY SCHOOL",625,92,"0,1472"
42,MARION,431,"WYOMINA PARK ELEMENTARY SCHOOL",806,88,"0,10918114143"
42,MARION,461,"VANGUARD HIGH SCHOOL",1915,241,"0,12584856396"
42,MARION,471,HILLCREST,193,47,"0,24352331606"
42,MARION,491,"NORTH MARION MIDDLE SCHOOL",984,101,"0,10264227642"
42,MARION,501,"LAKE WEIR HIGH SCHOOL",1865,417,"0,22359249329"
42,MARION,521,"DUNNELLON HIGH SCHOOL",1195,232,"0,19414225941"
42,MARION,531,"FORT MCCOY SCHOOL",1175,203,"0,17276595744"
42,MARION,541,"OCALA SPRINGS ELEMENTARY SCHOOL",719,81,"0,11265646731"
42,MARION,551,"SHADY HILL ELEMENTARY SCHOOL",751,44,"0,0585885486"
42,MARION,561,"EMERALD SHORES ELEMENTARY SCHOOL",869,91,"0,10471806674"
42,MARION,571,"SUNRISE ELEMENTARY SCHOOL",893,97,"0,10862262038"
