"Students Absent 21 or More Days by School
2013-14, Final Survey 5 - Revised 4/24/17",,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).",,,,,,
"Dist #","District Name","Schl #","School Name",Enrollments,"Absent 21 Days or Over","% Absent 21 or More Days"
42,MARION,581,"EVERGREEN ELEMENTARY SCHOOL",707,60,"0,08486562942"
42,MARION,591,"HARBOUR VIEW ELEMENTARY SCHOOL",878,90,"0,10250569476"
42,MARION,611,"MAPLEWOOD ELEMENTARY SCHOOL",822,59,"0,07177615571"
42,MARION,621,"ROMEO ELEMENTARY SCHOOL",860,83,"0,0965116279"
42,MARION,631,"BELLEVIEW MIDDLE SCHOOL",1191,181,"0,15197313182"
42,MARION,641,"DUNNELLON ELEMENTARY SCHOOL",825,119,"0,14424242424"
42,MARION,651,"COLLEGE PARK ELEMENTARY SCHOOL",949,83,"0,08746048472"
42,MARION,661,"BELLEVIEW HIGH SCHOOL",1668,247,"0,14808153477"
42,MARION,671,"GREENWAY ELEMENTARY SCHOOL",804,41,"0,05099502487"
42,MARION,681,"SADDLEWOOD ELEMENTARY SCHOOL",1027,59,"0,05744888023"
42,MARION,691,"LIBERTY MIDDLE SCHOOL",1245,116,"0,09317269076"
42,MARION,701,"WEST PORT HIGH SCHOOL",2726,382,"0,14013206162"
42,MARION,711,"HAMMETT BOWEN JR. ELEMENTARY SCHOOL",853,54,"0,06330597889"
42,MARION,721,"HORIZON ACADEMY AT MARION OAKS",954,115,"0,12054507337"
42,MARION,731,"MARION OAKS ELEMENTARY SCHOOL",904,119,"0,13163716814"
42,MARION,741,"LEGACY ELEMENTARY SCHOOL",706,44,"0,06232294617"
42,MARION,7004,"MARION VIRTUAL FRANCHISE",60,0,0
42,MARION,9346,"STUDENT SERVICES/ESE",55,1,"0,01818181818"
42,MARION,9401,"MARION TECHNICAL INSTITUTE",209,18,"0,08612440191"
42,MARION,9412,"COMMUNITY TECHNICAL & ADULT EDUCATION CENTER",53,17,"0,32075471698"
42,MARION,9618,"SILVER RIVER MENTORING AND INSTRUCTION",429,175,"0,40792540792"
42,MARION,9670,"MARION CHARTER SCHOOL",205,15,"0,0731707317"
42,MARION,9680,"MCINTOSH AREA SCHOOL",105,6,"0,05714285714"
42,MARION,9690,"FRANCIS MARION MILITARY ACADEMY",179,3,"0,01675977653"
42,MARION,9721,"MARION JUVENILE CORRECTION",64,0,0
42,MARION,9722,"MARION REG. JUVENILE DETENTION CENTER",378,0,0
42,MARION,9724,"MCSO JUVENILES",152,0,0
42,MARION,9727,"ARC BIRTH-22",56,24,"0,42857142857"
42,MARION,9731,"KINGSBURY ACADEMY",310,90,"0,29032258064"
42,MARION,9733,"PREK SPEECH AND LANGUAGE STUDENT SERVICES",124,23,"0,18548387096"
42,MARION,9734,"PACE CENTER FOR GIRLS, INC.",116,49,"0,4224137931"
42,MARION,9736,"DROP BACK IN ACADEMY",297,206,"0,6936026936"
42,MARION,9737,"MCSO ADULTS",22,0,0
43,MARTIN,21,"STUART MIDDLE SCHOOL",1026,45,"0,04385964912"
43,MARTIN,25,"SEA WIND ELEMENTARY SCHOOL",739,22,"0,0297699594"
43,MARTIN,31,"MARTIN COUNTY HIGH SCHOOL",2213,157,"0,07094441934"
43,MARTIN,51,"J. D. PARKER SCHOOL OF TECHNOLOGY",806,39,"0,04838709677"
43,MARTIN,61,"PALM CITY ELEMENTARY SCHOOL",676,27,"0,0399408284"
43,MARTIN,69,"INFANT-TODDLERS EXCEPTIONAL ED",23,1,"0,04347826086"
43,MARTIN,70,"SANDY PINES",268,0,0
43,MARTIN,71,"ESE HOMEBOUND",55,1,"0,01818181818"
43,MARTIN,73,"SPECTRUM JUNIOR/SENIOR HIGH SCHOOL",181,45,"0,24861878453"
43,MARTIN,80,"PROJECT SEARCH",12,1,"0,08333333333"
43,MARTIN,81,"MURRAY MIDDLE SCHOOL",844,28,"0,03317535545"
43,MARTIN,89,"INDIANTOWN ADULT HIGH SCHOOL",*,*,*
43,MARTIN,101,"PORT SALERNO ELEMENTARY SCHOOL",849,51,"0,06007067137"
43,MARTIN,111,"HOBE SOUND ELEMENTARY SCHOOL",716,51,"0,07122905027"
43,MARTIN,131,"WARFIELD ELEMENTARY SCHOOL",771,14,"0,01815823605"
43,MARTIN,133,"TEEN PARENT INDIANTOWN",19,7,"0,36842105263"
43,MARTIN,211,"JENSEN BEACH ELEMENTARY SCHOOL",661,33,"0,04992435703"
43,MARTIN,221,"INDIANTOWN MIDDLE SCHOOL",480,12,"0,025"
43,MARTIN,241,"SOUTH FORK HIGH SCHOOL",1988,203,"0,10211267605"
43,MARTIN,291,"PINEWOOD ELEMENTARY SCHOOL",838,27,"0,0322195704"
43,MARTIN,294,"CHALLENGER SCHOOL",44,16,"0,36363636363"
43,MARTIN,301,"CRYSTAL LAKE ELEMENTARY SCHOOL",612,28,"0,04575163398"
43,MARTIN,321,"HIDDEN OAKS MIDDLE SCHOOL",1093,45,"0,04117108874"
43,MARTIN,331,"BESSEY CREEK ELEMENTARY SCHOOL",565,8,"0,01415929203"
43,MARTIN,341,"FELIX A WILLIAMS ELEMENTARY SCHOOL",706,38,"0,0538243626"
43,MARTIN,351,"JENSEN BEACH HIGH SCHOOL",1816,166,"0,09140969162"
43,MARTIN,361,"DR. DAVID L. ANDERSON MIDDLE SCHOOL",1003,75,"0,07477567298"
43,MARTIN,371,"CITRUS GROVE ELEMENTARY",616,27,"0,04383116883"
43,MARTIN,400,"CLARK ADVANCED LEARNING CENTER",242,1,"0,0041322314"
43,MARTIN,410,"THE HOPE CHARTER CENTER FOR AUTISM",35,5,"0,14285714285"
43,MARTIN,5003,"PREKINDERGARTEN PROGRAMS",271,56,"0,20664206642"
43,MARTIN,5004,"PK EARLY INTERVENTION",209,33,"0,15789473684"
43,MARTIN,9063,"MARTIN COUNTY JAIL",*,*,*
43,MARTIN,9073,"MARTIN COUNTY GIRLS ACADEMY",46,0,0
44,MONROE,41,"CORAL SHORES HIGH SCHOOL",811,55,"0,06781750924"
44,MONROE,101,"KEY WEST HIGH SCHOOL",1275,103,"0,08078431372"
44,MONROE,106,"KEYS CENTER",20,0,0
44,MONROE,111,"HORACE O'BRYANT SCHOOL",1166,73,"0,06260720411"
44,MONROE,131,"MARATHON SCHOOL",686,91,"0,13265306122"
44,MONROE,151,"ACADEMIC CONNECTIONS FOR EXCELLENCE",27,0,0
44,MONROE,161,"POINCIANA ELEMENTARY SCHOOL",723,41,"0,05670816044"
44,MONROE,201,"SUGARLOAF SCHOOL",631,49,"0,07765451664"
44,MONROE,251,"STANLEY SWITLIK ELEMENTARY SCHOOL",603,36,"0,05970149253"
44,MONROE,291,"KEY LARGO SCHOOL",985,89,"0,09035532994"
44,MONROE,294,"MONROE JUVENILE DETENTION CENTER",30,0,0
44,MONROE,295,"HURRICANE ISLAND OUTWARD BOUND",102,0,0
44,MONROE,311,"GERALD ADAMS ELEMENTARY SCHOOL",587,28,"0,04770017035"
44,MONROE,321,"PLANTATION KEY SCHOOL",534,33,"0,0617977528"
44,MONROE,341,"SIGSBEE CHARTER SCHOOL",567,19,"0,03350970017"
44,MONROE,351,"KEY WEST MONTESSORI CHARTER SCHOOL, INC",128,5,"0,0390625"
44,MONROE,371,"TREASURE VILLAGE MONTESSORI CHARTER SCHOOL",223,17,"0,07623318385"
44,MONROE,381,"OCEAN STUDIES CHARTER",110,20,"0,18181818181"
44,MONROE,382,"KEY WEST COLLEGIATE SCHOOL",91,0,0
44,MONROE,391,"BIG PINE ACADEMY",216,11,"0,05092592592"
44,MONROE,7001,"MONROE VIRTUAL INSTRUCTION PROGRAM",*,*,*
44,MONROE,7004,"MONROE VIRTUAL FRANCHISE",*,*,*
44,MONROE,7023,"MONROE VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED)",*,*,*
45,NASSAU,31,"FERNANDINA BEACH MIDDLE SCHOOL",667,35,"0,05247376311"
45,NASSAU,71,"SOUTHSIDE ELEMENTARY SCHOOL",657,48,"0,07305936073"
45,NASSAU,81,"EMMA LOVE HARDEE ELEMENTARY",651,33,"0,05069124423"
45,NASSAU,102,"YULEE ELEMENTARY SCHOOL",871,50,"0,05740528128"
45,NASSAU,121,"CALLAHAN ELEMENTARY SCHOOL",664,41,"0,06174698795"
45,NASSAU,131,"CALLAHAN MIDDLE SCHOOL",867,152,"0,17531718569"
45,NASSAU,151,"HILLIARD MIDDLE-SENIOR HIGH",826,108,"0,13075060532"
45,NASSAU,181,"BRYCEVILLE ELEMENTARY SCHOOL",230,24,"0,10434782608"
45,NASSAU,191,"WEST NASSAU COUNTY HIGH SCHOOL",1062,190,"0,17890772128"
45,NASSAU,221,"YULEE MIDDLE SCHOOL",956,106,"0,11087866108"
45,NASSAU,231,"YULEE HIGH SCHOOL",1192,238,"0,19966442953"
45,NASSAU,241,"HILLIARD ELEMENTARY SCHOOL",828,74,"0,08937198067"
45,NASSAU,261,"CALLAHAN INTERMEDIATE SCHOOL",638,63,"0,0987460815"
45,NASSAU,271,"YULEE PRIMARY SCHOOL",995,94,"0,0944723618"
45,NASSAU,291,"FERNANDINA BEACH HIGH SCHOOL",946,171,"0,18076109936"
45,NASSAU,7001,"NASSAU VIRTUAL INSTRUCTION PROGRAM",*,*,*
45,NASSAU,7004,"NASSAU VIRTUAL FRANCHISE",16,0,0
45,NASSAU,7023,"NASSAU VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED)",*,*,*
46,OKALOOSA,31,"ANNETTE P. EDWINS ELEMENTARY SCHOOL",518,20,"0,03861003861"
46,OKALOOSA,41,"BAKER SCHOOL",1508,115,"0,07625994694"
46,OKALOOSA,51,"BOB SIKES ELEMENTARY SCHOOL",972,50,"0,05144032921"
46,OKALOOSA,82,"CLIFFORD MEIGS MIDDLE SCHOOL",597,29,"0,0485762144"
46,OKALOOSA,92,"SHOAL RIVER MIDDLE SCHOOL",940,53,"0,05638297872"
46,OKALOOSA,121,"C. W. RUCKEL MIDDLE SCHOOL",1046,26,"0,02485659655"
46,OKALOOSA,131,"DESTIN ELEMENTARY SCHOOL",898,29,"0,03229398663"
46,OKALOOSA,151,"LULA J. EDGE ELEMENTARY SCHOOL",649,21,"0,03235747303"
46,OKALOOSA,161,"EGLIN ELEMENTARY SCHOOL",544,8,"0,01470588235"
46,OKALOOSA,201,"LAUREL HILL SCHOOL",488,38,"0,07786885245"
46,OKALOOSA,211,"NICEVILLE SENIOR HIGH SCHOOL",2048,122,"0,0595703125"
46,OKALOOSA,222,"NORTHWOOD ELEMENTARY SCHOOL",868,56,"0,06451612903"
46,OKALOOSA,241,"SILVER SANDS-EXCEP. CHILDREN",150,39,"0,26"
46,OKALOOSA,251,"RIVERSIDE ELEMENTARY SCHOOL",1079,52,"0,04819277108"
46,OKALOOSA,271,"W. C. PRYOR MIDDLE SCHOOL",714,40,"0,05602240896"
46,OKALOOSA,281,"WRIGHT ELEMENTARY SCHOOL",735,33,"0,04489795918"
46,OKALOOSA,431,"SHALIMAR ELEMENTARY SCHOOL",756,33,"0,04365079365"
46,OKALOOSA,541,"ELLIOTT POINT ELEMENTARY SCHOOL",738,29,"0,03929539295"
46,OKALOOSA,561,"MARY ESTHER ELEMENTARY SCHOOL",730,26,"0,03561643835"
46,OKALOOSA,571,"JAMES E PLEW ELEMENTARY SCHOOL",809,14,"0,0173053152"
46,OKALOOSA,581,"CHOCTAWHATCHEE SENIOR HIGH SCHOOL",1744,146,"0,08371559633"
46,OKALOOSA,601,"CRESTVIEW HIGH SCHOOL",2159,184,"0,08522464103"
46,OKALOOSA,621,"KENWOOD ELEMENTARY SCHOOL",693,16,"0,02308802308"
46,OKALOOSA,631,"FLOROSA ELEMENTARY SCHOOL",700,22,"0,03142857142"
46,OKALOOSA,641,"FORT WALTON BEACH HIGH SCHOOL",1903,132,"0,06936416184"
46,OKALOOSA,651,"MAX BRUNER JUNIOR MIDDLE SCHOOL",925,73,"0,07891891891"
46,OKALOOSA,671,"ADDIE R. LEWIS SCHOOL",714,27,"0,03781512605"
46,OKALOOSA,681,"LONGWOOD ELEMENTARY SCHOOL",775,25,"0,03225806451"
46,OKALOOSA,701,"CHOICE HIGH SCHOOL AND TECHNICAL CENTER",424,162,"0,38207547169"
46,OKALOOSA,721,"OKALOOSA STEMM CENTER",142,4,"0,02816901408"
46,OKALOOSA,731,"WALKER ELEMENTARY SCHOOL",816,50,"0,0612745098"
46,OKALOOSA,741,"BLUEWATER ELEMENTARY SCHOOL",937,14,"0,01494130202"
46,OKALOOSA,751,"ANTIOCH ELEMENTARY SCHOOL",1000,20,"0,02"
46,OKALOOSA,761,"DAVIDSON MIDDLE SCHOOL",1002,77,"0,07684630738"
46,OKALOOSA,771,"DESTIN MIDDLE SCHOOL",690,34,"0,04927536231"
46,OKALOOSA,791,"EMERALD COAST CAREER INSTITUTE N",42,13,"0,30952380952"
46,OKALOOSA,801,"RICHBOURG SCHOOL",66,19,"0,28787878787"
46,OKALOOSA,811,"SOUTHSIDE CENTER",297,61,"0,20538720538"
46,OKALOOSA,7001,"OKALOOSA VIRTUAL INSTRUCTION PROGRAM",35,0,0
46,OKALOOSA,7004,"OKALOOSA VIRTUAL FRANCHISE",17,0,0
46,OKALOOSA,7023,"OKALOOSA ONLINE NON FRANCHISED",344,2,"0,00581395348"
46,OKALOOSA,9800,"OKALOOSA ACADEMY",599,325,"0,54257095158"
46,OKALOOSA,9805,"COLLEGIATE HIGH SCHOOL AT NORTHWEST FLORIDA STATE COLLEGE",285,0,0
46,OKALOOSA,9807,"LIZA JACKSON PREPARATORY SCHOOL",848,15,"0,01768867924"
46,OKALOOSA,9810,"GULF COAST YOUTH ACADEMY",37,0,0
46,OKALOOSA,9811,"OKALOOSA YOUTH DEVELOPMENT CENTER",87,0,0
46,OKALOOSA,9812,"OKALOOSA YOUTH ACADEMY",125,0,0
46,OKALOOSA,9813,"OKALOOSA REGIONAL DETENTION",164,0,0
46,OKALOOSA,9815,"AMI KIDS EMERALD COAST",72,0,0
46,OKALOOSA,9818,"NORTHWEST FLORIDA BALLET ACADEMIE",149,4,"0,02684563758"
46,OKALOOSA,9819,"ADJUDICATED YOUTH FACILITY",57,0,0
47,OKEECHOBEE,21,"OKEECHOBEE FRESHMAN CAMPUS",506,80,"0,15810276679"
47,OKEECHOBEE,31,"CENTRAL ELEMENTARY SCHOOL",693,44,"0,06349206349"
47,OKEECHOBEE,101,"OKEECHOBEE HIGH SCHOOL",1340,246,"0,18358208955"
47,OKEECHOBEE,112,"SOUTH ELEMENTARY SCHOOL",561,34,"0,0606060606"
47,OKEECHOBEE,113,"OKEECHOBEE ACHIEVEMENT ACADEMY",122,34,"0,27868852459"
47,OKEECHOBEE,121,"YEARLING MIDDLE SCHOOL",769,119,"0,15474642392"
47,OKEECHOBEE,161,"NORTH ELEMENTARY SCHOOL",679,24,"0,0353460972"
47,OKEECHOBEE,171,"EVERGLADES ELEMENTARY SCHOOL",765,41,"0,05359477124"
47,OKEECHOBEE,181,"SEMINOLE ELEMENTARY SCHOOL",744,26,"0,03494623655"
47,OKEECHOBEE,201,"OSCEOLA MIDDLE SCHOOL",975,95,"0,09743589743"
47,OKEECHOBEE,8017,"OKEECHOBEE INTENSIVE HALFWAY HOUSE",33,0,0
47,OKEECHOBEE,9004,"STUDENT SERV./SPECIAL PROGRAMS",*,*,*
47,OKEECHOBEE,9101,"TANTIE JUVENILE RESIDENTIAL FACILITY",22,0,0
47,OKEECHOBEE,9106,"CYPRESS JUVENILE RESIDENTIAL FACILITY",28,0,0
48,ORANGE,11,"HOSPITAL HOMEBOUND",444,89,"0,20045045045"
48,ORANGE,31,"LA AMISTAD",231,1,"0,00432900432"
48,ORANGE,32,"ESTEEM ACADEMY",53,28,"0,52830188679"
48,ORANGE,34,"UCP TRANSITIONAL LEARNING ACADEMY MIDDLE SCHOOL",36,14,"0,38888888888"
48,ORANGE,40,"PROSPERITAS LEADERSHIP ACADEMY CHARTER",330,203,"0,61515151515"
48,ORANGE,41,"FLORIDA MALL EDUCATION CENTER",78,26,"0,33333333333"
48,ORANGE,42,BETA,333,151,"0,45345345345"
48,ORANGE,43,"UNIVERSITY BEHAVIORAL CENTER",178,1,"0,00561797752"
48,ORANGE,53,"PASSPORT CHARTER",189,8,"0,04232804232"
48,ORANGE,55,"PRINCETON HOUSE CHARTER",173,41,"0,23699421965"
48,ORANGE,56,"LAKE EOLA CHARTER",223,4,"0,01793721973"
48,ORANGE,61,"HOPE CHARTER",427,18,"0,04215456674"
48,ORANGE,62,"NAP FORD COMMUNITY CHARTER",175,11,"0,06285714285"
48,ORANGE,65,"UCP CHARTER",283,136,"0,48056537102"
48,ORANGE,70,"UCP PINE HILLS CHARTER",97,40,"0,41237113402"
48,ORANGE,72,"OAKLAND AVENUE CHARTER",555,15,"0,02702702702"
48,ORANGE,74,"WORKFORCE ADVANTAGE ACADEMY CHARTER",271,4,"0,0147601476"
48,ORANGE,84,"SHEELER HIGH CHARTER",768,447,"0,58203125"
48,ORANGE,85,"CHANCERY HIGH CHARTER",802,384,"0,47880299251"
48,ORANGE,89,"ORLANDO SCIENCE MIDDLE HIGH CHARTER",542,5,"0,00922509225"
48,ORANGE,90,"UCP EAST CHARTER",290,79,"0,2724137931"
48,ORANGE,101,"AMIKIDS ORLANDO",92,39,"0,42391304347"
48,ORANGE,111,"WILLIAM R BOONE HIGH",3072,474,"0,154296875"
48,ORANGE,113,"PROJECT COMPASS",56,12,"0,21428571428"
48,ORANGE,114,"YOUTHFUL OFFENDERS PROGRAM",87,6,"0,06896551724"
48,ORANGE,119,"LEGACY HIGH CHARTER",174,7,"0,04022988505"
48,ORANGE,120,"ALOMA HIGH CHARTER",740,338,"0,45675675675"
48,ORANGE,121,"EDGEWATER HIGH",1872,212,"0,11324786324"
48,ORANGE,122,"TRANSITION CENTER",166,73,"0,43975903614"
48,ORANGE,123,"DROP BACK IN",1009,590,"0,58473736372"
48,ORANGE,128,"UNIVERSAL EDUCATION CENTER",47,1,"0,02127659574"
48,ORANGE,131,"HOWARD MIDDLE",1077,100,"0,09285051067"
48,ORANGE,133,"CORNERSTONE ACADEMY CHARTER",922,30,"0,03253796095"
48,ORANGE,141,"LAKEVILLE ELEMENTARY",983,62,"0,06307222787"
48,ORANGE,142,CHEROKEE,70,15,"0,21428571428"
48,ORANGE,146,"CORNERSTONE CHARTER ACADEMY HIGH SCHOOL",331,28,"0,08459214501"
48,ORANGE,149,"CENTRAL FLORIDA LEADERSHIP ACADEMY CHARTER",210,30,"0,14285714285"
48,ORANGE,151,"MEMORIAL MIDDLE",952,175,"0,18382352941"
48,ORANGE,152,"INNOVATIONS MIDDLE CHARTER",280,102,"0,36428571428"
48,ORANGE,155,"PINECREST PREPARATORY CHARTER",241,8,"0,03319502074"
48,ORANGE,156,"CYPRESS SPRINGS ELEMENTARY",807,47,"0,05824039653"
48,ORANGE,163,"ASPIRE ACADEMY CHARTER",124,19,"0,15322580645"
48,ORANGE,172,"MONTESSORI OF WINTER GARDEN CHARTER",190,5,"0,02631578947"
48,ORANGE,177,"ACCESS CHARTER",104,31,"0,29807692307"
48,ORANGE,181,"FERN CREEK ELEMENTARY",428,49,"0,1144859813"
48,ORANGE,182,"KIDS COMMUNITY COLLEGE CHARTER",130,14,"0,10769230769"
48,ORANGE,183,"UCP TRANSITIONAL LEARNING ACADEMY HIGH CHARTER",36,22,"0,61111111111"
48,ORANGE,185,"RENAISSANCE CHARTER SCHOOL AT CHICKASAW TRAIL",965,14,"0,01450777202"
48,ORANGE,191,"GRAND AVENUE PRIMARY LEARNING CENTER",350,39,"0,11142857142"
48,ORANGE,200,"ORLANDO SCIENCE ELEMENTARY CHARTER",274,9,"0,03284671532"
48,ORANGE,201,"HILLCREST ELEMENTARY",509,17,"0,03339882121"
48,ORANGE,202,"SUNSHINE HIGH CHARTER",960,434,"0,45208333333"
48,ORANGE,203,"PINECREST CREEK CHARTER",267,13,"0,04868913857"
48,ORANGE,204,"RENAISSANCE CHARTER SCHOOL AT HUNTERS CREEK",751,8,"0,01065246338"
48,ORANGE,211,"KALEY ELEMENTARY",297,23,"0,07744107744"
48,ORANGE,212,"OAKSHIRE ELEMENTARY",693,36,"0,05194805194"
48,ORANGE,213,"LAWTON CHILES ELEMENTARY",823,50,"0,06075334143"
48,ORANGE,214,"ENDEAVOR ELEMENTARY",741,22,"0,02968960863"
48,ORANGE,215,"THREE POINTS ELEMENTARY",802,81,"0,10099750623"
48,ORANGE,216,"CITRUS ELEMENTARY",743,33,"0,04441453566"
48,ORANGE,217,"CAMELOT ELEMENTARY",711,43,"0,06047819971"
48,ORANGE,221,"LAKE COMO ELEMENTARY",295,28,"0,09491525423"
48,ORANGE,222,"AVALON ELEMENTARY",984,25,"0,02540650406"
48,ORANGE,231,"PINELOCH ELEMENTARY",984,106,"0,10772357723"
48,ORANGE,232,"WEST CREEK ELEMENTARY",719,20,"0,02781641168"
48,ORANGE,235,"THORNEBROOKE ELEMENTARY",797,29,"0,03638644918"
48,ORANGE,236,"EAGLES NEST ELEMENTARY",832,43,"0,0516826923"
48,ORANGE,241,"LAKE GEM ELEMENTARY",1020,51,"0,05"
48,ORANGE,242,"LEGACY MIDDLE",974,71,"0,0728952772"
48,ORANGE,245,"FREEDOM MIDDLE",1131,76,"0,06719717064"
48,ORANGE,251,"PRINCETON ELEMENTARY",535,25,"0,04672897196"
48,ORANGE,252,"OCOEE HIGH",2524,332,"0,13153724247"
48,ORANGE,253,"WEST OAKS ELEMENTARY",728,28,"0,03846153846"
48,ORANGE,259,"EAST LAKE ELEMENTARY",747,24,"0,03212851405"
48,ORANGE,261,"RIVERDALE ELEMENTARY",823,63,"0,0765492102"
48,ORANGE,271,"ORLO VISTA ELEMENTARY",659,39,"0,05918057663"
48,ORANGE,282,"APOPKA MIDDLE",1155,99,"0,08571428571"
48,ORANGE,301,"LAKE GEORGE ELEMENTARY",693,36,"0,05194805194"
48,ORANGE,311,"KILLARNEY ELEMENTARY",550,46,"0,08363636363"
48,ORANGE,321,"ANDOVER ELEMENTARY",826,45,"0,05447941888"
48,ORANGE,322,"WHISPERING OAK ELEMENTARY SCHOOL",833,40,"0,04801920768"
48,ORANGE,342,"OCOEE MIDDLE",1484,126,"0,08490566037"
48,ORANGE,352,"LAKEVIEW MIDDLE",1063,70,"0,06585136406"
48,ORANGE,361,"TILDENVILLE ELEMENTARY",596,28,"0,04697986577"
48,ORANGE,381,"HUNTERS CREEK MIDDLE",1156,35,"0,0302768166"
48,ORANGE,392,"SILVER STAR CENTER",230,22,"0,09565217391"
48,ORANGE,395,VILLAGE,315,0,0
48,ORANGE,401,"PINEWOOD ELEMENTARY",722,44,"0,06094182825"
48,ORANGE,411,"PINE CASTLE ELEMENTARY",371,22,"0,05929919137"
48,ORANGE,421,"LOCKHART ELEMENTARY",541,32,"0,05914972273"
48,ORANGE,431,"UNION PARK ELEMENTARY",621,41,"0,06602254428"
48,ORANGE,441,"DEVEREUX TREATMENT PROGRAM",88,0,0
48,ORANGE,461,"ZELLWOOD ELEMENTARY",648,41,"0,06327160493"
48,ORANGE,511,"DILLARD STREET ELEMENTARY",866,83,"0,09584295612"
48,ORANGE,521,"LAKE SILVER ELEMENTARY",773,109,"0,14100905562"
48,ORANGE,531,"AUDUBON PARK ELEMENTARY",1290,73,"0,05658914728"
48,ORANGE,541,"DREAM LAKE ELEMENTARY",909,52,"0,05720572057"
48,ORANGE,551,"CONWAY ELEMENTARY",714,55,"0,07703081232"
48,ORANGE,561,"LAKEMONT ELEMENTARY",749,28,"0,03738317757"
48,ORANGE,571,"GLENRIDGE MIDDLE",1483,114,"0,07687120701"
48,ORANGE,581,"ROBERT E LEE MIDDLE",1136,128,"0,11267605633"
48,ORANGE,591,GATEWAY,113,59,"0,5221238938"
48,ORANGE,611,"AZALEA PARK ELEMENTARY",713,85,"0,11921458625"
48,ORANGE,621,"PINE HILLS ELEMENTARY",880,59,"0,06704545454"
48,ORANGE,631,"BLANKNER K-8",1051,42,"0,039961941"
48,ORANGE,641,"ROCK LAKE ELEMENTARY",334,30,"0,08982035928"
48,ORANGE,651,"LAKE WESTON ELEMENTARY",734,116,"0,15803814713"
48,ORANGE,661,"COLONIAL HIGH",3775,776,"0,2055629139"
48,ORANGE,671,"MAYNARD EVANS HIGH",2934,564,"0,19222903885"
48,ORANGE,681,"ENGELWOOD ELEMENTARY",623,47,"0,07544141252"
48,ORANGE,691,"OAK RIDGE HIGH",2612,311,"0,11906584992"
48,ORANGE,701,"CATALINA ELEMENTARY",805,87,"0,10807453416"
48,ORANGE,711,"CHENEY ELEMENTARY",610,30,"0,04918032786"
48,ORANGE,721,"LOCKHART MIDDLE",934,102,"0,10920770877"
48,ORANGE,731,"MAITLAND MIDDLE",960,44,"0,04583333333"
48,ORANGE,741,"CYPRESS PARK ELEMENTARY",319,46,"0,14420062695"
48,ORANGE,751,"BROOKSHIRE ELEMENTARY",662,37,"0,05589123867"
48,ORANGE,764,"EXCEL HIGH",626,116,"0,18530351437"
48,ORANGE,771,"NORTHLAKE PARK COMMUNITY ELEMENTARY",1051,27,"0,02568981921"
48,ORANGE,781,"DOVER SHORES ELEMENTARY",739,84,"0,11366711772"
48,ORANGE,791,"MOLLIE RAY ELEMENTARY",622,63,"0,10128617363"
48,ORANGE,801,"DURRANCE ELEMENTARY",481,59,"0,12266112266"
48,ORANGE,811,"TANGELO PARK ELEMENTARY",502,26,"0,05179282868"
48,ORANGE,821,"LOVELL ELEMENTARY",796,57,"0,0716080402"
48,ORANGE,831,"CHICKASAW ELEMENTARY",882,60,"0,06802721088"
48,ORANGE,841,"SPRING LAKE ELEMENTARY",588,30,"0,05102040816"
48,ORANGE,851,"LANCASTER ELEMENTARY",997,77,"0,07723169508"
48,ORANGE,861,"ROLLING HILLS ELEMENTARY",805,60,"0,07453416149"
48,ORANGE,871,"BONNEVILLE ELEMENTARY",641,39,"0,06084243369"
48,ORANGE,881,"HIAWASSEE ELEMENTARY",912,58,"0,06359649122"
48,ORANGE,891,"MICHAEL MCCOY ELEMENTARY",880,90,"0,10227272727"
48,ORANGE,901,"PERSHING ELEMENTARY",411,26,"0,06326034063"
48,ORANGE,911,"UNION PARK MIDDLE",1062,156,"0,14689265536"
48,ORANGE,921,"ROBINSWOOD MIDDLE",1478,77,"0,05209742895"
48,ORANGE,931,"DR. PHILLIPS HIGH",3787,452,"0,11935569052"
48,ORANGE,941,"CLARCONA ELEMENTARY",1204,68,"0,05647840531"
48,ORANGE,961,"PALM LAKE ELEMENTARY",673,23,"0,03417533432"
48,ORANGE,971,"VENTURA ELEMENTARY",989,89,"0,08998988877"
48,ORANGE,981,"ARBOR RIDGE K-8",803,50,"0,06226650062"
48,ORANGE,991,"CLAY SPRINGS ELEMENTARY",835,42,"0,05029940119"
48,ORANGE,1001,"UNIVERSITY HIGH",3278,399,"0,12172056131"
48,ORANGE,1011,"ROCK SPRINGS ELEMENTARY",800,55,"0,06875"
48,ORANGE,1021,"METROWEST ELEMENTARY",1693,77,"0,04548139397"
48,ORANGE,1031,"SOUTHWEST MIDDLE",1307,71,"0,05432287681"
48,ORANGE,1041,"MEADOW WOODS ELEMENTARY",655,43,"0,06564885496"
48,ORANGE,1051,"WATERBRIDGE ELEMENTARY",1214,72,"0,05930807248"
48,ORANGE,1061,"WINDY RIDGE K-8",1219,48,"0,03937653814"
48,ORANGE,1071,"BAY MEADOWS ELEMENTARY",615,22,"0,03577235772"
48,ORANGE,1081,"JOHN YOUNG ELEMENTARY",789,35,"0,0443599493"
48,ORANGE,1091,"WATERFORD ELEMENTARY",723,30,"0,04149377593"
