"Students Absent 21 or More Days by School
2012-13, Final Survey 5 - Revised 4/24/17",,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).",,,,,,
"Dist #","District Name","Schl #","School Name",Enrollments,"Absent 21 Days or Over","% Absent 21 or More Days"
29,HILLSBOROUGH,2441,"LINCOLN ELEMENTARY MAGNET SCHOOL",426,11,"0,02582159624"
29,HILLSBOROUGH,2451,"LEWIS ELEMENTARY SCHOOL",913,65,"0,07119386637"
29,HILLSBOROUGH,2461,"LITHIA SPRINGS ELEMENTARY SCHOOL",622,19,"0,03054662379"
29,HILLSBOROUGH,2471,"LIBERTY MIDDLE SCHOOL",1281,156,"0,12177985948"
29,HILLSBOROUGH,2521,"LOMAX MAGNET ELEMENTARY SCHOOL",381,17,"0,04461942257"
29,HILLSBOROUGH,2531,"LOPEZ ELEMENTARY SCHOOL",593,74,"0,12478920741"
29,HILLSBOROUGH,2541,"LOPEZ EXCEPTIONAL STUDENT EDUCATION CENTER",72,29,"0,40277777777"
29,HILLSBOROUGH,2551,"LOWRY ELEMENTARY SCHOOL",1016,59,"0,05807086614"
29,HILLSBOROUGH,2561,"LUTZ ELEMENTARY SCHOOL",645,37,"0,05736434108"
29,HILLSBOROUGH,2601,"MABRY ELEMENTARY SCHOOL",846,22,"0,02600472813"
29,HILLSBOROUGH,2651,"MADISON MIDDLE SCHOOL",921,153,"0,1661237785"
29,HILLSBOROUGH,2721,"MANGO ELEMENTARY SCHOOL",904,62,"0,06858407079"
29,HILLSBOROUGH,2771,"MANISCALCO ELEMENTARY SCHOOL",630,29,"0,04603174603"
29,HILLSBOROUGH,2801,"MANN MIDDLE SCHOOL",1334,179,"0,13418290854"
29,HILLSBOROUGH,2841,"MARSHALL MIDDLE SCHOOL",977,124,"0,12691914022"
29,HILLSBOROUGH,2851,"MARTINEZ MIDDLE SCHOOL",1124,42,"0,03736654804"
29,HILLSBOROUGH,2871,"MCDONALD ELEMENTARY SCHOOL",711,102,"0,14345991561"
29,HILLSBOROUGH,2882,"MEMORIAL MIDDLE SCHOOL",885,114,"0,12881355932"
29,HILLSBOROUGH,2961,"MENDENHALL ELEMENTARY SCHOOL",791,70,"0,08849557522"
29,HILLSBOROUGH,2972,"MENDEZ EXCEPTIONAL CENTER",63,26,"0,41269841269"
29,HILLSBOROUGH,3001,"FERRELL MIDDLE MAGNET SCHOOL",364,20,"0,05494505494"
29,HILLSBOROUGH,3004,"MIDDLETON HIGH SCHOOL",1313,257,"0,19573495811"
29,HILLSBOROUGH,3041,"MILES ELEMENTARY SCHOOL",955,67,"0,07015706806"
29,HILLSBOROUGH,3061,"MINTZ ELEMENTARY SCHOOL",940,47,"0,05"
29,HILLSBOROUGH,3081,"MITCHELL ELEMENTARY SCHOOL",630,11,"0,01746031746"
29,HILLSBOROUGH,3082,"MCKITRICK ELEMENTARY SCHOOL",1058,19,"0,01795841209"
29,HILLSBOROUGH,3101,"MORGAN WOODS ELEMENTARY SCHOOL",651,48,"0,07373271889"
29,HILLSBOROUGH,3121,"MORT ELEMENTARY SCHOOL",1089,93,"0,08539944903"
29,HILLSBOROUGH,3131,"MULRENNAN MIDDLE SCHOOL",1286,88,"0,06842923794"
29,HILLSBOROUGH,3141,"NELSON ELEMENTARY SCHOOL",886,49,"0,0553047404"
29,HILLSBOROUGH,3151,"NORTHWEST ELEMENTARY SCHOOL",667,30,"0,04497751124"
29,HILLSBOROUGH,3161,"OAK GROVE ELEMENTARY SCHOOL",983,63,"0,06408952187"
29,HILLSBOROUGH,3171,"NEWSOME HIGH SCHOOL",2459,216,"0,0878405856"
29,HILLSBOROUGH,3181,"MULLER ELEMENTARY MAGNET SCHOOL",364,18,"0,04945054945"
29,HILLSBOROUGH,3201,"OAK PARK ELEMENTARY SCHOOL",773,70,"0,09055627425"
29,HILLSBOROUGH,3241,"ORANGE GROVE MIDDLE MAGNET SCHOOL",563,38,"0,0674955595"
29,HILLSBOROUGH,3281,"PALM RIVER ELEMENTARY SCHOOL",639,43,"0,06729264475"
29,HILLSBOROUGH,3362,"PINECREST ELEMENTARY SCHOOL",595,45,"0,0756302521"
29,HILLSBOROUGH,3371,"RIVERVIEW HIGH SCHOOL",2408,303,"0,12583056478"
29,HILLSBOROUGH,3381,"PIZZO ELEMENTARY SCHOOL",780,74,"0,09487179487"
29,HILLSBOROUGH,3411,"PLANT HIGH SCHOOL",2397,253,"0,10554860241"
29,HILLSBOROUGH,3431,"PLANT CITY HIGH SCHOOL",2224,430,"0,19334532374"
29,HILLSBOROUGH,3441,"PRIDE ELEMENTARY SCHOOL",979,18,"0,01838610827"
29,HILLSBOROUGH,3442,"TOMLIN MIDDLE SCHOOL",1741,186,"0,10683515221"
29,HILLSBOROUGH,3521,"POTTER ELEMENTARY SCHOOL",799,64,"0,08010012515"
29,HILLSBOROUGH,3525,"HILLSBOROUGH ESE CONTRACTED RESIDENTIAL PLACEMENT",*,*,*
29,HILLSBOROUGH,3561,"PROGRESS VILLAGE MIDDLE MAGNET SCHOOL",877,80,"0,09122006841"
29,HILLSBOROUGH,3620,"RANDALL MIDDLE SCHOOL",1390,66,"0,04748201438"
29,HILLSBOROUGH,3621,"RIVERHILLS ELEMENTARY SCHOOL",399,38,"0,09523809523"
29,HILLSBOROUGH,3641,"RIVERVIEW ELEMENTARY SCHOOL",733,48,"0,06548431105"
29,HILLSBOROUGH,3681,"ROBINSON ELEMENTARY SCHOOL",670,60,"0,0895522388"
29,HILLSBOROUGH,3731,"ROBINSON HIGH SCHOOL",1667,220,"0,13197360527"
29,HILLSBOROUGH,3761,"ROBLES ELEMENTARY SCHOOL",925,99,"0,10702702702"
29,HILLSBOROUGH,3771,"RODGERS MIDDLE SCHOOL",1025,138,"0,13463414634"
29,HILLSBOROUGH,3782,"LAVOY EXCEPTIONAL CENTER",120,36,"0,3"
29,HILLSBOROUGH,3784,"JEFFERSON HIGH SCHOOL",1743,252,"0,14457831325"
29,HILLSBOROUGH,3801,"ROOSEVELT ELEMENTARY SCHOOL",742,18,"0,0242587601"
29,HILLSBOROUGH,3802,"ROLAND PARK K-8 MAGNET SCHOOL",706,27,"0,03824362606"
29,HILLSBOROUGH,3841,"RUSKIN ELEMENTARY SCHOOL",1193,120,"0,10058675607"
29,HILLSBOROUGH,3851,"SCHMIDT ELEMENTARY SCHOOL",754,41,"0,05437665782"
29,HILLSBOROUGH,3861,"SCHWARZKOPF ELEMENTARY SCHOOL",664,26,"0,0391566265"
29,HILLSBOROUGH,3881,"SEFFNER ELEMENTARY SCHOOL",772,34,"0,04404145077"
29,HILLSBOROUGH,3921,"SEMINOLE ELEMENTARY SCHOOL",523,45,"0,086042065"
29,HILLSBOROUGH,3922,"SESSUMS ELEMENTARY SCHOOL",932,49,"0,05257510729"
29,HILLSBOROUGH,3951,"SHAW ELEMENTARY SCHOOL",771,89,"0,11543450064"
29,HILLSBOROUGH,3961,"SHORE ELEMENTARY MAGNET SCHOOL",400,14,"0,035"
29,HILLSBOROUGH,4002,"SIMMONS EXCEPTIONAL CENTER",82,32,"0,39024390243"
29,HILLSBOROUGH,4141,"BLOOMINGDALE HIGH SCHOOL",2450,347,"0,14163265306"
29,HILLSBOROUGH,4151,"SICKLES HIGH SCHOOL",2181,321,"0,14718019257"
29,HILLSBOROUGH,4154,"SOUTH COUNTY CAREER CENTER",424,239,"0,56367924528"
29,HILLSBOROUGH,4155,"BOWERS-WHITLEY CAREER CENTER",352,218,"0,61931818181"
29,HILLSBOROUGH,4161,"SPRINGHEAD ELEMENTARY SCHOOL",915,75,"0,08196721311"
29,HILLSBOROUGH,4201,"SULPHUR SPRINGS ELEMENTARY SCHOOL",869,110,"0,12658227848"
29,HILLSBOROUGH,4211,"SUMMERFIELD ELEMENTARY SCHOOL",957,75,"0,07836990595"
29,HILLSBOROUGH,4212,"SYMMES ELEMENTARY SCHOOL",679,41,"0,06038291605"
29,HILLSBOROUGH,4221,"TAMPA BAY TECH HIGH SCHOOL",2096,313,"0,14933206106"
29,HILLSBOROUGH,4241,"TAMPA BAY BOULEVARD ELEMENTARY SCHOOL",813,78,"0,0959409594"
29,HILLSBOROUGH,4251,"RAMPELLO K-8 MAGNET SCHOOL",774,31,"0,04005167958"
29,HILLSBOROUGH,4261,"TAMPA PALMS ELEMENTARY SCHOOL",861,41,"0,04761904761"
29,HILLSBOROUGH,4281,"TEMPLE TERRACE ELEMENTARY SCHOOL",702,30,"0,04273504273"
29,HILLSBOROUGH,4321,"DOROTHY THOMAS CENTER",137,37,"0,2700729927"
29,HILLSBOROUGH,4324,"SATELITE ALTERNATIVE SCHOOLS",52,0,0
29,HILLSBOROUGH,4331,"NORTH TAMPA ALTERNATIVE SCHOOL",341,153,"0,4486803519"
29,HILLSBOROUGH,4332,"BRANDON ALTERNATIVE SCHOOL",357,150,"0,42016806722"
29,HILLSBOROUGH,4334,"TEEN PARENT EAST PROGRAM",75,19,"0,25333333333"
29,HILLSBOROUGH,4351,"TEEN PARENT WEST PROGRAM",216,21,"0,09722222222"
29,HILLSBOROUGH,4352,"TEEN PARENT NORTH",20,17,"0,85"
29,HILLSBOROUGH,4353,"TEEN PARENT SOUTH",88,63,"0,7159090909"
29,HILLSBOROUGH,4361,"THONOTOSASSA ELEMENTARY SCHOOL",557,70,"0,12567324955"
29,HILLSBOROUGH,4381,"TINKER ELEMENTARY SCHOOL",622,16,"0,02572347266"
29,HILLSBOROUGH,4391,ACTS,46,0,0
29,HILLSBOROUGH,4441,"TOWN & COUNTRY ELEMENTARY SCHOOL",526,49,"0,09315589353"
29,HILLSBOROUGH,4442,"WEBB MIDDLE SCHOOL",1032,108,"0,10465116279"
29,HILLSBOROUGH,4481,"TRAPNELL ELEMENTARY SCHOOL",641,30,"0,04680187207"
29,HILLSBOROUGH,4522,"TURKEY CREEK MIDDLE SCHOOL",1081,103,"0,09528214616"
29,HILLSBOROUGH,4561,"TWIN LAKES ELEMENTARY SCHOOL",777,70,"0,09009009009"
29,HILLSBOROUGH,4562,"CAMINITI EXCEPTIONAL CENTER",161,59,"0,36645962732"
29,HILLSBOROUGH,4581,"VALRICO ELEMENTARY SCHOOL",934,51,"0,05460385438"
29,HILLSBOROUGH,4591,"WALDEN LAKE ELEMENTARY SCHOOL",933,48,"0,05144694533"
29,HILLSBOROUGH,4601,"WASHINGTON ELEMENTARY SCHOOL",668,57,"0,08532934131"
29,HILLSBOROUGH,4611,"WALKER MIDDLE MAGNET SCHOOL",827,33,"0,03990326481"
29,HILLSBOROUGH,4651,"WESTCHASE ELEMENTARY SCHOOL",1032,27,"0,02616279069"
29,HILLSBOROUGH,4681,"WESTSHORE ELEMENTARY SCHOOL",386,20,"0,0518134715"
29,HILLSBOROUGH,4722,"WEST TAMPA ELEMENTARY SCHOOL",591,55,"0,09306260575"
29,HILLSBOROUGH,4731,"WHARTON HIGH SCHOOL",2665,401,"0,15046904315"
29,HILLSBOROUGH,4741,"WILLIAMS MIDDLE MAGNET SCHOOL",776,21,"0,02706185567"
29,HILLSBOROUGH,4747,"JAMES ELEMENTARY SCHOOL",792,90,"0,11363636363"
29,HILLSBOROUGH,4761,"WILSON MIDDLE SCHOOL",635,31,"0,04881889763"
29,HILLSBOROUGH,4801,"WILSON ELEMENTARY SCHOOL",453,17,"0,03752759381"
29,HILLSBOROUGH,4841,"WIMAUMA ELEMENTARY SCHOOL",609,49,"0,08045977011"
29,HILLSBOROUGH,4921,"WITTER ELEMENTARY SCHOOL",626,49,"0,07827476038"
29,HILLSBOROUGH,4941,"WOODBRIDGE ELEMENTARY SCHOOL",677,57,"0,08419497784"
29,HILLSBOROUGH,4961,"YATES ELEMENTARY SCHOOL",829,69,"0,08323281061"
29,HILLSBOROUGH,5041,"YOUNG MIDDLE MAGNET SCHOOL",578,34,"0,05882352941"
29,HILLSBOROUGH,5042,"HILLSBOROUGH ACADEMY",26,0,0
29,HILLSBOROUGH,5044,"DETENTION CENTER, WEST",1083,0,0
29,HILLSBOROUGH,5048,"LESLIE PETERS HALFWAY HOUSE",46,0,0
29,HILLSBOROUGH,5051,"AMI KIDS TAMPA",44,26,"0,5909090909"
29,HILLSBOROUGH,5052,"AMI KIDS YES",72,0,0
29,HILLSBOROUGH,5054,"PACE CENTER FOR GIRLS",101,41,"0,40594059405"
29,HILLSBOROUGH,5056,"FALKENBURG JCT - MENTAL HEALTH",75,0,0
29,HILLSBOROUGH,5058,"FALKENBURG ROAD JAIL",168,0,0
29,HILLSBOROUGH,5060,"RIVERSIDE ACADEMY",346,0,0
29,HILLSBOROUGH,5062,"COLUMBUS RESIDENTIAL JUVENILE FACILITY",86,0,0
29,HILLSBOROUGH,5371,"HOSPITAL/HOMEBOUND/HOMEBASED PROGRAMS",344,22,"0,06395348837"
29,HILLSBOROUGH,5372,"ESE BIRTH THRU AGE 5",619,1,"0,00161550888"
29,HILLSBOROUGH,6529,"DELIA SANCHEZ FULL SERVICE SCHOOL",23,0,0
29,HILLSBOROUGH,6601,"RICHARDSON MONTESSORI ACADEMY",70,1,"0,01428571428"
29,HILLSBOROUGH,6606,"TERRACE COMMUNITY MIDDLE SCHOOL",669,13,"0,01943198804"
29,HILLSBOROUGH,6608,"VILLAGE OF EXCELLENCE ACADEMY",231,16,"0,06926406926"
29,HILLSBOROUGH,6609,"PEPIN ACADEMY OF TAMPA",180,12,"0,06666666666"
29,HILLSBOROUGH,6612,"TRINITY SCHOOL FOR CHILDREN - LOWER DIVISION",498,15,"0,03012048192"
29,HILLSBOROUGH,6613,"LEARNING GATE COMMUNITY SCHOOL",811,30,"0,03699136868"
29,HILLSBOROUGH,6615,"RCMA WIMAUMA ACADEMY",214,8,"0,03738317757"
29,HILLSBOROUGH,6620,"TAMPA CHARTER SCHOOL",186,12,"0,06451612903"
29,HILLSBOROUGH,6621,"MOUNT PLEASANT STANDARD BASE MIDDLE SCHOOL",101,10,"0,09900990099"
29,HILLSBOROUGH,6623,"WALTON ACADEMY",170,9,"0,05294117647"
29,HILLSBOROUGH,6624,"TRINITY UPPER SCHOOL",259,8,"0,03088803088"
29,HILLSBOROUGH,6625,"LITERACY/LEADERSHIP/TECHNOLOGY ACADEMY",314,20,"0,06369426751"
29,HILLSBOROUGH,6626,"KIDS COMMUNITY COLLEGE",362,10,"0,02762430939"
29,HILLSBOROUGH,6628,"PEPIN ELEMENTARY SCHOOL",118,16,"0,13559322033"
29,HILLSBOROUGH,6630,"PEPIN TRANSITIONAL SCHOOL",72,22,"0,30555555555"
29,HILLSBOROUGH,6631,"PEPIN MIDDLE SCHOOL",167,16,"0,09580838323"
29,HILLSBOROUGH,6634,"BROOKS DEBARTOLO COLLEGIATE HIGH SCHOOL",351,32,"0,09116809116"
29,HILLSBOROUGH,6637,"SHILOH ELEMENTARY CHARTER SCHOOL",453,42,"0,09271523178"
29,HILLSBOROUGH,6639,"FLORIDA AUTISM CHARTER SCHOOL OF EXCELLENCE",116,23,"0,19827586206"
29,HILLSBOROUGH,6643,"COMMUNITY CHARTER SCHOOL OF EXCELLENCE",329,55,"0,16717325227"
29,HILLSBOROUGH,6644,"ADVANTAGE ACADEMY OF HILLSBOROUGH",356,19,"0,05337078651"
29,HILLSBOROUGH,6645,"ADVANTAGE ACADEMY MIDDLE SCHOOL",150,13,"0,08666666666"
29,HILLSBOROUGH,6646,"SEMINOLE HEIGHTS CHARTER HIGH SCHOOL",639,359,"0,56181533646"
29,HILLSBOROUGH,6647,"NEWPOINT HIGH OF TAMPA",188,66,"0,35106382978"
29,HILLSBOROUGH,6648,"SHILOH MIDDLE CHARTER SCHOOL",204,23,"0,11274509803"
29,HILLSBOROUGH,6649,"VALRICO LAKE ADVANTAGE ACADEMY",699,47,"0,06723891273"
29,HILLSBOROUGH,6650,"KID'S COMMUNITY COLLEGE MIDDLE CHARTER SCHOOL",158,0,0
29,HILLSBOROUGH,6652,"CHANNELSIDE ACADEMY OF MATH AND SCIENCE",347,27,"0,07780979827"
29,HILLSBOROUGH,6653,"WOODMONT CHARTER SCHOOL",840,37,"0,04404761904"
29,HILLSBOROUGH,6654,"NEW SPRINGS SCHOOL",188,19,"0,10106382978"
29,HILLSBOROUGH,6655,"LUTZ PREPARATORY ACADEMY",517,24,"0,04642166344"
29,HILLSBOROUGH,6656,"PIVOT CHARTER SCHOOL",331,124,"0,37462235649"
29,HILLSBOROUGH,6657,"NEW SPRINGS ELEMENTARY SCHOOL",211,17,"0,08056872037"
29,HILLSBOROUGH,6658,"WINTHROP CHARTER SCHOOL",1156,71,"0,06141868512"
29,HILLSBOROUGH,6659,"WEST UNIVERSITY CHARTER HIGH",435,239,"0,54942528735"
29,HILLSBOROUGH,6660,"COMMUNITY CHARTER MIDDLE SCHOOL OF EXCELLENCE",118,20,"0,16949152542"
29,HILLSBOROUGH,6662,"HENDERSON HAMMOCK CHARTER SCHOOL",687,17,"0,02474526928"
29,HILLSBOROUGH,6663,"CHANNELSIDE ACADEMY MIDDLE SCHOOL",58,5,"0,08620689655"
29,HILLSBOROUGH,6665,"GATES SENIOR HIGH SCHOOL",79,7,"0,08860759493"
29,HILLSBOROUGH,6666,"KINGS KIDS ACADEMY OF HEALTH SCIENCES",64,2,"0,03125"
29,HILLSBOROUGH,6667,"KIDS COMMUNITY COLLEGE CHARTER SCHOOL SOUTHEAST HILLSBOROUGH COUNTY",130,11,"0,08461538461"
29,HILLSBOROUGH,6669,"RCMA LEADERSHIP ACADEMY",55,5,"0,0909090909"
29,HILLSBOROUGH,6670,"WE PHILLIPS LEARNING ACADEMY",27,2,"0,07407407407"
29,HILLSBOROUGH,7001,"HILLSBOROUGH VIRT INSTR PRGS",207,0,0
29,HILLSBOROUGH,7004,"HILLSBOROUGH VIRTUAL FRANCHISE HIGH SCHOOL",323,0,0
29,HILLSBOROUGH,7006," HILLSBOROUGH VIRTUAL INSTRUCTION  COURSE OFFERINGS",264,0,0
29,HILLSBOROUGH,7023,"HILLSBOROUGH VIRTUAL SCHOOL",333,0,0
30,HOLMES,12,"BONIFAY MIDDLE SCHOOL",566,22,"0,03886925795"
30,HOLMES,31,"POPLAR SPRINGS HIGH SCHOOL",448,25,"0,05580357142"
30,HOLMES,41,"BETHLEHEM HIGH SCHOOL",566,34,"0,06007067137"
30,HOLMES,61,"PONCE DE LEON HIGH SCHOOL",409,7,"0,01711491442"
30,HOLMES,111,"PONCE DE LEON ELEMENTARY SCHOOL",361,5,"0,01385041551"
30,HOLMES,121,"BONIFAY ELEMENTARY SCHOOL",871,90,"0,10332950631"
30,HOLMES,261,"HOLMES COUNTY HIGH SCHOOL",491,23,"0,04684317718"
30,HOLMES,471,"GRADUATION ASSISTANCE PROGRAM",68,8,"0,11764705882"
31,"INDIAN RIVER",31,"VERO BEACH HIGH SCHOOL",3061,695,"0,22704998366"
31,"INDIAN RIVER",33,"ALTERNATIVE CENTER FOR EDUCATION",132,36,"0,27272727272"
31,"INDIAN RIVER",41,"ROSEWOOD MAGNET SCHOOL",561,17,"0,0303030303"
31,"INDIAN RIVER",51,"OSCEOLA MAGNET SCHOOL",535,13,"0,02429906542"
31,"INDIAN RIVER",61,"BEACHLAND ELEMENTARY SCHOOL",689,35,"0,05079825834"
31,"INDIAN RIVER",81,"GIFFORD MIDDLE SCHOOL",969,96,"0,09907120743"
31,"INDIAN RIVER",101,"FELLSMERE ELEMENTARY SCHOOL",726,47,"0,06473829201"
31,"INDIAN RIVER",121,"PELICAN ISLAND ELEMENTARY SCHOOL",569,41,"0,07205623901"
31,"INDIAN RIVER",131,"WABASSO SCHOOL",161,37,"0,22981366459"
31,"INDIAN RIVER",141,"CITRUS ELEMENTARY SCHOOL",764,60,"0,07853403141"
31,"INDIAN RIVER",151,"DODGERTOWN ELEMENTARY SCHOOL",556,56,"0,10071942446"
31,"INDIAN RIVER",161,"VERO BEACH ELEMENTARY SCHOOL",778,52,"0,06683804627"
31,"INDIAN RIVER",171,"SEBASTIAN RIVER MIDDLE SCHOOL",991,141,"0,14228052472"
31,"INDIAN RIVER",191,"SEBASTIAN ELEMENTARY SCHOOL",585,44,"0,07521367521"
31,"INDIAN RIVER",201,"GLENDALE ELEMENTARY SCHOOL",574,51,"0,08885017421"
31,"INDIAN RIVER",221,"HIGHLANDS ELEMENTARY SCHOOL",537,50,"0,09310986964"
31,"INDIAN RIVER",271,"OSLO MIDDLE SCHOOL",1018,171,"0,16797642436"
31,"INDIAN RIVER",291,"SEBASTIAN RIVER HIGH SCHOOL",2023,428,"0,21156697973"
31,"INDIAN RIVER",301,"LIBERTY MAGNET SCHOOL",559,17,"0,03041144901"
31,"INDIAN RIVER",341,"TREASURE COAST ELEMENTARY SCHOOL",705,45,"0,06382978723"
31,"INDIAN RIVER",371,"STORM GROVE MIDDLE SCHOOL",965,114,"0,11813471502"
31,"INDIAN RIVER",5001,"INDIAN RIVER CHARTER HIGH SCHOOL",733,0,0
31,"INDIAN RIVER",5002,"ST. PETER'S ACADEMY",145,31,"0,21379310344"
31,"INDIAN RIVER",5003,"NORTH COUNTY CHARTER SCHOOL",242,14,"0,05785123966"
31,"INDIAN RIVER",5005,"SEBASTIAN CHARTER JUNIOR HIGH SCHOOL",203,7,"0,03448275862"
31,"INDIAN RIVER",5006,"IMAGINE SCHOOLS AT SOUTH VERO",912,86,"0,09429824561"
31,"INDIAN RIVER",7001,"INDIAN RIVER VIRTUAL INSTRUCTION PROGRAM",11,0,0
31,"INDIAN RIVER",9002,"EXCEPTIONAL STUDENT EDUCATION",177,14,"0,07909604519"
32,JACKSON,21,"MARIANNA HIGH SCHOOL",821,140,"0,17052375152"
32,JACKSON,24,"JACKSON COUNTY EARLY CHILDHOOD CENTER",204,60,"0,29411764705"
32,JACKSON,31,"FRANK M. GOLSON ELEMENTARY SCHOOL",800,58,"0,0725"
32,JACKSON,41,"RIVERSIDE ELEMENTARY SCHOOL",678,56,"0,0825958702"
32,JACKSON,61,"MARIANNA MIDDLE SCHOOL",738,111,"0,15040650406"
32,JACKSON,121,"MALONE HIGH SCHOOL",543,47,"0,08655616942"
32,JACKSON,141,"SNEADS HIGH SCHOOL",387,50,"0,1291989664"
32,JACKSON,171,"SNEADS ELEMENTARY SCHOOL",582,50,"0,08591065292"
32,JACKSON,181,"GRAND RIDGE SCHOOL",709,96,"0,13540197461"
32,JACKSON,202,"HOPE SCHOOL",152,30,"0,19736842105"
32,JACKSON,212,"JACKSON ALTERNATIVE SCHOOL",175,42,"0,24"
32,JACKSON,251,"COTTONDALE HIGH SCHOOL",528,74,"0,14015151515"
32,JACKSON,271,"COTTONDALE ELEMENTARY SCHOOL",514,54,"0,10505836575"
32,JACKSON,301,"GRACEVILLE ELEMENTARY SCHOOL",391,26,"0,06649616368"
32,JACKSON,491,"GRACEVILLE HIGH SCHOOL",368,22,"0,05978260869"
32,JACKSON,7001,"JACKSON VIRTUAL INSTRUCTION PROGRAM",15,0,0
32,JACKSON,9003,"DIST WIDE HOMEBOUND PROGRAM",13,0,0
32,JACKSON,9020,"THE DOVE (DEVELOPING OPPORTUNITIES THRU VOC. ED.)",45,0,0
33,JEFFERSON,21,"JEFFERSON COUNTY MIDDLE/HIGH SCHOOL",464,130,"0,28017241379"
33,JEFFERSON,111,"JEFFERSON COUNTY ELEMENTARY SCHOOL",635,63,"0,09921259842"
33,JEFFERSON,6016,"TURNING POINT",45,19,"0,42222222222"
33,JEFFERSON,7001,"JEFFERSON VIRTUAL INSTRUCTION PROGRAM",*,*,*
33,JEFFERSON,8016,BABIES/TAP,*,*,*
33,JEFFERSON,9005,"JEFFERSON COUNTY ESE SCHOOL",*,*,*
34,LAFAYETTE,21,"LAFAYETTE HIGH SCHOOL",630,106,"0,16825396825"
34,LAFAYETTE,22,"LAFAYETTE ELEMENTARY SCHOOL",692,143,"0,20664739884"
34,LAFAYETTE,7001,"LAFAYETTE VIRTUAL INSTRUCTION PROGRAM",*,*,*
34,LAFAYETTE,7004,"LAFAYETTE VIRTUAL FRANCHISE",*,*,*
34,LAFAYETTE,7023,"LAFAYETTE VIRTUAL INSTRUCTION K-5 FULLTIME",*,*,*
35,LAKE,31,"BEVERLY SHORES ELEMENTARY SCHOOL",722,75,"0,10387811634"
35,LAKE,41,"CLERMONT ELEMENTARY SCHOOL",726,42,"0,05785123966"
35,LAKE,61,"EUSTIS ELEMENTARY SCHOOL",611,20,"0,03273322422"
35,LAKE,67,"SAWGRASS BAY ELEMENTARY SCHOOL",1381,101,"0,07313540912"
35,LAKE,68,"GRASSY LAKE ELEMENTARY SCHOOL",1061,31,"0,02921771913"
35,LAKE,69,"SORRENTO ELEMENTARY",809,51,"0,0630407911"
35,LAKE,71,"EUSTIS HEIGHTS ELEMENTARY SCHOOL",721,59,"0,08183079056"
35,LAKE,80,"EAST RIDGE MIDDLE SCHOOL",1154,62,"0,05372616984"
35,LAKE,81,"EUSTIS HIGH SCHOOL",1351,170,"0,1258327165"
35,LAKE,101,"FRUITLAND PARK ELEMENTARY SCHOOL",720,38,"0,05277777777"
35,LAKE,113,"GRAY MIDDLE SCHOOL",1119,143,"0,12779267202"
35,LAKE,119,"THE VILLAGES ELEMENTARY OF LADY LAKE SCHOOL",958,66,"0,06889352818"
35,LAKE,141,"SEMINOLE SPRINGS ELEMENTARY SCHOOL",712,57,"0,08005617977"
35,LAKE,149,"ROUND LAKE ELEMENTARY SCHOOL",967,52,"0,05377456049"
35,LAKE,161,"LEESBURG HIGH SCHOOL",1845,501,"0,27154471544"
35,LAKE,181,"MT. DORA HIGH SCHOOL",1194,137,"0,1147403685"
35,LAKE,211,"TAVARES HIGH SCHOOL",1325,135,"0,10188679245"
35,LAKE,213,"TAVARES MIDDLE SCHOOL",1128,147,"0,13031914893"
35,LAKE,231,"UMATILLA HIGH SCHOOL",897,98,"0,10925306577"
35,LAKE,241,"TREADWAY ELEMENTARY SCHOOL",1110,62,"0,05585585585"
35,LAKE,251,"OAK PARK MIDDLE SCHOOL",671,95,"0,14157973174"
35,LAKE,261,"MINNEOLA ELEMENTARY SCHOOL",1060,62,"0,05849056603"
35,LAKE,271,"ASTATULA ELEMENTARY SCHOOL",711,30,"0,04219409282"
35,LAKE,281,"LOST LAKE ELEMENTARY SCHOOL",1129,42,"0,03720106288"
35,LAKE,291,"LEESBURG ELEMENTARY SCHOOL",1018,73,"0,07170923379"
35,LAKE,351,"CARVER MIDDLE SCHOOL",930,121,"0,13010752688"
35,LAKE,382,"GROVELAND ELEMENTARY SCHOOL",944,79,"0,08368644067"
35,LAKE,401,"CLERMONT MIDDLE SCHOOL",792,66,"0,08333333333"
35,LAKE,411,"MT. DORA MIDDLE SCHOOL",902,113,"0,12527716186"
35,LAKE,421,"RIMES EARLY LEARNING & LITERACY CENTER",316,45,"0,14240506329"
35,LAKE,481,"WINDY HILL MIDDLE SCHOOL",1368,123,"0,0899122807"
35,LAKE,521,"TRIANGLE ELEMENTARY SCHOOL",814,69,"0,08476658476"
35,LAKE,533,"LAKE HILLS SCHOOL",189,67,"0,35449735449"
35,LAKE,536,"LAKE ACADEMY EUSTIS",159,36,"0,22641509433"
35,LAKE,541,"MASCOTTE ELEMENTARY SCHOOL",941,57,"0,06057385759"
35,LAKE,551,"TAVARES ELEMENTARY SCHOOL",964,60,"0,0622406639"
35,LAKE,561,"UMATILLA ELEMENTARY SCHOOL",731,41,"0,05608755129"
35,LAKE,571,"UMATILLA MIDDLE SCHOOL",653,81,"0,12404287901"
35,LAKE,591,"PINE RIDGE ELEMENTARY SCHOOL",952,30,"0,03151260504"
35,LAKE,597,"CYPRESS RIDGE ELEMENTARY SCHOOL",620,6,"0,00967741935"
35,LAKE,631,"SPRING CREEK CHARTER SCHOOL",677,83,"0,12259970457"
