"STUDENT AVERAGE DAILY ATTENDANCE/AVERAGE DAILY MEMBERSHIP REPORT BY SCHOOL",,,,,,,,,
"2014-15 SURVEY 5 FINAL AS OF 02/29/2016",,,,,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).  A blank cell indicates no students in ADM.",,,,,,,,,
,,,,,,,,,
"DISTRICT NUMBER","DISTRICT NAME","SCHOOL NUMBER","SCHOOL NAME","DAYS PRESENT","DAYS ABSENT",TOTAL,"PERCENT PRESENT","AVERAGE DAILY ATTENDANCE ","AVERAGE DAILY MEMBERSHIP"
10,CLAY,261,"DOCTORS INLET ELEMENTARY",125319,6048,131367,"0,9539610404439471",696,730
10,CLAY,271,"MIDDLEBURG ELEMENTARY SCH",99999,5409,105408,"0,9486851092896175",556,586
10,CLAY,301,"KEYSTONE HEIGHTS ELEMENTA",132951,8243,141194,"0,9416193322662436",739,784
10,CLAY,311,"KEYSTONE HEIGHTS JR-SR HI",198226,14059,212285,"0,9337729938526038",1101,1179
10,CLAY,331,"S BRYAN JENNINGS ELEMENTA",87604,4438,92042,"0,9517828817279068",487,511
10,CLAY,341,"CLAY HIGH SCHOOL",230546,20512,251058,"0,9182977638633304",1281,1395
10,CLAY,351,"LAKESIDE JUNIOR HIGH SCHO",146233,6868,153101,"0,9551407240971647",812,851
10,CLAY,352,"LAKESIDE ELEMENTARY SCHOO",138844,6401,145245,"0,9559296361320527",771,807
10,CLAY,361,"ORANGE PARK JUNIOR HIGH S",106874,6631,113505,"0,9415796660940047",594,631
10,CLAY,371,"WILKINSON JUNIOR HIGH SCH",126573,9069,135642,"0,9331401778210289",703,754
10,CLAY,381,"MONTCLAIR ELEMENTARY SCHO",81643,3893,85536,"0,9544869996258886",454,475
10,CLAY,391,"MIDDLEBURG HIGH SCHOOL",283502,21971,305473,"0,9280754763923489",1575,1697
10,CLAY,401,"RIDGEVIEW ELEMENTARY SCHO",94218,5562,99780,"0,9442573662056525",523,554
10,CLAY,411,"CLAY HILL ELEMENTARY SCHO",72972,4857,77829,"0,9375939559804186",405,432
10,CLAY,431,"RIDGEVIEW HIGH SCHOOL",253639,18536,272175,"0,9318967576008083",1409,1512
10,CLAY,451,"LAKE ASBURY ELEMENTARY SC",142010,6927,148937,"0,9534904019820462",789,827
10,CLAY,471,"ROBERT M. PATERSON ELEMEN",159686,6683,166369,"0,9598302568387139",887,924
10,CLAY,481,"LAKE ASBURY JUNIOR HIGH S",177845,8802,186647,"0,9528414600824016",988,1037
10,CLAY,491,"J.L. WILKINSON ELEMENTARY",126458,7607,134065,"0,9432588669675157",703,745
10,CLAY,501,"TYNES ELEMENTARY SCHOOL",158849,7367,166216,"0,9556781537276796",882,923
10,CLAY,511,"MCRAE ELEMENTARY SCHOOL",82635,5649,88284,"0,9360133206470028",459,490
10,CLAY,521,"FLEMING ISLAND ELEMENTARY",134233,5836,140069,"0,9583348206955143",746,778
10,CLAY,531,"THUNDERBOLT ELEMENTARY SC",173635,6577,180212,"0,9635040951767918",965,1001
10,CLAY,541,"RIDEOUT ELEMENTARY SCHOOL",88854,4198,93052,"0,9548854403989168",494,517
10,CLAY,551,"FLEMING ISLAND HIGH SCHOO",371867,23512,395379,"0,9405330075699518",2066,2197
10,CLAY,571,"SWIMMING PEN CREEK ELEMEN",68784,2845,71629,"0,9602814502505969",382,398
10,CLAY,591,"ARGYLE ELEMENTARY SCHOOL",108154,4025,112179,"0,964119844177609",601,623
10,CLAY,601,"COPPERGATE ELEMENTARY SCH",93539,3752,97291,"0,9614352817835154",520,541
10,CLAY,611,"OAKLEAF JUNIOR HIGH",243555,10385,253940,"0,9591045128770576",1353,1411
10,CLAY,621,"OAKLEAF VILLAGE ELEMENTAR",165500,6692,172192,"0,9611364058725144",919,957
10,CLAY,631,"SHADOWLAWN ELEMENTARY SCH",117825,5907,123732,"0,9522597226263214",655,687
10,CLAY,651,"PLANTATION OAKS ELEMENTAR",188910,7172,196082,"0,9634234656929244",1050,1089
10,CLAY,661,"OAKLEAF HIGH SCHOOL",355278,23184,378462,"0,9387415381200754",1974,2103
10,CLAY,662,"ORANGE PARK PERFORMING AR",32897,2242,35139,"0,9361962491818208",183,195
10,CLAY,663,"FLORIDA VIRTUAL ACADEMY A",2602,11,2613,"0,995790279372369",14,15
10,CLAY,4050,"LIGHTHOUSE LEARNING CENTE",11619,354,11973,"0,9704334753194688",65,67
10,CLAY,7001,"CLAY VIRTUAL INSTRUCTION",1795,1,1796,"0,9994432071269488",10,10
10,CLAY,7004,"CLAY VIRTUAL FRANCHISE",58308,484,58792,"0,9917675874268608",324,327
10,CLAY,7006,"CLAY VIRTUAL INSTRUCTION",*,*,*,*,*,*
10,CLAY,N998,"HOME EDUC PROGRAM STUDENT",6668,30,6698,"0,9955210510600179",37,37
11,COLLIER,51,"EVERGLADES CITY SCHOOL",31993,2212,34205,"0,935331091945622",178,190
11,COLLIER,61,"GULFVIEW MIDDLE SCHOOL",120117,4815,124932,"0,9614590337143406",667,694
11,COLLIER,121,"LAKE PARK ELEMENTARY SCHO",87172,3465,90637,"0,9617705793439765",484,504
11,COLLIER,131,"TOMMIE BARFIELD ELEM. SCH",101895,4301,106196,"0,9594994161738671",566,590
11,COLLIER,141,"SHADOWLAWN ELEMENTARY SCH",97769,4302,102071,"0,9578528671219053",543,567
11,COLLIER,151,"NAPLES HIGH SCHOOL",290424,13510,303934,"0,9555495601018642",1613,1689
11,COLLIER,161,"PINECREST ELEMENTARY SCHO",127601,4310,131911,"0,9673264549582673",709,733
11,COLLIER,171,"SEA GATE ELEMENTARY SCHOO",132084,4247,136331,"0,968847877592037",734,757
11,COLLIER,181,"HIGHLANDS ELEMENTARY SCHO",121975,5222,127197,"0,9589455726157063",678,707
11,COLLIER,191,"LAKE TRAFFORD ELEMENTARY",126309,6150,132459,"0,953570538808235",702,736
11,COLLIER,201,"AVALON ELEMENTARY SCHOOL",89540,3603,93143,"0,9613175439914969",497,517
11,COLLIER,211,"EAST NAPLES MIDDLE SCHOOL",195918,6986,202904,"0,965569924693451",1088,1127
11,COLLIER,221,"POINCIANA ELEMENTARY SCHO",113929,5446,119375,"0,954379057591623",633,663
11,COLLIER,231,"GOLDEN GATE ELEMENTARY SC",163968,6545,170513,"0,9616158298780738",911,947
11,COLLIER,241,"NAPLES PARK ELEMENTARY SC",97755,3920,101675,"0,9614457831325302",543,565
11,COLLIER,251,"PINE RIDGE MIDDLE SCHOOL",176417,6839,183256,"0,9626806216440389",980,1018
11,COLLIER,261,"LELY HIGH SCHOOL",253374,11428,264802,"0,9568432262596204",1408,1471
11,COLLIER,271,"IMMOKALEE HIGH SCHOOL",244104,12029,256133,"0,9530361179543441",1356,1423
11,COLLIER,282,"LORENZO WALKER TECHNICAL",98099,3134,101233,"0,9690417156460838",545,562
11,COLLIER,311,"BARRON COLLIER HIGH SCHOO",288144,10274,298418,"0,9655717818630244",1601,1658
11,COLLIER,321,"GOLDEN GATE MIDDLE SCHOOL",196356,6417,202773,"0,9683537749108609",1091,1127
11,COLLIER,331,"BIG CYPRESS ELEMENTARY SC",144831,5538,150369,"0,9631706003232049",805,835
11,COLLIER,341,"VILLAGE OAKS ELEMENTARY S",97809,4920,102729,"0,952106999970797",543,571
11,COLLIER,351,"GOLDEN TERRACE ELEMENTARY",177154,7323,184477,"0,9603039945359042",984,1025
11,COLLIER,361,"IMMOKALEE MIDDLE SCHOOL",239167,11217,250384,"0,9552008115534539",1329,1391
11,COLLIER,371,"VINEYARDS ELEMENTARY SCHO",139089,5667,144756,"0,9608513636740446",773,804
11,COLLIER,381,"LELY ELEMENTARY SCHOOL",116258,4877,121135,"0,9597391340240228",646,673
11,COLLIER,391,"LAUREL OAK ELEMENTARY SCH",147776,5338,153114,"0,9651370873989316",821,851
11,COLLIER,392,"GULF COAST HIGH SCHOOL",350010,14375,364385,"0,9605499677538867",1945,2024
11,COLLIER,401,"OAKRIDGE MIDDLE SCHOOL",187208,7410,194618,"0,9619254128600643",1040,1081
11,COLLIER,421,"MANATEE ELEMENTARY SCHOOL",138082,5531,143613,"0,9614867734815093",767,798
11,COLLIER,422,"MANATEE MIDDLE SCHOOL",162651,6015,168666,"0,964337803706734",904,937
11,COLLIER,431,"PELICAN MARSH ELEMENTARY",134910,4699,139609,"0,9663417114942446",750,776
11,COLLIER,441,"CORKSCREW ELEMENTARY SCHO",110400,5054,115454,"0,956224990039323",613,641
11,COLLIER,442,"CORKSCREW MIDDLE SCHOOL",121749,5391,127140,"0,9575979235488438",676,706
11,COLLIER,451,"OSCEOLA ELEMENTARY SCHOOL",119972,4142,124114,"0,9666274554039028",667,690
11,COLLIER,452,"NORTH NAPLES MIDDLE SCHOO",160297,5667,165964,"0,9658540406353185",891,922
11,COLLIER,461,"CALUSA PARK ELEMENTARY SC",150527,5504,156031,"0,9647249585018361",836,867
11,COLLIER,471,"SABAL PALM ELEMENTARY SCH",97757,4939,102696,"0,9519065981148244",543,571
11,COLLIER,472,"CYPRESS PALM MIDDLE SCHOO",126922,6105,133027,"0,9541070609725845",705,739
11,COLLIER,493,"PALMETTO RIDGE HIGH SCHOO",306355,14441,320796,"0,9549838526664921",1702,1782
11,COLLIER,501,"GOLDEN GATE HIGH SCHOOL",273010,11826,284836,"0,9584813717367187",1517,1582
11,COLLIER,511,"ESTATES ELEMENTARY SCHOOL",96227,4651,100878,"0,9538948036241797",535,560
11,COLLIER,521,"VETERANS MEMORIAL ELEMENT",140937,5447,146384,"0,9627896491419827",783,813
11,COLLIER,531,"MIKE DAVIS ELEMENTARY SCH",137510,5680,143190,"0,9603324254487046",764,796
11,COLLIER,541,"PALMETTO ELEMENTARY SCHOO",94285,4645,98930,"0,9530476094208026",524,550
11,COLLIER,551,"PARKSIDE ELEMENTARY SCHOO",128141,4800,132941,"0,9638937573810938",712,739
11,COLLIER,631,"EDEN PARK ELEMENTARY SCHO",124965,5869,130834,"0,9551416298515676",694,727
11,COLLIER,7001,"COLLIER VIRTUAL INSTRUCTI",9778,29,9807,"0,9970429285204446",54,54
11,COLLIER,9004,"IMMOKALEE TEEN PARENTING",5199,3230,8429,"0,6167991458061455",29,47
11,COLLIER,9007,"NEW BEGINNINGS IMMOKALEE",4871,406,5277,"0,9230623460299413",27,29
11,COLLIER,9008,"NAPLES AREA TEENAGE PAREN",5933,4376,10309,"0,5755165389465515",33,57
11,COLLIER,9010,"NEW BEGINNINGS - NAPLES",8607,560,9167,"0,9389113123159157",48,51
11,COLLIER,9012,"BIG CYPRESS WILDERNESS IN",5453,0,5453,1,30,30
11,COLLIER,9013,"COLLIER JUVENILE DETENTIO",*,*,*,*,*,*
11,COLLIER,9015,"THE PHOENIX PROGRAM NAPLE",7277,1251,8528,"0,8533067542213884",40,47
11,COLLIER,9017,"THE PACE PROGRAM",9727,1581,11308,"0,8601874778917581",54,63
11,COLLIER,9018,"MARCO ISLAND CHARTER MIDD",75050,2812,77862,"0,9638848218643241",417,433
11,COLLIER,9019,HOSPITAL/HOMEBOUND,*,*,*,*,*,*
11,COLLIER,9021,"IMMOKALEE COMMUNITY SCHOO",42335,1726,44061,"0,96082703524659",235,245
11,COLLIER,9026,"THE PHOENIX PROGRAM-IMMOK",3907,1091,4998,"0,7817126850740296",22,28
11,COLLIER,9027,"BEACON HIGH SCHOOL",56355,11865,68220,"0,8260773966578716",313,379
11,COLLIER,9032,"MARCO ISLAND ACADEMY",34668,1879,36547,"0,9485867513065368",193,203
11,COLLIER,9034,"GULF COAST ACADEMY CHARTE",100183,4856,105039,"0,9537695522615409",557,584
11,COLLIER,9035,"MASON CLASSICAL ACADEMY",71064,2756,73820,"0,9626659441885668",395,410
11,,N999,"OUT OF STATE/NON-PUBLIC S",8481,0,8481,1,47,47
12,COLUMBIA,11,"COLUMBIA HIGH SCHOOL",315444,23462,338906,"0,9307713643311125",1752,1883
12,COLUMBIA,31,"RICHARDSON MIDDLE SCHOOL",92148,6807,98955,"0,9312111565863271",512,550
12,COLUMBIA,71,"MELROSE PARK ELEMENTARY S",75722,5069,80791,"0,9372578628807664",421,449
12,COLUMBIA,81,"EASTSIDE ELEMENTARY SCHOO",100820,5612,106432,"0,9472714972940469",560,591
12,COLUMBIA,91,"FIVE POINTS ELEMENTARY SC",71867,5410,77277,"0,9299921063188271",399,429
12,COLUMBIA,121,"FORT WHITE ELEMENTARY SCH",113002,8517,121519,"0,929912194800813",628,675
12,COLUMBIA,123,"FORT WHITE HIGH SCHOOL",182147,14853,197000,"0,9246040609137056",1012,1094
12,COLUMBIA,141,"SUMMERS ELEMENTARY SCHOOL",113122,6699,119821,"0,9440916033082681",628,666
12,COLUMBIA,161,"NIBLACK ELEMENTARY SCHOOL",47524,3225,50749,"0,9364519497921141",264,282
12,COLUMBIA,221,"CHALLENGE LEARNING CENTER",15432,4706,20138,"0,7663124441354653",86,112
12,COLUMBIA,241,"LAKE CITY MIDDLE SCHOOL",178109,10424,188533,"0,94470994467812",989,1047
12,COLUMBIA,261,"COLUMBIA CITY ELEMENTARY",103145,5822,108967,"0,9465709802050162",573,605
12,COLUMBIA,271,"WESTSIDE ELEMENTARY SCHOO",131513,5815,137328,"0,9576561225678667",731,763
12,COLUMBIA,291,"PINEMOUNT ELEMENTARY SCHO",84711,4705,89416,"0,9473807819629596",471,497
12,COLUMBIA,400,"SHINING STAR ACADEMY OF T",6216,731,6947,"0,894774722901972",35,39
12,COLUMBIA,402,"BELMONT ACADEMY",60763,2022,62785,"0,9677948554591065",338,349
12,COLUMBIA,7001,"COLUMBIA VIRTUAL INSTRUCT",*,*,*,*,*,*
12,COLUMBIA,7004,"COLUMBIA VIRTUAL FRANCHIS",*,*,*,*,*,*
12,COLUMBIA,7023,"COLUMBIA VIRTUAL INSTRUCT",*,*,*,*,*,*
12,COLUMBIA,8001,"PREK ESE",2591,8,2599,"0,996921893035783",14,14
12,COLUMBIA,8002,"RESIDENTIAL SERVICES",2028,4,2032,"0,9980314960629921",11,11
13,DADE,41,"AIR BASE K-8 CENTER FOR I",161166,4850,166016,"0,9707859483423285",895,922
13,DADE,70,"CORAL REEF MONTESSORI ACA",73046,3614,76660,"0,9528567701539264",406,426
13,DADE,71,"EUGENIA B. THOMAS K-8 CEN",289463,11884,301347,"0,9605637354942973",1608,1674
13,DADE,72,"SUMMERVILLE ADVANTAGE ACA",77828,4021,81849,"0,9508729489670003",432,455
13,DADE,73,"MANDARIN LAKES K-8 ACADEM",181615,15622,197237,"0,9207957938926267",1009,1096
13,DADE,81,"LENORA BRAYNON SMITH ELEM",68632,4917,73549,"0,9331466097431644",381,409
13,DADE,91,"BOB GRAHAM EDUCATION CENT",304807,11292,316099,"0,9642770144796409",1693,1756
13,DADE,92,"NORMAN S. EDELCUP/SUNNY I",338593,19497,358090,"0,9455527939903376",1881,1989
13,DADE,100,"MATER ACADEMY",184051,6551,190602,"0,965629951417089",1023,1059
13,DADE,101,"ARCOLA LAKE ELEMENTARY SC",87357,7402,94759,"0,9218860477632731",485,526
13,DADE,102,"MIAMI COMMUNITY CHARTER S",89031,4714,93745,"0,9497146514480772",495,521
13,DADE,111,"MAYA ANGELOU ELEMENTARY S",128604,9668,138272,"0,9300798426290211",714,768
13,DADE,121,"AUBURNDALE ELEMENTARY SCH",151203,10674,161877,"0,9340610463500065",840,899
13,DADE,122,"DR. ROLANDO ESPINOSA K-8",293904,13734,307638,"0,9553566204435083",1633,1709
13,DADE,125,"NORMA BUTLER BOSSARD ELEM",212810,10176,222986,"0,9543648480173643",1182,1239
13,DADE,161,"AVOCADO ELEMENTARY SCHOOL",80884,5411,86295,"0,9372964829943797",449,479
13,DADE,201,"BANYAN ELEMENTARY SCHOOL",66155,3499,69654,"0,9497659861601631",368,387
13,DADE,211,"DR. MANUEL C. BARREIRO EL",137761,5929,143690,"0,958737560025054",765,798
13,DADE,231,"AVENTURA WATERWAYS K-8 CE",341993,17895,359888,"0,9502761970390788",1900,1999
13,DADE,241,"RUTH K. BROAD BAY HARBOR",229786,10298,240084,"0,9571066793289016",1277,1334
13,DADE,251,"ETHEL KOGER BECKHAM ELEME",145990,4779,150769,"0,9683025025038303",811,838
13,DADE,261,"BEL-AIRE ELEMENTARY SCHOO",69211,5119,74330,"0,931131440871788",385,413
13,DADE,271,"BENT TREE ELEMENTARY SCHO",91441,4621,96062,"0,951895650725573",508,534
13,DADE,311,"GOULDS ELEMENTARY SCHOOL",110785,8369,119154,"0,929763163636974",615,662
13,DADE,312,"MATER GARDENS ACADEMY",101021,3303,104324,"0,9683390207430697",561,580
13,DADE,321,"BISCAYNE ELEMENTARY SCHOO",117394,7484,124878,"0,9400695078396515",652,694
13,DADE,331,"CHAPMAN PARTNERSHIP EARLY",5856,1876,7732,"0,7573719606828764",33,43
13,DADE,332,"SOMERSET ACADEMY (SILVER",106937,4470,111407,"0,9598768479538987",594,619
13,DADE,339,"SOMERSET ACAD CHARTER ELE",83753,4073,87826,"0,9536242115091204",465,488
13,DADE,341,"ARCHCREEK ELEMENTARY SCHO",92914,3459,96373,"0,964108204580121",516,535
13,DADE,342,"PINECREST ACADEMY (SOUTH",126731,4461,131192,"0,9659964022196476",704,729
13,DADE,351,"CHAPMAN PARTNERSHIP EARLY",12253,2793,15046,"0,8143692675794231",68,84
13,DADE,361,"BISCAYNE GARDENS ELEMENTA",112092,6854,118946,"0,9423772131891783",623,661
13,DADE,400,"RENAISSANCE ELEMENTARY CH",157660,6094,163754,"0,9627856418774503",876,910
13,DADE,401,"VAN E. BLANTON ELEMENTARY",96827,4355,101182,"0,9569587476033287",538,562
13,DADE,410,"ACADEMIR CHARTER SCHOOL W",107877,3201,111078,"0,9711824123588829",599,617
13,DADE,441,"BLUE LAKES ELEMENTARY SCH",86262,5315,91577,"0,9419614095242255",479,509
13,DADE,451,"BOWMAN ASHE/DOOLIN K-8 AC",205405,11299,216704,"0,9478597533963379",1141,1204
13,DADE,461,"BRENTWOOD ELEMENTARY SCHO",124557,6182,130739,"0,9527149511622393",692,726
13,DADE,481,"JAMES H. BRIGHT ELEMENTAR",121266,7701,128967,"0,9402870501756263",674,716
13,DADE,510,"ARCHIMEDEAN ACADEMY",100110,3963,104073,"0,9619209593266265",556,578
13,DADE,520,"SOMERSET ACADEMY CHARTER",101008,4833,105841,"0,9543371661265483",561,588
13,DADE,521,"BROADMOOR ELEMENTARY SCHO",78320,5190,83510,"0,9378517542809245",435,464
13,DADE,561,"W. J. BRYAN ELEMENTARY",128842,5776,134618,"0,9570934050424164",716,748
13,DADE,600,"PINECREST PREPARATORY ACA",113150,3586,116736,"0,9692811129385965",629,649
13,DADE,641,"BUNCHE PARK ELEMENTARY SC",60581,4431,65012,"0,9318433519965544",337,361
13,DADE,651,"CAMPBELL DRIVE K-8 CENTER",150352,12733,163085,"0,9219241499831377",835,906
13,DADE,661,"CARIBBEAN ELEMENTARY SCHO",95396,6930,102326,"0,9322752770556848",530,568
13,DADE,671,"CALUSA ELEMENTARY SCHOOL",149173,5822,154995,"0,962437497983806",829,861
13,DADE,681,"CAROL CITY ELEMENTARY SCH",89319,5076,94395,"0,9462259653583347",496,524
13,DADE,721,"GEORGE W. CARVER ELEMENTA",75598,4397,79995,"0,9450340646290393",420,444
13,DADE,761,"FIENBERG/FISHER K-8 CENTE",146120,9145,155265,"0,9411006988052684",812,863
13,DADE,771,"DR. WILLIAM A. CHAPMAN EL",98081,9166,107247,"0,9145337398715115",545,596
13,DADE,801,"CITRUS GROVE ELEMENTARY S",137879,9720,147599,"0,9341458952973937",766,820
13,DADE,831,"CLAUDE PEPPER ELEMENTARY",121124,6292,127416,"0,9506184466628995",673,708
13,DADE,841,"COCONUT GROVE ELEMENTARY",79382,3246,82628,"0,9607154959577867",441,459
13,DADE,861,"COLONIAL DRIVE ELEMENTARY",50991,2704,53695,"0,9496414936213801",283,298
13,DADE,881,"COMSTOCK ELEMENTARY SCHOO",93898,6831,100729,"0,9321843758996913",522,560
13,DADE,921,"NEVA KING COOPER EDUCATIO",16307,3036,19343,"0,8430439952437574",91,107
13,DADE,950,"AVENTURA CITY OF EXCELLEN",173394,7474,180868,"0,9586770462436695",963,1005
13,DADE,961,"CORAL GABLES PREPARATORY",125301,3624,128925,"0,971890634089587",696,716
13,DADE,1001,"CORAL PARK ELEMENTARY SCH",204678,8716,213394,"0,9591553651930232",1137,1186
13,DADE,1010,"THE CHARTER SCHOOL AT WAT",168488,7826,176314,"0,9556132808512087",936,980
13,DADE,1014,"HIGHLY INQUISITIVE/VERSAT",94951,3768,98719,"0,9618310558251197",528,548
13,DADE,1017,"MATER ACADEMY OF INTERNAT",94623,4070,98693,"0,9587610063530342",526,548
13,DADE,1020,"YOUTH CO-OP CHARTER SCHOO",145273,6372,151645,"0,9579808104454482",807,842
13,DADE,1041,"CORAL REEF ELEMENTARY SCH",150996,4445,155441,"0,9714039410451554",839,864
13,DADE,1070,"SOUTH FLORIDA AUTISM CHAR",29011,1590,30601,"0,9480409136956308",161,170
13,DADE,1081,"CORAL TERRACE ELEMENTARY",81453,3994,85447,"0,9532575748709726",453,475
13,DADE,1121,"CORAL WAY K-8 CENTER",253984,10866,264850,"0,958973003586936",1411,1471
13,DADE,1161,"CRESTVIEW ELEMENTARY SCHO",76417,3307,79724,"0,9585193919020621",425,443
13,DADE,1241,"CUTLER RIDGE ELEMENTARY S",118965,5834,124799,"0,9532528305515269",661,693
13,DADE,1281,"CYPRESS ELEMENTARY SCHOOL",47445,1954,49399,"0,96044454341181",264,274
13,DADE,1331,"DEVON AIRE K-8 CENTER",276038,10951,286989,"0,9618417430633229",1534,1594
13,DADE,1361,"FREDERICK R. DOUGLASS ELE",53303,5052,58355,"0,9134264416074029",296,324
13,DADE,1371,"MARJORY STONEMAN DOUGLAS",168965,8584,177549,"0,9516527831753487",939,986
13,DADE,1401,"CHARLES R DREW K-8 CENTER",75089,3778,78867,"0,95209656763919",417,438
13,DADE,1441,"PAUL LAURENCE DUNBAR K-8",62940,4301,67241,"0,936036049434125",350,374
13,DADE,1481,"JOHN G. DUPUIS ELEMENTARY",110919,5981,116900,"0,9488366124893071",616,649
13,DADE,1521,"AMELIA EARHART ELEMENTARY",81594,5745,87339,"0,9342218253014117",453,485
13,DADE,1561,"EARLINGTON HEIGHTS ELEM.",77942,6702,84644,"0,9208213222437502",433,470
13,DADE,1601,"EDISON PARK K-8 CENTER",81271,6026,87297,"0,9309712819455422",452,485
13,DADE,1641,"EMERSON ELEMENTARY SCHOOL",67403,3058,70461,"0,9566001050226366",374,391
13,DADE,1681,"LILLIE C. EVANS K-8 CENTE",80720,4382,85102,"0,9485088482056826",448,473
13,DADE,1691,"CHRISTINA M. EVE ELEM. SC",131456,4844,136300,"0,9644607483492297",730,757
13,DADE,1721,"EVERGLADES K-8 CENTER",193389,8871,202260,"0,9561406110946307",1074,1124
13,DADE,1761,"DAVID FAIRCHILD ELEMENTAR",112766,4780,117546,"0,9593350688241199",626,653
13,DADE,1801,"FAIRLAWN ELEMENTARY SCHOO",114377,4958,119335,"0,9584530942305275",635,663
13,DADE,1811,"DANTE B. FASCELL ELEM. SC",89173,3872,93045,"0,9583857273362352",495,517
13,DADE,1841,"FLAGAMI ELEMENTARY SCHOOL",76773,3294,80067,"0,9588594552062647",427,445
13,DADE,1881,"HENRY M. FLAGLER ELEM. SC",134327,7832,142159,"0,9449067593328597",746,790
13,DADE,1921,"FLAMINGO ELEMENTARY SCHOO",116728,4889,121617,"0,9598000279566179",648,676
13,DADE,2001,"FLORIDA CITY ELEMENTARY S",134624,10417,145041,"0,9281789287167077",748,806
13,DADE,2003,"BRIDGEPREP ACADEMY SOUTH",74894,3526,78420,"0,9550369803621526",416,436
13,DADE,2004,"ISAAC:INTEGRATED SCIENCE/",2192,103,2295,"0,955119825708061",12,13
13,DADE,2006,"RICHARD ALLEN LEADERSHIP",8954,821,9775,"0,9160102301790282",50,54
13,DADE,2007,"SOMERSET ACADEMY ELEM SCH",79056,2031,81087,"0,9749528284435236",439,450
13,DADE,2012,"SOMERSET ARTS ACADEMY",61670,3210,64880,"0,9505240443896424",343,360
13,DADE,2013,"BRIDGEPREP ACADEMY OF GRE",62681,4083,66764,"0,9388442873404829",348,371
13,DADE,2021,"GLORIA FLOYD ELEMENTARY S",107554,5646,113200,"0,9501236749116608",598,629
13,DADE,2041,"BENJAMIN FRANKLIN K-8 CEN",100732,4083,104815,"0,9610456518628059",560,582
13,DADE,2060,"THEODORE R. AND THELMA A.",45248,4405,49653,"0,9112843131331441",251,276
13,DADE,2081,"FULFORD ELEMENTARY SCHOOL",92239,3706,95945,"0,9613737036844026",512,533
13,DADE,2111,"HIALEAH GARDENS ELEM. SCH",162122,7745,169867,"0,954405505483702",901,944
13,DADE,2151,"JACK DAVID GORDON ELEMENT",191750,8645,200395,"0,9568602011028219",1065,1113
13,DADE,2161,"GOLDEN GLADES ELEMENTARY",41115,3014,44129,"0,9317002424709375",228,245
13,DADE,2181,"JOELLA GOOD ELEMENTARY SC",163895,7448,171343,"0,9565316353746578",911,952
13,DADE,2191,"SPANISH LAKE ELEMENTARY S",289747,14045,303792,"0,9537677094854374",1610,1688
13,DADE,2241,"GRATIGNY ELEMENTARY SCHOO",117663,5082,122745,"0,9585970915312233",654,682
13,DADE,2261,"GREENGLADE ELEMENTARY SCH",90348,4551,94899,"0,9520437517782063",502,527
13,DADE,2281,"GREYNOLDS PARK ELEMENTARY",132552,6322,138874,"0,9544767199043738",736,772
13,DADE,2321,"GULFSTREAM ELEMENTARY SCH",122354,8372,130726,"0,9359576518825635",680,726
13,DADE,2331,"CHARLES R HADLEY ELEM SCH",173788,6985,180773,"0,961360380145265",965,1004
13,DADE,2341,"JOE HALL ELEMENTARY SCHOO",100254,5183,105437,"0,950842683308516",557,586
13,DADE,2351,"ENEIDA M. HARTNER ELEM. S",92145,6113,98258,"0,9377862362352175",512,546
13,DADE,2361,"HIALEAH ELEMENTARY SCHOOL",111976,6513,118489,"0,9450328722497447",622,658
13,DADE,2371,"WEST HIALEAH GARDENS ELEM",211504,9936,221440,"0,9551300578034682",1175,1230
13,DADE,2401,"HIBISCUS ELEMENTARY SCHOO",88718,4837,93555,"0,9482977927422371",493,520
13,DADE,2441,"VIRGINIA A BOONE-HIGHLAND",128097,4910,133007,"0,963084649680092",712,739
13,DADE,2501,"HOLMES ELEMENTARY SCHOOL",94662,5561,100223,"0,9445137343723496",526,557
13,DADE,2511,"ZORA NEALE HURSTON ELEMEN",131975,7096,139071,"0,9489757030581502",733,773
13,DADE,2521,"OLIVER HOOVER ELEMENTARY",133406,6252,139658,"0,9552334989760701",741,776
13,DADE,2531,"THENA CROWDER EARLY CHILD",12102,1873,13975,"0,8659749552772809",67,78
13,DADE,2541,"HOWARD DRIVE ELEMENTARY S",110415,4695,115110,"0,9592129267657024",613,640
13,DADE,2581,"MADIE IVES COMMUNITY ELEM",122442,4521,126963,"0,9643912005859975",680,705
13,DADE,2641,"KENDALE ELEMENTARY SCHOOL",95066,3891,98957,"0,9606798912659034",528,550
13,DADE,2651,"KENDALE LAKES ELEMENTARY",131774,6549,138323,"0,9526542946581552",732,768
13,DADE,2661,"KENSINGTON PARK ELEM. SCH",204016,13355,217371,"0,9385612616218355",1133,1208
13,DADE,2701,"KENWOOD K-8 CENTER",183126,7004,190130,"0,9631620470204597",1017,1056
13,DADE,2741,"KEY BISCAYNE K-8 CENTER",252834,9873,262707,"0,9624182073564846",1405,1459
13,DADE,2781,"KINLOCH PARK ELEMENTARY S",128165,7590,135755,"0,9440904570734043",712,754
13,DADE,2801,"LAKE STEVENS ELEMENTARY S",48363,3212,51575,"0,9377217644207465",269,287
